row_index,source_scenario_id,expert_move,legal_move_signature,sample_weight,split
872,NB48_LOSS_298,Live Coal,live coal,0.99,Training
873,NB48_LOSS_298,Quick Attack,ascension | quick attack,1.8785,Training
874,NB48_LOSS_298,Ascension,ascension,1.6335,Training
875,NB48_LOSS_298,Quick Attack,ascension | quick attack,1.8785,Training
876,NB48_LOSS_298,Ascension,ascension,1.6335,Training
877,NB48_LOSS_298,Pass,pass,1.6335,Training
878,NB48_LOSS_298,Ascension,ascension,1.6335,Training
879,NB48_LOSS_298,Quick Attack,ascension | quick attack,1.8785,Training
880,NB48_LOSS_30,Ascension,ascension,1.6335,Training
881,NB48_LOSS_30,Pass,pass,0.99,Training
882,NB48_LOSS_30,Tuck Tail,tuck tail,0.99,Training
883,NB48_LOSS_30,Quick Attack,ascension | quick attack,1.8785,Training
884,NB48_LOSS_30,Ascension,ascension,1.6335,Training
885,NB48_LOSS_30,Quick Attack,ascension | quick attack,1.8785,Training
886,NB48_LOSS_30,Ascension,ascension,1.6335,Training
887,NB48_LOSS_30,Pass,pass,1.6335,Training
888,NB48_LOSS_30,Ascension,ascension,1.6335,Training
889,NB48_LOSS_30,Quick Attack,ascension | quick attack,1.8785,Training
890,NB48_LOSS_300,Ascension,ascension,1.6335,Training
891,NB48_LOSS_300,Bind Down,bind down,0.99,Training
892,NB48_LOSS_300,Bind Down,bind down,0.99,Training
893,NB48_LOSS_300,Quick Attack,ascension | quick attack,1.8785,Training
894,NB48_LOSS_300,Ascension,ascension,1.6335,Training
895,NB48_LOSS_300,Quick Attack,ascension | quick attack,1.8785,Training
896,NB48_LOSS_300,Ascension,ascension,1.6335,Training
897,NB48_LOSS_300,Pass,pass,1.6335,Training
898,NB48_LOSS_300,Ascension,ascension,1.6335,Training
899,NB48_LOSS_300,Quick Attack,ascension | quick attack,1.8785,Training
900,NB48_LOSS_34,Ascension,ascension,1.6335,Test
901,NB48_LOSS_34,Bind Down,bind down,0.99,Test
902,NB48_LOSS_34,Bind Down,bind down,0.99,Test
903,NB48_LOSS_34,Quick Attack,ascension | quick attack,1.8785,Test
904,NB48_LOSS_34,Ascension,ascension,1.6335,Test
905,NB48_LOSS_34,Quick Attack,ascension | quick attack,1.8785,Test
906,NB48_LOSS_34,Ascension,ascension,1.6335,Test
907,NB48_LOSS_34,Pass,pass,1.6335,Test
908,NB48_LOSS_34,Ascension,ascension,1.6335,Test
909,NB48_LOSS_34,Quick Attack,ascension | quick attack,1.8785,Test
910,NB48_LOSS_4,Ascension,ascension,1.6335,Test
911,NB48_LOSS_4,Bind Down,bind down,0.99,Test
912,NB48_LOSS_4,Bind Down,bind down,0.99,Test
913,NB48_LOSS_4,Quick Attack,ascension | quick attack,1.8785,Test
914,NB48_LOSS_4,Ascension,ascension,1.6335,Test
915,NB48_LOSS_4,Quick Attack,ascension | quick attack,1.8785,Test
916,NB48_LOSS_4,Ascension,ascension,1.6335,Test
917,NB48_LOSS_4,Pass,pass,1.6335,Test
918,NB48_LOSS_4,Ascension,ascension,1.6335,Test
919,NB48_LOSS_4,Quick Attack,ascension | quick attack,1.8785,Test
920,NB48_LOSS_40,Ascension,ascension,1.6335,Training
921,NB48_LOSS_40,Bind Down,bind down,0.99,Training
922,NB48_LOSS_40,Bind Down,bind down,0.99,Training
923,NB48_LOSS_40,Quick Attack,ascension | quick attack,1.8785,Training
924,NB48_LOSS_40,Ascension,ascension,1.6335,Training
925,NB48_LOSS_40,Quick Attack,ascension | quick attack,1.8785,Training
926,NB48_LOSS_40,Ascension,ascension,1.6335,Training
927,NB48_LOSS_40,Pass,pass,1.6335,Training
928,NB48_LOSS_40,Ascension,ascension,1.6335,Training
929,NB48_LOSS_40,Quick Attack,ascension | quick attack,1.8785,Training
930,NB48_LOSS_42,Ascension,ascension,1.6335,Training
931,NB48_LOSS_42,Pass,pass,0.99,Training
932,NB48_LOSS_42,Tuck Tail,tuck tail,0.99,Training
933,NB48_LOSS_42,Quick Attack,ascension | quick attack,1.8785,Training
934,NB48_LOSS_42,Ascension,ascension,1.6335,Training
935,NB48_LOSS_42,Quick Attack,ascension | quick attack,1.8785,Training
936,NB48_LOSS_42,Ascension,ascension,1.6335,Training
937,NB48_LOSS_42,Pass,pass,1.6335,Training
938,NB48_LOSS_42,Ascension,ascension,1.6335,Training
939,NB48_LOSS_42,Quick Attack,ascension | quick attack,1.8785,Training
940,NB48_LOSS_46,Ascension,ascension,1.6335,Training
941,NB48_LOSS_46,Bind Down,bind down,0.99,Training
942,NB48_LOSS_46,Bind Down,bind down,0.99,Training
943,NB48_LOSS_46,Quick Attack,ascension | quick attack,1.8785,Training
944,NB48_LOSS_46,Ascension,ascension,1.6335,Training
945,NB48_LOSS_46,Quick Attack,ascension | quick attack,1.8785,Training
946,NB48_LOSS_46,Ascension,ascension,1.6335,Training
947,NB48_LOSS_46,Pass,pass,1.6335,Training
948,NB48_LOSS_46,Ascension,ascension,1.6335,Training
949,NB48_LOSS_46,Quick Attack,ascension | quick attack,1.8785,Training
950,NB48_LOSS_52,Ascension,ascension,1.6335,Training
951,NB48_LOSS_52,Bind Down,bind down,0.99,Training
952,NB48_LOSS_52,Bind Down,bind down,0.99,Training
953,NB48_LOSS_52,Quick Attack,ascension | quick attack,1.8785,Training
954,NB48_LOSS_52,Ascension,ascension,1.6335,Training
955,NB48_LOSS_52,Quick Attack,ascension | quick attack,1.8785,Training
956,NB48_LOSS_52,Ascension,ascension,1.6335,Training
957,NB48_LOSS_52,Pass,pass,1.6335,Training
958,NB48_LOSS_52,Ascension,ascension,1.6335,Training
959,NB48_LOSS_52,Quick Attack,ascension | quick attack,1.8785,Training
960,NB48_LOSS_59,Ascension,ascension,1.21,Training
961,NB48_LOSS_59,Live Coal,live coal,1.3365,Training
962,NB48_LOSS_59,Live Coal,live coal,1.3365,Training
963,NB48_LOSS_59,Quick Attack,ascension | quick attack,1.3915,Training
964,NB48_LOSS_59,Ascension,ascension,1.21,Training
965,NB48_LOSS_59,Quick Attack,ascension | quick attack,1.3915,Training
966,NB48_LOSS_59,Ascension,ascension,1.21,Training
967,NB48_LOSS_59,Pass,pass,1.21,Training
968,NB48_LOSS_59,Quick Attack,ascension | quick attack,1.3915,Training
969,NB48_LOSS_59,Ascension,ascension,1.21,Training
970,NB48_LOSS_6,Ascension,ascension,1.6335,Training
971,NB48_LOSS_6,Pass,pass,0.99,Training
972,NB48_LOSS_6,Tuck Tail,tuck tail,0.99,Training
973,NB48_LOSS_6,Quick Attack,ascension | quick attack,1.8785,Training
974,NB48_LOSS_6,Ascension,ascension,1.6335,Training
975,NB48_LOSS_6,Quick Attack,ascension | quick attack,1.8785,Training
976,NB48_LOSS_6,Ascension,ascension,1.6335,Training
977,NB48_LOSS_6,Pass,pass,1.6335,Training
978,NB48_LOSS_6,Ascension,ascension,1.6335,Training
979,NB48_LOSS_6,Quick Attack,ascension | quick attack,1.8785,Training
980,NB48_LOSS_70,Ascension,ascension,1.6335,Training
981,NB48_LOSS_70,Bind Down,bind down,0.99,Training
982,NB48_LOSS_70,Bind Down,bind down,0.99,Training
983,NB48_LOSS_70,Quick Attack,ascension | quick attack,1.8785,Training
984,NB48_LOSS_70,Ascension,ascension,1.6335,Training
985,NB48_LOSS_70,Quick Attack,ascension | quick attack,1.8785,Training
986,NB48_LOSS_70,Ascension,ascension,1.6335,Training
987,NB48_LOSS_70,Pass,pass,1.6335,Training
988,NB48_LOSS_70,Ascension,ascension,1.6335,Training
989,NB48_LOSS_70,Quick Attack,ascension | quick attack,1.8785,Training
990,NB48_LOSS_71,Ascension,ascension,1.21,Training
991,NB48_LOSS_71,Live Coal,live coal,1.3365,Training
992,NB48_LOSS_71,Live Coal,live coal,1.3365,Training
993,NB48_LOSS_71,Quick Attack,ascension | quick attack,1.3915,Training
994,NB48_LOSS_71,Ascension,ascension,1.21,Training
995,NB48_LOSS_71,Quick Attack,ascension | quick attack,1.3915,Training
996,NB48_LOSS_71,Ascension,ascension,1.21,Training
997,NB48_LOSS_71,Pass,pass,1.21,Training
998,NB48_LOSS_71,Quick Attack,ascension | quick attack,1.3915,Training
999,NB48_LOSS_71,Ascension,ascension,1.21,Training
1000,NB48_LOSS_74,Ascension,ascension,1.6335,Training
1001,NB48_LOSS_74,Live Coal,live coal,0.99,Training
1002,NB48_LOSS_74,Live Coal,live coal,0.99,Training
1003,NB48_LOSS_74,Quick Attack,ascension | quick attack,1.8785,Training
1004,NB48_LOSS_74,Ascension,ascension,1.6335,Training
1005,NB48_LOSS_74,Quick Attack,ascension | quick attack,1.8785,Training
1006,NB48_LOSS_74,Ascension,ascension,1.6335,Training
1007,NB48_LOSS_74,Pass,pass,1.6335,Training
1008,NB48_LOSS_74,Ascension,ascension,1.6335,Training
1009,NB48_LOSS_74,Quick Attack,ascension | quick attack,1.8785,Training
1010,NB48_LOSS_76,Ascension,ascension,1.6335,Training
1011,NB48_LOSS_76,Bind Down,bind down,0.99,Training
1012,NB48_LOSS_76,Bind Down,bind down,0.99,Training
1013,NB48_LOSS_76,Quick Attack,ascension | quick attack,1.8785,Training
1014,NB48_LOSS_76,Ascension,ascension,1.6335,Training
1015,NB48_LOSS_76,Quick Attack,ascension | quick attack,1.8785,Training
1016,NB48_LOSS_76,Ascension,ascension,1.6335,Training
1017,NB48_LOSS_76,Pass,pass,1.6335,Training
1018,NB48_LOSS_76,Ascension,ascension,1.6335,Training
1019,NB48_LOSS_76,Quick Attack,ascension | quick attack,1.8785,Training
1020,NB48_LOSS_82,Ascension,ascension,1.6335,Test
1021,NB48_LOSS_82,Bind Down,bind down,0.99,Test
1022,NB48_LOSS_82,Bind Down,bind down,0.99,Test
1023,NB48_LOSS_82,Quick Attack,ascension | quick attack,1.8785,Test
1024,NB48_LOSS_82,Ascension,ascension,1.6335,Test
1025,NB48_LOSS_82,Quick Attack,ascension | quick attack,1.8785,Test
1026,NB48_LOSS_82,Ascension,ascension,1.6335,Test
1027,NB48_LOSS_82,Pass,pass,1.6335,Test
1028,NB48_LOSS_82,Ascension,ascension,1.6335,Test
1029,NB48_LOSS_82,Quick Attack,ascension | quick attack,1.8785,Test
1030,NB48_LOSS_83,Ascension,ascension,1.21,Training
1031,NB48_LOSS_83,Live Coal,live coal,1.3365,Training
1032,NB48_LOSS_83,Live Coal,live coal,1.3365,Training
1033,NB48_LOSS_83,Quick Attack,ascension | quick attack,1.3915,Training
1034,NB48_LOSS_83,Ascension,ascension,1.21,Training
1035,NB48_LOSS_83,Quick Attack,ascension | quick attack,1.3915,Training
1036,NB48_LOSS_83,Ascension,ascension,1.21,Training
1037,NB48_LOSS_83,Pass,pass,1.21,Training
1038,NB48_LOSS_83,Quick Attack,ascension | quick attack,1.3915,Training
1039,NB48_LOSS_83,Ascension,ascension,1.21,Training
1040,NB48_LOSS_88,Ascension,ascension,1.6335,Training
1041,NB48_LOSS_88,Bind Down,bind down,0.99,Training
1042,NB48_LOSS_88,Bind Down,bind down,0.99,Training
1043,NB48_LOSS_88,Quick Attack,ascension | quick attack,1.8785,Training
1044,NB48_LOSS_88,Ascension,ascension,1.6335,Training
1045,NB48_LOSS_88,Quick Attack,ascension | quick attack,1.8785,Training
1046,NB48_LOSS_88,Ascension,ascension,1.6335,Training
1047,NB48_LOSS_88,Pass,pass,1.6335,Training
1048,NB48_LOSS_88,Ascension,ascension,1.6335,Training
1049,NB48_LOSS_88,Quick Attack,ascension | quick attack,1.8785,Training
1050,NB48_LOSS_94,Ascension,ascension,1.6335,Validation
1051,NB48_LOSS_94,Bind Down,bind down,0.99,Validation
1052,NB48_LOSS_94,Bind Down,bind down,0.99,Validation
1053,NB48_LOSS_94,Quick Attack,ascension | quick attack,1.8785,Validation
1054,NB48_LOSS_94,Ascension,ascension,1.6335,Validation
1055,NB48_LOSS_94,Quick Attack,ascension | quick attack,1.8785,Validation
1056,NB48_LOSS_94,Ascension,ascension,1.6335,Validation
1057,NB48_LOSS_94,Pass,pass,1.6335,Validation
1058,NB48_LOSS_94,Ascension,ascension,1.6335,Validation
1059,NB48_LOSS_94,Quick Attack,ascension | quick attack,1.8785,Validation
