decision_number,turn_number,current_player,active_card,legal_moves,selected_move,raw_prediction,confidence,routing_reason,fallback_used,search_depth,nodes,scenario_id,condition_id,section4r_row_id,scenario_id_resolved,condition_id_resolved,turn_number_resolved,acting_side_resolved,active_card_resolved,legal_moves_resolved,selected_move_resolved,acting_energy_resolved,battle_phase_resolved,acting_damage_resolved,official_card_id,verified_printed_attacks,verified_printed_attack_count,legal_printed_attacks,legal_control_actions,legal_printed_attack_count,legal_control_action_count,genuine_multi_attack_state,printed_attack_plus_control_state,control_only_state
5,5,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,Bind Down,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__HP_PRESSURE,HP_PRESSURE,133,T52_S006__HP_PRESSURE,HP_PRESSURE,5,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,,UNKNOWN,,650,"[""Bind Down""]",1,"[""Bind Down""]",[],1,0,False,False,False
1,1,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,134,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,1,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
2,2,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,135,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,2,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
3,3,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,136,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,3,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
4,4,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,137,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,4,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
5,5,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,138,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,5,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
6,6,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,139,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,6,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
7,7,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,140,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,7,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
8,8,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,141,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,8,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
9,9,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,142,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,9,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
10,10,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,143,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,10,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
11,11,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,144,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,11,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
12,12,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,145,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,12,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
13,13,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,146,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,13,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
14,14,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,147,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,14,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
15,15,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,148,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,15,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
16,16,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,149,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,16,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
17,17,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,150,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,17,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
18,18,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,151,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,18,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
19,19,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,152,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,19,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
20,20,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,153,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,20,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
21,21,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,154,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,21,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
22,22,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,155,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,22,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
23,23,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,156,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,23,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
24,24,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,157,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,24,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
25,25,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,158,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,25,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
26,26,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,159,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,26,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
27,27,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,160,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,27,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
28,28,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,161,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,28,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
29,29,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,162,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,29,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
30,30,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,163,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,30,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
1,1,Opponent,Eevee,"[""Ascension"", ""Quick Attack""]",Quick Attack,Quick Attack,0.968,LEGAL_MODEL_PREDICTION,False,0,1,T52_S007__BASELINE,BASELINE,164,T52_S007__BASELINE,BASELINE,1,Opponent,Eevee,"[""Ascension"", ""Quick Attack""]",Quick Attack,,UNKNOWN,,43,"[""Ascension"", ""Quick Attack""]",2,"[""Ascension"", ""Quick Attack""]",[],2,0,True,False,False
1,1,Opponent,Eevee,"[""Ascension"", ""Quick Attack""]",Quick Attack,Quick Attack,0.968,LEGAL_MODEL_PREDICTION,False,0,1,T52_S007__HP_PRESSURE,HP_PRESSURE,165,T52_S007__HP_PRESSURE,HP_PRESSURE,1,Opponent,Eevee,"[""Ascension"", ""Quick Attack""]",Quick Attack,,UNKNOWN,,43,"[""Ascension"", ""Quick Attack""]",2,"[""Ascension"", ""Quick Attack""]",[],2,0,True,False,False
1,1,Opponent,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S007__ENERGY_PRESSURE,ENERGY_PRESSURE,166,T52_S007__ENERGY_PRESSURE,ENERGY_PRESSURE,1,Opponent,Eevee,"[""Ascension""]",Ascension,,UNKNOWN,,43,"[""Ascension"", ""Quick Attack""]",2,"[""Ascension""]",[],1,0,False,False,False
2,2,Player,Bulbasaur,"[""Bind Down""]",Bind Down,Bind Down,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S007__ENERGY_PRESSURE,ENERGY_PRESSURE,167,T52_S007__ENERGY_PRESSURE,ENERGY_PRESSURE,2,Player,Bulbasaur,"[""Bind Down""]",Bind Down,,UNKNOWN,,650,"[""Bind Down""]",1,"[""Bind Down""]",[],1,0,False,False,False
3,3,Opponent,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S007__ENERGY_PRESSURE,ENERGY_PRESSURE,168,T52_S007__ENERGY_PRESSURE,ENERGY_PRESSURE,3,Opponent,Eevee,"[""Ascension""]",Ascension,,UNKNOWN,,43,"[""Ascension"", ""Quick Attack""]",2,"[""Ascension""]",[],1,0,False,False,False
4,4,Player,Bulbasaur,"[""Bind Down""]",Bind Down,Bind Down,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S007__ENERGY_PRESSURE,ENERGY_PRESSURE,169,T52_S007__ENERGY_PRESSURE,ENERGY_PRESSURE,4,Player,Bulbasaur,"[""Bind Down""]",Bind Down,,UNKNOWN,,650,"[""Bind Down""]",1,"[""Bind Down""]",[],1,0,False,False,False
1,1,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__BASELINE,BASELINE,170,T52_S008__BASELINE,BASELINE,1,Player,Eevee,"[""Ascension""]",Ascension,,UNKNOWN,,43,"[""Ascension"", ""Quick Attack""]",2,"[""Ascension""]",[],1,0,False,False,False
2,2,Opponent,Charmander,"[""Live Coal""]",Live Coal,Live Coal,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__BASELINE,BASELINE,171,T52_S008__BASELINE,BASELINE,2,Opponent,Charmander,"[""Live Coal""]",Live Coal,,UNKNOWN,,788,"[""Live Coal""]",1,"[""Live Coal""]",[],1,0,False,False,False
3,3,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__BASELINE,BASELINE,172,T52_S008__BASELINE,BASELINE,3,Player,Eevee,"[""Ascension""]",Ascension,,UNKNOWN,,43,"[""Ascension"", ""Quick Attack""]",2,"[""Ascension""]",[],1,0,False,False,False
4,4,Opponent,Charmander,"[""Live Coal""]",Live Coal,Live Coal,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__BASELINE,BASELINE,173,T52_S008__BASELINE,BASELINE,4,Opponent,Charmander,"[""Live Coal""]",Live Coal,,UNKNOWN,,788,"[""Live Coal""]",1,"[""Live Coal""]",[],1,0,False,False,False
5,5,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__BASELINE,BASELINE,174,T52_S008__BASELINE,BASELINE,5,Player,Eevee,"[""Ascension""]",Ascension,,UNKNOWN,,43,"[""Ascension"", ""Quick Attack""]",2,"[""Ascension""]",[],1,0,False,False,False
6,6,Opponent,Charmander,"[""Live Coal""]",Live Coal,Live Coal,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__BASELINE,BASELINE,175,T52_S008__BASELINE,BASELINE,6,Opponent,Charmander,"[""Live Coal""]",Live Coal,,UNKNOWN,,788,"[""Live Coal""]",1,"[""Live Coal""]",[],1,0,False,False,False
1,1,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__HP_PRESSURE,HP_PRESSURE,176,T52_S008__HP_PRESSURE,HP_PRESSURE,1,Player,Eevee,"[""Ascension""]",Ascension,,UNKNOWN,,43,"[""Ascension"", ""Quick Attack""]",2,"[""Ascension""]",[],1,0,False,False,False
2,2,Opponent,Charmander,"[""Live Coal""]",Live Coal,Live Coal,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__HP_PRESSURE,HP_PRESSURE,177,T52_S008__HP_PRESSURE,HP_PRESSURE,2,Opponent,Charmander,"[""Live Coal""]",Live Coal,,UNKNOWN,,788,"[""Live Coal""]",1,"[""Live Coal""]",[],1,0,False,False,False
3,3,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__HP_PRESSURE,HP_PRESSURE,178,T52_S008__HP_PRESSURE,HP_PRESSURE,3,Player,Eevee,"[""Ascension""]",Ascension,,UNKNOWN,,43,"[""Ascension"", ""Quick Attack""]",2,"[""Ascension""]",[],1,0,False,False,False
4,4,Opponent,Charmander,"[""Live Coal""]",Live Coal,Live Coal,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__HP_PRESSURE,HP_PRESSURE,179,T52_S008__HP_PRESSURE,HP_PRESSURE,4,Opponent,Charmander,"[""Live Coal""]",Live Coal,,UNKNOWN,,788,"[""Live Coal""]",1,"[""Live Coal""]",[],1,0,False,False,False
1,1,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,180,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,1,Player,Eevee,"[""Ascension""]",Ascension,,UNKNOWN,,43,"[""Ascension"", ""Quick Attack""]",2,"[""Ascension""]",[],1,0,False,False,False
2,2,Opponent,Charmander,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,181,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,2,Opponent,Charmander,"[""Pass""]",Pass,,UNKNOWN,,788,"[""Live Coal""]",1,[],"[""Pass""]",0,1,False,False,True
3,3,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,182,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,3,Player,Eevee,"[""Ascension""]",Ascension,,UNKNOWN,,43,"[""Ascension"", ""Quick Attack""]",2,"[""Ascension""]",[],1,0,False,False,False
4,4,Opponent,Charmander,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,183,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,4,Opponent,Charmander,"[""Pass""]",Pass,,UNKNOWN,,788,"[""Live Coal""]",1,[],"[""Pass""]",0,1,False,False,True
5,5,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,184,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,5,Player,Eevee,"[""Ascension""]",Ascension,,UNKNOWN,,43,"[""Ascension"", ""Quick Attack""]",2,"[""Ascension""]",[],1,0,False,False,False
6,6,Opponent,Charmander,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,185,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,6,Opponent,Charmander,"[""Pass""]",Pass,,UNKNOWN,,788,"[""Live Coal""]",1,[],"[""Pass""]",0,1,False,False,True
7,7,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,186,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,7,Player,Eevee,"[""Ascension""]",Ascension,,UNKNOWN,,43,"[""Ascension"", ""Quick Attack""]",2,"[""Ascension""]",[],1,0,False,False,False
8,8,Opponent,Charmander,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,187,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,8,Opponent,Charmander,"[""Pass""]",Pass,,UNKNOWN,,788,"[""Live Coal""]",1,[],"[""Pass""]",0,1,False,False,True
9,9,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,188,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,9,Player,Eevee,"[""Ascension""]",Ascension,,UNKNOWN,,43,"[""Ascension"", ""Quick Attack""]",2,"[""Ascension""]",[],1,0,False,False,False
10,10,Opponent,Charmander,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,189,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,10,Opponent,Charmander,"[""Pass""]",Pass,,UNKNOWN,,788,"[""Live Coal""]",1,[],"[""Pass""]",0,1,False,False,True
11,11,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,190,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,11,Player,Eevee,"[""Ascension""]",Ascension,,UNKNOWN,,43,"[""Ascension"", ""Quick Attack""]",2,"[""Ascension""]",[],1,0,False,False,False
12,12,Opponent,Charmander,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,191,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,12,Opponent,Charmander,"[""Pass""]",Pass,,UNKNOWN,,788,"[""Live Coal""]",1,[],"[""Pass""]",0,1,False,False,True
13,13,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,192,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,13,Player,Eevee,"[""Ascension""]",Ascension,,UNKNOWN,,43,"[""Ascension"", ""Quick Attack""]",2,"[""Ascension""]",[],1,0,False,False,False
14,14,Opponent,Charmander,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,193,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,14,Opponent,Charmander,"[""Pass""]",Pass,,UNKNOWN,,788,"[""Live Coal""]",1,[],"[""Pass""]",0,1,False,False,True
15,15,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,194,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,15,Player,Eevee,"[""Ascension""]",Ascension,,UNKNOWN,,43,"[""Ascension"", ""Quick Attack""]",2,"[""Ascension""]",[],1,0,False,False,False
16,16,Opponent,Charmander,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,195,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,16,Opponent,Charmander,"[""Pass""]",Pass,,UNKNOWN,,788,"[""Live Coal""]",1,[],"[""Pass""]",0,1,False,False,True
17,17,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,196,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,17,Player,Eevee,"[""Ascension""]",Ascension,,UNKNOWN,,43,"[""Ascension"", ""Quick Attack""]",2,"[""Ascension""]",[],1,0,False,False,False
18,18,Opponent,Charmander,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,197,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,18,Opponent,Charmander,"[""Pass""]",Pass,,UNKNOWN,,788,"[""Live Coal""]",1,[],"[""Pass""]",0,1,False,False,True
19,19,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,198,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,19,Player,Eevee,"[""Ascension""]",Ascension,,UNKNOWN,,43,"[""Ascension"", ""Quick Attack""]",2,"[""Ascension""]",[],1,0,False,False,False
20,20,Opponent,Charmander,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,199,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,20,Opponent,Charmander,"[""Pass""]",Pass,,UNKNOWN,,788,"[""Live Coal""]",1,[],"[""Pass""]",0,1,False,False,True
