expanded_pair_id,comparison_case_id,evaluation_side,source_pair_id,source_scenario_id,source_condition_id,source_decision_number,source_turn_number,expansion_variant_id,expansion_variant_description,acting_card,opposing_card,acting_hp,opposing_hp,acting_energy,opposing_energy,legal_moves,legal_move_count,observed_selected_move,observed_confidence,minimum_required_energy,multi_action_energy_ready,state_context_source,ready_for_policy_evaluation,state_signature,evaluation_batch_number
4WE_PAIR_012_V04,4WE_PAIR_012_V04__PLAYER,Player,4WC_PAIR_012,T52_S002__HP_PRESSURE,HP_PRESSURE,3,3,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Bulbasaur,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.98,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__HP_PRESSURE|HP_PRESSURE|TURN=3|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
4WE_PAIR_013_V01,4WE_PAIR_013_V01__OPPONENT,Opponent,4WC_PAIR_013,T52_S003__BASELINE,BASELINE,2,2,OBSERVED_ENERGY_CONTEXT,Preserve the observed acting and opposing energy values.,Eevee,Charmander,,,3.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.868,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__BASELINE|BASELINE|TURN=2|ACTING=Eevee|OPPOSING=Charmander|AE=3.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",3
4WE_PAIR_013_V01,4WE_PAIR_013_V01__PLAYER,Player,4WC_PAIR_013,T52_S003__BASELINE,BASELINE,2,2,OBSERVED_ENERGY_CONTEXT,Preserve the observed acting and opposing energy values.,Eevee,Charmander,,,3.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.868,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__BASELINE|BASELINE|TURN=2|ACTING=Eevee|OPPOSING=Charmander|AE=3.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",3
4WE_PAIR_013_V02,4WE_PAIR_013_V02__OPPONENT,Opponent,4WC_PAIR_013,T52_S003__BASELINE,BASELINE,2,2,MINIMUM_MULTI_ACTION_ENERGY,Set Eevee to the minimum energy required for both actions.,Eevee,Charmander,,,2.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.868,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__BASELINE|BASELINE|TURN=2|ACTING=Eevee|OPPOSING=Charmander|AE=2.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",2
4WE_PAIR_013_V02,4WE_PAIR_013_V02__PLAYER,Player,4WC_PAIR_013,T52_S003__BASELINE,BASELINE,2,2,MINIMUM_MULTI_ACTION_ENERGY,Set Eevee to the minimum energy required for both actions.,Eevee,Charmander,,,2.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.868,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__BASELINE|BASELINE|TURN=2|ACTING=Eevee|OPPOSING=Charmander|AE=2.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",2
4WE_PAIR_013_V03,4WE_PAIR_013_V03__OPPONENT,Opponent,4WC_PAIR_013,T52_S003__BASELINE,BASELINE,2,2,SYMMETRIC_TWO_ENERGY,Give both active Pokémon two attached energy.,Eevee,Charmander,,,2.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.868,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__BASELINE|BASELINE|TURN=2|ACTING=Eevee|OPPOSING=Charmander|AE=2.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",4
4WE_PAIR_013_V03,4WE_PAIR_013_V03__PLAYER,Player,4WC_PAIR_013,T52_S003__BASELINE,BASELINE,2,2,SYMMETRIC_TWO_ENERGY,Give both active Pokémon two attached energy.,Eevee,Charmander,,,2.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.868,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__BASELINE|BASELINE|TURN=2|ACTING=Eevee|OPPOSING=Charmander|AE=2.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",4
4WE_PAIR_013_V04,4WE_PAIR_013_V04__OPPONENT,Opponent,4WC_PAIR_013,T52_S003__BASELINE,BASELINE,2,2,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Charmander,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.868,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__BASELINE|BASELINE|TURN=2|ACTING=Eevee|OPPOSING=Charmander|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
4WE_PAIR_013_V04,4WE_PAIR_013_V04__PLAYER,Player,4WC_PAIR_013,T52_S003__BASELINE,BASELINE,2,2,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Charmander,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.868,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__BASELINE|BASELINE|TURN=2|ACTING=Eevee|OPPOSING=Charmander|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
4WE_PAIR_014_V01,4WE_PAIR_014_V01__OPPONENT,Opponent,4WC_PAIR_014,T52_S003__BASELINE,BASELINE,4,4,OBSERVED_ENERGY_CONTEXT,Preserve the observed acting and opposing energy values.,Eevee,Charmander,,,3.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.866,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__BASELINE|BASELINE|TURN=4|ACTING=Eevee|OPPOSING=Charmander|AE=3.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",3
4WE_PAIR_014_V01,4WE_PAIR_014_V01__PLAYER,Player,4WC_PAIR_014,T52_S003__BASELINE,BASELINE,4,4,OBSERVED_ENERGY_CONTEXT,Preserve the observed acting and opposing energy values.,Eevee,Charmander,,,3.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.866,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__BASELINE|BASELINE|TURN=4|ACTING=Eevee|OPPOSING=Charmander|AE=3.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",3
4WE_PAIR_014_V02,4WE_PAIR_014_V02__OPPONENT,Opponent,4WC_PAIR_014,T52_S003__BASELINE,BASELINE,4,4,MINIMUM_MULTI_ACTION_ENERGY,Set Eevee to the minimum energy required for both actions.,Eevee,Charmander,,,2.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.866,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__BASELINE|BASELINE|TURN=4|ACTING=Eevee|OPPOSING=Charmander|AE=2.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",2
4WE_PAIR_014_V02,4WE_PAIR_014_V02__PLAYER,Player,4WC_PAIR_014,T52_S003__BASELINE,BASELINE,4,4,MINIMUM_MULTI_ACTION_ENERGY,Set Eevee to the minimum energy required for both actions.,Eevee,Charmander,,,2.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.866,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__BASELINE|BASELINE|TURN=4|ACTING=Eevee|OPPOSING=Charmander|AE=2.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",2
4WE_PAIR_014_V03,4WE_PAIR_014_V03__OPPONENT,Opponent,4WC_PAIR_014,T52_S003__BASELINE,BASELINE,4,4,SYMMETRIC_TWO_ENERGY,Give both active Pokémon two attached energy.,Eevee,Charmander,,,2.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.866,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__BASELINE|BASELINE|TURN=4|ACTING=Eevee|OPPOSING=Charmander|AE=2.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",4
4WE_PAIR_014_V03,4WE_PAIR_014_V03__PLAYER,Player,4WC_PAIR_014,T52_S003__BASELINE,BASELINE,4,4,SYMMETRIC_TWO_ENERGY,Give both active Pokémon two attached energy.,Eevee,Charmander,,,2.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.866,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__BASELINE|BASELINE|TURN=4|ACTING=Eevee|OPPOSING=Charmander|AE=2.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",4
4WE_PAIR_014_V04,4WE_PAIR_014_V04__OPPONENT,Opponent,4WC_PAIR_014,T52_S003__BASELINE,BASELINE,4,4,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Charmander,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.866,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__BASELINE|BASELINE|TURN=4|ACTING=Eevee|OPPOSING=Charmander|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
4WE_PAIR_014_V04,4WE_PAIR_014_V04__PLAYER,Player,4WC_PAIR_014,T52_S003__BASELINE,BASELINE,4,4,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Charmander,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.866,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__BASELINE|BASELINE|TURN=4|ACTING=Eevee|OPPOSING=Charmander|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
4WE_PAIR_015_V01,4WE_PAIR_015_V01__OPPONENT,Opponent,4WC_PAIR_015,T52_S003__HP_PRESSURE,HP_PRESSURE,2,2,OBSERVED_ENERGY_CONTEXT,Preserve the observed acting and opposing energy values.,Eevee,Charmander,,,3.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.962,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__HP_PRESSURE|HP_PRESSURE|TURN=2|ACTING=Eevee|OPPOSING=Charmander|AE=3.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",3
4WE_PAIR_015_V01,4WE_PAIR_015_V01__PLAYER,Player,4WC_PAIR_015,T52_S003__HP_PRESSURE,HP_PRESSURE,2,2,OBSERVED_ENERGY_CONTEXT,Preserve the observed acting and opposing energy values.,Eevee,Charmander,,,3.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.962,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__HP_PRESSURE|HP_PRESSURE|TURN=2|ACTING=Eevee|OPPOSING=Charmander|AE=3.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",3
4WE_PAIR_015_V02,4WE_PAIR_015_V02__OPPONENT,Opponent,4WC_PAIR_015,T52_S003__HP_PRESSURE,HP_PRESSURE,2,2,MINIMUM_MULTI_ACTION_ENERGY,Set Eevee to the minimum energy required for both actions.,Eevee,Charmander,,,2.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.962,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__HP_PRESSURE|HP_PRESSURE|TURN=2|ACTING=Eevee|OPPOSING=Charmander|AE=2.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",2
4WE_PAIR_015_V02,4WE_PAIR_015_V02__PLAYER,Player,4WC_PAIR_015,T52_S003__HP_PRESSURE,HP_PRESSURE,2,2,MINIMUM_MULTI_ACTION_ENERGY,Set Eevee to the minimum energy required for both actions.,Eevee,Charmander,,,2.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.962,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__HP_PRESSURE|HP_PRESSURE|TURN=2|ACTING=Eevee|OPPOSING=Charmander|AE=2.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",2
4WE_PAIR_015_V03,4WE_PAIR_015_V03__OPPONENT,Opponent,4WC_PAIR_015,T52_S003__HP_PRESSURE,HP_PRESSURE,2,2,SYMMETRIC_TWO_ENERGY,Give both active Pokémon two attached energy.,Eevee,Charmander,,,2.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.962,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__HP_PRESSURE|HP_PRESSURE|TURN=2|ACTING=Eevee|OPPOSING=Charmander|AE=2.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",4
4WE_PAIR_015_V03,4WE_PAIR_015_V03__PLAYER,Player,4WC_PAIR_015,T52_S003__HP_PRESSURE,HP_PRESSURE,2,2,SYMMETRIC_TWO_ENERGY,Give both active Pokémon two attached energy.,Eevee,Charmander,,,2.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.962,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__HP_PRESSURE|HP_PRESSURE|TURN=2|ACTING=Eevee|OPPOSING=Charmander|AE=2.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",4
4WE_PAIR_015_V04,4WE_PAIR_015_V04__OPPONENT,Opponent,4WC_PAIR_015,T52_S003__HP_PRESSURE,HP_PRESSURE,2,2,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Charmander,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.962,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__HP_PRESSURE|HP_PRESSURE|TURN=2|ACTING=Eevee|OPPOSING=Charmander|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
4WE_PAIR_015_V04,4WE_PAIR_015_V04__PLAYER,Player,4WC_PAIR_015,T52_S003__HP_PRESSURE,HP_PRESSURE,2,2,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Charmander,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.962,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__HP_PRESSURE|HP_PRESSURE|TURN=2|ACTING=Eevee|OPPOSING=Charmander|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
4WE_PAIR_016_V01,4WE_PAIR_016_V01__OPPONENT,Opponent,4WC_PAIR_016,T52_S003__HP_PRESSURE,HP_PRESSURE,4,4,OBSERVED_ENERGY_CONTEXT,Preserve the observed acting and opposing energy values.,Eevee,Charmander,,,3.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.962,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__HP_PRESSURE|HP_PRESSURE|TURN=4|ACTING=Eevee|OPPOSING=Charmander|AE=3.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",3
4WE_PAIR_016_V01,4WE_PAIR_016_V01__PLAYER,Player,4WC_PAIR_016,T52_S003__HP_PRESSURE,HP_PRESSURE,4,4,OBSERVED_ENERGY_CONTEXT,Preserve the observed acting and opposing energy values.,Eevee,Charmander,,,3.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.962,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__HP_PRESSURE|HP_PRESSURE|TURN=4|ACTING=Eevee|OPPOSING=Charmander|AE=3.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",3
4WE_PAIR_016_V02,4WE_PAIR_016_V02__OPPONENT,Opponent,4WC_PAIR_016,T52_S003__HP_PRESSURE,HP_PRESSURE,4,4,MINIMUM_MULTI_ACTION_ENERGY,Set Eevee to the minimum energy required for both actions.,Eevee,Charmander,,,2.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.962,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__HP_PRESSURE|HP_PRESSURE|TURN=4|ACTING=Eevee|OPPOSING=Charmander|AE=2.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",2
4WE_PAIR_016_V02,4WE_PAIR_016_V02__PLAYER,Player,4WC_PAIR_016,T52_S003__HP_PRESSURE,HP_PRESSURE,4,4,MINIMUM_MULTI_ACTION_ENERGY,Set Eevee to the minimum energy required for both actions.,Eevee,Charmander,,,2.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.962,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__HP_PRESSURE|HP_PRESSURE|TURN=4|ACTING=Eevee|OPPOSING=Charmander|AE=2.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",2
4WE_PAIR_016_V03,4WE_PAIR_016_V03__OPPONENT,Opponent,4WC_PAIR_016,T52_S003__HP_PRESSURE,HP_PRESSURE,4,4,SYMMETRIC_TWO_ENERGY,Give both active Pokémon two attached energy.,Eevee,Charmander,,,2.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.962,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__HP_PRESSURE|HP_PRESSURE|TURN=4|ACTING=Eevee|OPPOSING=Charmander|AE=2.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",4
4WE_PAIR_016_V03,4WE_PAIR_016_V03__PLAYER,Player,4WC_PAIR_016,T52_S003__HP_PRESSURE,HP_PRESSURE,4,4,SYMMETRIC_TWO_ENERGY,Give both active Pokémon two attached energy.,Eevee,Charmander,,,2.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.962,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__HP_PRESSURE|HP_PRESSURE|TURN=4|ACTING=Eevee|OPPOSING=Charmander|AE=2.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",4
4WE_PAIR_016_V04,4WE_PAIR_016_V04__OPPONENT,Opponent,4WC_PAIR_016,T52_S003__HP_PRESSURE,HP_PRESSURE,4,4,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Charmander,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.962,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__HP_PRESSURE|HP_PRESSURE|TURN=4|ACTING=Eevee|OPPOSING=Charmander|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
4WE_PAIR_016_V04,4WE_PAIR_016_V04__PLAYER,Player,4WC_PAIR_016,T52_S003__HP_PRESSURE,HP_PRESSURE,4,4,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Charmander,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.962,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S003__HP_PRESSURE|HP_PRESSURE|TURN=4|ACTING=Eevee|OPPOSING=Charmander|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
4WE_PAIR_017_V01,4WE_PAIR_017_V01__OPPONENT,Opponent,4WC_PAIR_017,T52_S004__BASELINE,BASELINE,1,1,OBSERVED_ENERGY_CONTEXT,Preserve the observed acting and opposing energy values.,Eevee,Charmander,,,3.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.852,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S004__BASELINE|BASELINE|TURN=1|ACTING=Eevee|OPPOSING=Charmander|AE=3.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",3
4WE_PAIR_017_V01,4WE_PAIR_017_V01__PLAYER,Player,4WC_PAIR_017,T52_S004__BASELINE,BASELINE,1,1,OBSERVED_ENERGY_CONTEXT,Preserve the observed acting and opposing energy values.,Eevee,Charmander,,,3.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.852,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S004__BASELINE|BASELINE|TURN=1|ACTING=Eevee|OPPOSING=Charmander|AE=3.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",3
4WE_PAIR_017_V02,4WE_PAIR_017_V02__OPPONENT,Opponent,4WC_PAIR_017,T52_S004__BASELINE,BASELINE,1,1,MINIMUM_MULTI_ACTION_ENERGY,Set Eevee to the minimum energy required for both actions.,Eevee,Charmander,,,2.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.852,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S004__BASELINE|BASELINE|TURN=1|ACTING=Eevee|OPPOSING=Charmander|AE=2.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",2
4WE_PAIR_017_V02,4WE_PAIR_017_V02__PLAYER,Player,4WC_PAIR_017,T52_S004__BASELINE,BASELINE,1,1,MINIMUM_MULTI_ACTION_ENERGY,Set Eevee to the minimum energy required for both actions.,Eevee,Charmander,,,2.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.852,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S004__BASELINE|BASELINE|TURN=1|ACTING=Eevee|OPPOSING=Charmander|AE=2.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",2
4WE_PAIR_017_V03,4WE_PAIR_017_V03__OPPONENT,Opponent,4WC_PAIR_017,T52_S004__BASELINE,BASELINE,1,1,SYMMETRIC_TWO_ENERGY,Give both active Pokémon two attached energy.,Eevee,Charmander,,,2.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.852,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S004__BASELINE|BASELINE|TURN=1|ACTING=Eevee|OPPOSING=Charmander|AE=2.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",4
4WE_PAIR_017_V03,4WE_PAIR_017_V03__PLAYER,Player,4WC_PAIR_017,T52_S004__BASELINE,BASELINE,1,1,SYMMETRIC_TWO_ENERGY,Give both active Pokémon two attached energy.,Eevee,Charmander,,,2.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.852,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S004__BASELINE|BASELINE|TURN=1|ACTING=Eevee|OPPOSING=Charmander|AE=2.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",4
4WE_PAIR_017_V04,4WE_PAIR_017_V04__OPPONENT,Opponent,4WC_PAIR_017,T52_S004__BASELINE,BASELINE,1,1,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Charmander,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.852,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S004__BASELINE|BASELINE|TURN=1|ACTING=Eevee|OPPOSING=Charmander|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
4WE_PAIR_017_V04,4WE_PAIR_017_V04__PLAYER,Player,4WC_PAIR_017,T52_S004__BASELINE,BASELINE,1,1,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Charmander,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.852,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S004__BASELINE|BASELINE|TURN=1|ACTING=Eevee|OPPOSING=Charmander|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
4WE_PAIR_018_V01,4WE_PAIR_018_V01__OPPONENT,Opponent,4WC_PAIR_018,T52_S004__BASELINE,BASELINE,3,3,OBSERVED_ENERGY_CONTEXT,Preserve the observed acting and opposing energy values.,Eevee,Charmander,,,3.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.868,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S004__BASELINE|BASELINE|TURN=3|ACTING=Eevee|OPPOSING=Charmander|AE=3.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",3
4WE_PAIR_018_V01,4WE_PAIR_018_V01__PLAYER,Player,4WC_PAIR_018,T52_S004__BASELINE,BASELINE,3,3,OBSERVED_ENERGY_CONTEXT,Preserve the observed acting and opposing energy values.,Eevee,Charmander,,,3.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.868,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S004__BASELINE|BASELINE|TURN=3|ACTING=Eevee|OPPOSING=Charmander|AE=3.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",3
4WE_PAIR_018_V02,4WE_PAIR_018_V02__OPPONENT,Opponent,4WC_PAIR_018,T52_S004__BASELINE,BASELINE,3,3,MINIMUM_MULTI_ACTION_ENERGY,Set Eevee to the minimum energy required for both actions.,Eevee,Charmander,,,2.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.868,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S004__BASELINE|BASELINE|TURN=3|ACTING=Eevee|OPPOSING=Charmander|AE=2.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",2
4WE_PAIR_018_V02,4WE_PAIR_018_V02__PLAYER,Player,4WC_PAIR_018,T52_S004__BASELINE,BASELINE,3,3,MINIMUM_MULTI_ACTION_ENERGY,Set Eevee to the minimum energy required for both actions.,Eevee,Charmander,,,2.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.868,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S004__BASELINE|BASELINE|TURN=3|ACTING=Eevee|OPPOSING=Charmander|AE=2.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",2
4WE_PAIR_018_V03,4WE_PAIR_018_V03__OPPONENT,Opponent,4WC_PAIR_018,T52_S004__BASELINE,BASELINE,3,3,SYMMETRIC_TWO_ENERGY,Give both active Pokémon two attached energy.,Eevee,Charmander,,,2.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.868,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S004__BASELINE|BASELINE|TURN=3|ACTING=Eevee|OPPOSING=Charmander|AE=2.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",4
4WE_PAIR_018_V03,4WE_PAIR_018_V03__PLAYER,Player,4WC_PAIR_018,T52_S004__BASELINE,BASELINE,3,3,SYMMETRIC_TWO_ENERGY,Give both active Pokémon two attached energy.,Eevee,Charmander,,,2.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.868,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S004__BASELINE|BASELINE|TURN=3|ACTING=Eevee|OPPOSING=Charmander|AE=2.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",4
4WE_PAIR_018_V04,4WE_PAIR_018_V04__OPPONENT,Opponent,4WC_PAIR_018,T52_S004__BASELINE,BASELINE,3,3,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Charmander,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.868,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S004__BASELINE|BASELINE|TURN=3|ACTING=Eevee|OPPOSING=Charmander|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
4WE_PAIR_018_V04,4WE_PAIR_018_V04__PLAYER,Player,4WC_PAIR_018,T52_S004__BASELINE,BASELINE,3,3,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Charmander,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.868,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S004__BASELINE|BASELINE|TURN=3|ACTING=Eevee|OPPOSING=Charmander|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
