scenario_id,condition_id,decision_number,turn_number,acting_side,opposing_side,acting_card,opposing_card,acting_hp,opposing_hp,acting_energy,opposing_energy,acting_energy_observed,opposing_energy_observed,legal_moves,legal_move_count,selected_move,selected_move_is_legal,routing_reason,confidence,legal_move_source,policy_history_record_available,runner_decision_type,runner_depth_argument,instrumentation_sequence,defending_card,defending_energy,defending_energy_observed,acting_energy_attribute,defending_energy_attribute,selected_move_is_control_action,verified_energy_requirement,selected_attack_energy_ready,energy_validation_status,active_card,energy_observation_complete,printed_attack_selected,confirmed_legal_with_insufficient_energy,verified_energy_ready
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,16,16,Player,Opponent,Meowth,Bulbasaur,,,2.0,0.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,140,Bulbasaur,0.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,17,17,Opponent,Player,Bulbasaur,Meowth,,,0.0,2.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,141,Meowth,2.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Bulbasaur,True,False,False,False
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,18,18,Player,Opponent,Meowth,Bulbasaur,,,2.0,0.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,142,Bulbasaur,0.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,19,19,Opponent,Player,Bulbasaur,Meowth,,,0.0,2.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,143,Meowth,2.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Bulbasaur,True,False,False,False
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,20,20,Player,Opponent,Meowth,Bulbasaur,,,2.0,0.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,144,Bulbasaur,0.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S007__BASELINE,BASELINE,1,1,Opponent,Player,Eevee,Bulbasaur,,,3.0,3.0,True,True,"[""Ascension"", ""Quick Attack""]",2,Quick Attack,True,LEGAL_MODEL_PREDICTION,0.962,POLICY_HISTORY,True,AgentDecision,0,145,Bulbasaur,3.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Eevee,True,True,False,True
T52_S007__HP_PRESSURE,HP_PRESSURE,1,1,Opponent,Player,Eevee,Bulbasaur,,,3.0,3.0,True,True,"[""Ascension"", ""Quick Attack""]",2,Quick Attack,True,LEGAL_MODEL_PREDICTION,0.962,POLICY_HISTORY,True,AgentDecision,0,146,Bulbasaur,3.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Eevee,True,True,False,True
T52_S007__ENERGY_PRESSURE,ENERGY_PRESSURE,1,1,Opponent,Player,Eevee,Bulbasaur,,,1.0,3.0,True,True,"[""Ascension""]",1,Ascension,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,147,Bulbasaur,3.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Eevee,True,True,False,True
T52_S007__ENERGY_PRESSURE,ENERGY_PRESSURE,2,2,Player,Opponent,Bulbasaur,Eevee,,,3.0,1.0,True,True,"[""Bind Down""]",1,Bind Down,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,148,Eevee,1.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Bulbasaur,True,True,False,True
T52_S007__ENERGY_PRESSURE,ENERGY_PRESSURE,3,3,Opponent,Player,Eevee,Bulbasaur,,,1.0,3.0,True,True,"[""Ascension""]",1,Ascension,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,149,Bulbasaur,3.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Eevee,True,True,False,True
T52_S007__ENERGY_PRESSURE,ENERGY_PRESSURE,4,4,Player,Opponent,Bulbasaur,Eevee,,,3.0,1.0,True,True,"[""Bind Down""]",1,Bind Down,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,150,Eevee,1.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Bulbasaur,True,True,False,True
T52_S008__BASELINE,BASELINE,1,1,Player,Opponent,Eevee,Charmander,,,1.0,1.0,True,True,"[""Ascension""]",1,Ascension,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,151,Charmander,1.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Eevee,True,True,False,True
T52_S008__BASELINE,BASELINE,2,2,Opponent,Player,Charmander,Eevee,,,1.0,1.0,True,True,"[""Live Coal""]",1,Live Coal,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,152,Eevee,1.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Charmander,True,True,False,True
T52_S008__BASELINE,BASELINE,3,3,Player,Opponent,Eevee,Charmander,,,1.0,1.0,True,True,"[""Ascension""]",1,Ascension,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,153,Charmander,1.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Eevee,True,True,False,True
T52_S008__BASELINE,BASELINE,4,4,Opponent,Player,Charmander,Eevee,,,1.0,1.0,True,True,"[""Live Coal""]",1,Live Coal,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,154,Eevee,1.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Charmander,True,True,False,True
T52_S008__BASELINE,BASELINE,5,5,Player,Opponent,Eevee,Charmander,,,1.0,1.0,True,True,"[""Ascension""]",1,Ascension,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,155,Charmander,1.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Eevee,True,True,False,True
T52_S008__BASELINE,BASELINE,6,6,Opponent,Player,Charmander,Eevee,,,1.0,1.0,True,True,"[""Live Coal""]",1,Live Coal,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,156,Eevee,1.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Charmander,True,True,False,True
T52_S008__HP_PRESSURE,HP_PRESSURE,1,1,Player,Opponent,Eevee,Charmander,,,1.0,1.0,True,True,"[""Ascension""]",1,Ascension,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,157,Charmander,1.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Eevee,True,True,False,True
T52_S008__HP_PRESSURE,HP_PRESSURE,2,2,Opponent,Player,Charmander,Eevee,,,1.0,1.0,True,True,"[""Live Coal""]",1,Live Coal,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,158,Eevee,1.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Charmander,True,True,False,True
T52_S008__HP_PRESSURE,HP_PRESSURE,3,3,Player,Opponent,Eevee,Charmander,,,1.0,1.0,True,True,"[""Ascension""]",1,Ascension,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,159,Charmander,1.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Eevee,True,True,False,True
T52_S008__HP_PRESSURE,HP_PRESSURE,4,4,Opponent,Player,Charmander,Eevee,,,1.0,1.0,True,True,"[""Live Coal""]",1,Live Coal,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,160,Eevee,1.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Charmander,True,True,False,True
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,1,1,Player,Opponent,Eevee,Charmander,,,1.0,0.0,True,True,"[""Ascension""]",1,Ascension,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,161,Charmander,0.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Eevee,True,True,False,True
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,2,2,Opponent,Player,Charmander,Eevee,,,0.0,1.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,162,Eevee,1.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Charmander,True,False,False,False
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,3,3,Player,Opponent,Eevee,Charmander,,,1.0,0.0,True,True,"[""Ascension""]",1,Ascension,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,163,Charmander,0.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Eevee,True,True,False,True
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,4,4,Opponent,Player,Charmander,Eevee,,,0.0,1.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,164,Eevee,1.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Charmander,True,False,False,False
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,5,5,Player,Opponent,Eevee,Charmander,,,1.0,0.0,True,True,"[""Ascension""]",1,Ascension,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,165,Charmander,0.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Eevee,True,True,False,True
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,6,6,Opponent,Player,Charmander,Eevee,,,0.0,1.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,166,Eevee,1.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Charmander,True,False,False,False
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,7,7,Player,Opponent,Eevee,Charmander,,,1.0,0.0,True,True,"[""Ascension""]",1,Ascension,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,167,Charmander,0.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Eevee,True,True,False,True
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,8,8,Opponent,Player,Charmander,Eevee,,,0.0,1.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,168,Eevee,1.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Charmander,True,False,False,False
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,9,9,Player,Opponent,Eevee,Charmander,,,1.0,0.0,True,True,"[""Ascension""]",1,Ascension,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,169,Charmander,0.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Eevee,True,True,False,True
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,10,10,Opponent,Player,Charmander,Eevee,,,0.0,1.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,170,Eevee,1.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Charmander,True,False,False,False
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,11,11,Player,Opponent,Eevee,Charmander,,,1.0,0.0,True,True,"[""Ascension""]",1,Ascension,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,171,Charmander,0.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Eevee,True,True,False,True
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,12,12,Opponent,Player,Charmander,Eevee,,,0.0,1.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,172,Eevee,1.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Charmander,True,False,False,False
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,13,13,Player,Opponent,Eevee,Charmander,,,1.0,0.0,True,True,"[""Ascension""]",1,Ascension,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,173,Charmander,0.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Eevee,True,True,False,True
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,14,14,Opponent,Player,Charmander,Eevee,,,0.0,1.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,174,Eevee,1.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Charmander,True,False,False,False
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,15,15,Player,Opponent,Eevee,Charmander,,,1.0,0.0,True,True,"[""Ascension""]",1,Ascension,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,175,Charmander,0.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Eevee,True,True,False,True
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,16,16,Opponent,Player,Charmander,Eevee,,,0.0,1.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,176,Eevee,1.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Charmander,True,False,False,False
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,17,17,Player,Opponent,Eevee,Charmander,,,1.0,0.0,True,True,"[""Ascension""]",1,Ascension,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,177,Charmander,0.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Eevee,True,True,False,True
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,18,18,Opponent,Player,Charmander,Eevee,,,0.0,1.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,178,Eevee,1.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Charmander,True,False,False,False
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,19,19,Player,Opponent,Eevee,Charmander,,,1.0,0.0,True,True,"[""Ascension""]",1,Ascension,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,179,Charmander,0.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Eevee,True,True,False,True
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,20,20,Opponent,Player,Charmander,Eevee,,,0.0,1.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,180,Eevee,1.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Charmander,True,False,False,False
