source_file,file_name,rows,columns,authority_score,excluded_generated_source,card_id_column,card_name_column,expansion_column,move_column,damage_column,effect_column,explicit_card_schema,exact_tournament_card_matches,candidate_authoritative_source
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section5\section5a_target_distribution_by_split.csv,section5a_target_distribution_by_split.csv,18,6,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section1\environment_and_handoff\section1c_dataset_validation_checks.csv,section1c_dataset_validation_checks.csv,18,5,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section5\section5a_signature_distribution_by_split.csv,section5a_signature_distribution_by_split.csv,18,5,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\models\notebook50\feature_names.json,feature_names.json,18,1,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook51\section7\section7a_final_integration_profile.csv,section7a_final_integration_profile.csv,18,2,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section5\section5a_split_validation_checks.csv,section5a_split_validation_checks.csv,17,5,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4u_runtime_symbols.csv,section4u_runtime_symbols.csv,17,5,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section5\section5b_preprocessing_validation_checks.csv,section5b_preprocessing_validation_checks.csv,17,5,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section7\section7a_final_tournament_profile.csv,section7a_final_tournament_profile.csv,17,2,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section6\section6b_benchmark_profile.csv,section6b_benchmark_profile.csv,17,2,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section7\section7a_handoff_manifest.json,section7a_handoff_manifest.json,16,1,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook15_benchmark.csv,notebook15_benchmark.csv,16,10,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook35\production_field_mapping.csv,production_field_mapping.csv,16,3,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section1\section1b_notebook52_handoff_profile.csv,section1b_notebook52_handoff_profile.csv,16,2,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook35\production_dataset_contract.csv,production_dataset_contract.csv,16,2,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook38\rl_transition_contract.csv,rl_transition_contract.csv,16,2,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook46\exact_search_adapter_contract.json,exact_search_adapter_contract.json,15,4,-100,True,,name,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section1\section1b_notebook53_artifact_inventory.csv,section1b_notebook53_artifact_inventory.csv,15,6,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section2\section2b_losing_battle_root_causes.csv,section2b_losing_battle_root_causes.csv,14,25,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook48\baseline_agent_definition_inventory.json,baseline_agent_definition_inventory.json,14,4,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section3\section3a_losing_scenario_bottlenecks.csv,section3a_losing_scenario_bottlenecks.csv,14,28,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section7\section7a_handoff_manifest.json,section7a_handoff_manifest.json,14,35,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section7\section7a_section_completion_status.csv,section7a_section_completion_status.csv,14,4,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section6\section6a_training_validation_checks.csv,section6a_training_validation_checks.csv,14,5,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4b_validation_checks.csv,section4b_validation_checks.csv,14,5,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section7\section7a_validation_checks.csv,section7a_validation_checks.csv,14,5,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section2\dataset_splits\section2a_split_validation_checks.csv,section2a_split_validation_checks.csv,13,4,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook39\dataset_type_shape_audit.csv,dataset_type_shape_audit.csv,13,3,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4va_full_replay_interface_profile.csv,section4va_full_replay_interface_profile.csv,12,6,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section3\section3b_mechanic_support_discovery.csv,section3b_mechanic_support_discovery.csv,12,5,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section3\section3a_theoretical_improvement_profile.csv,section3a_theoretical_improvement_profile.csv,12,2,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section8\policy_dataset\section8c_dataset_statistics.csv,section8c_dataset_statistics.csv,12,2,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook51\section6\section6c_simulator_runtime_bindings.csv,section6c_simulator_runtime_bindings.csv,11,7,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section6\section6d_simulator_runtime_symbols.csv,section6d_simulator_runtime_symbols.csv,11,6,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section1\section1b_notebook52_artifact_inventory.csv,section1b_notebook52_artifact_inventory.csv,11,6,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook47\competitive_policy_packaging.json,competitive_policy_packaging.json,11,1,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section1\environment_and_handoff\section1c_dataset_validation_summary.json,section1c_dataset_validation_summary.json,11,27,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section3\section3b_simulator_source_symbols.csv,section3b_simulator_source_symbols.csv,11,5,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook46\real_search_expert_summary.json,real_search_expert_summary.json,11,18,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook25\final_audit.json,final_audit.json,11,9,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4t_simulator_source_symbols.csv,section4t_simulator_source_symbols.csv,11,4,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section1\environment_and_handoff\section1c_schema_report.csv,section1c_schema_report.csv,11,4,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4b_candidate_damage_profile.csv,section4b_candidate_damage_profile.csv,11,4,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook35\production_workflow.csv,production_workflow.csv,11,2,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section3\section3b_apply_move_field_usage.csv,section3b_apply_move_field_usage.csv,10,3,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_128.jsonl,NB48_LOSS_128.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_164.jsonl,NB48_LOSS_164.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_176.jsonl,NB48_LOSS_176.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_104.jsonl,NB48_LOSS_104.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_140.jsonl,NB48_LOSS_140.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_152.jsonl,NB48_LOSS_152.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_188.jsonl,NB48_LOSS_188.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_200.jsonl,NB48_LOSS_200.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_116.jsonl,NB48_LOSS_116.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_100.jsonl,NB48_LOSS_100.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_88.jsonl,NB48_LOSS_88.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_52.jsonl,NB48_LOSS_52.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_76.jsonl,NB48_LOSS_76.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_40.jsonl,NB48_LOSS_40.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_264.jsonl,NB48_LOSS_264.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_216.jsonl,NB48_LOSS_216.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_300.jsonl,NB48_LOSS_300.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_240.jsonl,NB48_LOSS_240.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_252.jsonl,NB48_LOSS_252.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_288.jsonl,NB48_LOSS_288.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_276.jsonl,NB48_LOSS_276.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_228.jsonl,NB48_LOSS_228.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_110.jsonl,NB48_LOSS_110.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_122.jsonl,NB48_LOSS_122.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_146.jsonl,NB48_LOSS_146.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_158.jsonl,NB48_LOSS_158.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_170.jsonl,NB48_LOSS_170.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_194.jsonl,NB48_LOSS_194.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_182.jsonl,NB48_LOSS_182.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_4.jsonl,NB48_LOSS_4.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_134.jsonl,NB48_LOSS_134.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_258.jsonl,NB48_LOSS_258.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_210.jsonl,NB48_LOSS_210.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_222.jsonl,NB48_LOSS_222.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_234.jsonl,NB48_LOSS_234.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_246.jsonl,NB48_LOSS_246.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_270.jsonl,NB48_LOSS_270.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_282.jsonl,NB48_LOSS_282.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_294.jsonl,NB48_LOSS_294.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_204.jsonl,NB48_LOSS_204.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_10.jsonl,NB48_LOSS_10.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_34.jsonl,NB48_LOSS_34.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_22.jsonl,NB48_LOSS_22.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_226.jsonl,NB48_LOSS_226.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_274.jsonl,NB48_LOSS_274.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_46.jsonl,NB48_LOSS_46.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_94.jsonl,NB48_LOSS_94.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_238.jsonl,NB48_LOSS_238.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_286.jsonl,NB48_LOSS_286.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_214.jsonl,NB48_LOSS_214.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_250.jsonl,NB48_LOSS_250.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_298.jsonl,NB48_LOSS_298.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_262.jsonl,NB48_LOSS_262.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_82.jsonl,NB48_LOSS_82.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_202.jsonl,NB48_LOSS_202.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_70.jsonl,NB48_LOSS_70.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_126.jsonl,NB48_LOSS_126.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_198.jsonl,NB48_LOSS_198.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_102.jsonl,NB48_LOSS_102.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_114.jsonl,NB48_LOSS_114.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_150.jsonl,NB48_LOSS_150.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_186.jsonl,NB48_LOSS_186.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_138.jsonl,NB48_LOSS_138.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_162.jsonl,NB48_LOSS_162.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_174.jsonl,NB48_LOSS_174.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_195.jsonl,NB48_LOSS_195.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_171.jsonl,NB48_LOSS_171.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_183.jsonl,NB48_LOSS_183.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_211.jsonl,NB48_LOSS_211.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_223.jsonl,NB48_LOSS_223.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_259.jsonl,NB48_LOSS_259.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_235.jsonl,NB48_LOSS_235.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_283.jsonl,NB48_LOSS_283.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_271.jsonl,NB48_LOSS_271.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_247.jsonl,NB48_LOSS_247.jsonl,10,30,-100,True,,,,,,,False,0,False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_295.jsonl,NB48_LOSS_295.jsonl,10,30,-100,True,,,,,,,False,0,False
