variant_id,status,attempts,last_error,search_depth,completed_at
NB48_LOSS_122__counterfactual_side_late__0df4f0e8f6dc,COMPLETED,2,,4,2026-07-30T22:02:32.878396
NB48_LOSS_126__opening_zero_energy__a445ef92e6b0,COMPLETED,2,,4,2026-07-30T22:02:32.886572
NB48_LOSS_126__opening_one_energy__6027d5249c4f,COMPLETED,2,,4,2026-07-30T22:02:32.894574
NB48_LOSS_126__early_pressure__2de64ad746c1,COMPLETED,2,,4,2026-07-30T22:02:32.902275
NB48_LOSS_126__balanced_midgame__cac7693e50ee,COMPLETED,2,,4,2026-07-30T22:02:32.911553
NB48_LOSS_126__player_under_pressure__cdec29cf20f6,COMPLETED,2,,4,2026-07-30T22:02:32.920882
NB48_LOSS_126__opponent_under_pressure__90b85cc8af28,COMPLETED,2,,4,2026-07-30T22:02:32.928933
NB48_LOSS_126__late_game_prize_pressure__31b694e36380,COMPLETED,2,,4,2026-07-30T22:02:32.937183
NB48_LOSS_126__critical_hp_decision__b1186dd2d827,COMPLETED,2,,4,2026-07-30T22:02:32.946062
NB48_LOSS_126__counterfactual_side_early__4d39272541de,COMPLETED,2,,4,2026-07-30T22:02:32.953640
NB48_LOSS_126__counterfactual_side_late__0194b51fe618,COMPLETED,2,,4,2026-07-30T22:02:32.962496
NB48_LOSS_130__opening_zero_energy__dee25ca75ca0,COMPLETED,2,,4,2026-07-30T22:02:32.979441
NB48_LOSS_130__opening_one_energy__4c5971d39c0f,COMPLETED,2,,4,2026-07-30T22:02:32.990283
NB48_LOSS_130__early_pressure__9a5b9400f1ce,COMPLETED,2,,4,2026-07-30T22:02:33.000170
NB48_LOSS_130__balanced_midgame__d4660f2ec4bd,COMPLETED,2,,4,2026-07-30T22:02:33.011843
NB48_LOSS_130__player_under_pressure__23e53d8f1db0,COMPLETED,2,,4,2026-07-30T22:02:33.021689
NB48_LOSS_130__opponent_under_pressure__b0e002054de1,COMPLETED,2,,4,2026-07-30T22:02:33.030670
NB48_LOSS_130__late_game_prize_pressure__3966361485a6,COMPLETED,2,,4,2026-07-30T22:02:33.040151
NB48_LOSS_130__critical_hp_decision__5ca9f29d2c7a,COMPLETED,2,,4,2026-07-30T22:02:33.050156
NB48_LOSS_130__counterfactual_side_early__ad8c37f83282,COMPLETED,2,,4,2026-07-30T22:02:33.060306
NB48_LOSS_130__counterfactual_side_late__30d92584b141,COMPLETED,2,,4,2026-07-30T22:02:33.069856
NB48_LOSS_134__opening_zero_energy__c3b9e6f95df8,COMPLETED,2,,4,2026-07-30T22:02:33.079710
NB48_LOSS_134__opening_one_energy__cdbd89e746d1,COMPLETED,2,,4,2026-07-30T22:02:33.087606
NB48_LOSS_134__early_pressure__5ec353e6546e,COMPLETED,2,,4,2026-07-30T22:02:33.096106
NB48_LOSS_134__balanced_midgame__973223dfb997,COMPLETED,2,,4,2026-07-30T22:02:33.103772
NB48_LOSS_134__player_under_pressure__9cc1e8529b96,COMPLETED,2,,4,2026-07-30T22:02:33.113035
NB48_LOSS_134__opponent_under_pressure__74f9c4056858,COMPLETED,2,,4,2026-07-30T22:02:33.120999
NB48_LOSS_134__late_game_prize_pressure__7d69319f645f,COMPLETED,2,,4,2026-07-30T22:02:33.130629
NB48_LOSS_134__critical_hp_decision__60c39950a9ee,COMPLETED,2,,4,2026-07-30T22:02:33.138725
NB48_LOSS_134__counterfactual_side_early__1cc4adc5caae,COMPLETED,2,,4,2026-07-30T22:02:33.147056
NB48_LOSS_134__counterfactual_side_late__53238d2d9352,COMPLETED,2,,4,2026-07-30T22:02:33.155641
NB48_LOSS_138__opening_zero_energy__5c7d66309ebe,COMPLETED,2,,4,2026-07-30T22:02:33.165890
NB48_LOSS_138__opening_one_energy__765aa9cdfbb2,COMPLETED,2,,4,2026-07-30T22:02:33.174371
NB48_LOSS_138__early_pressure__96890149f868,COMPLETED,2,,4,2026-07-30T22:02:33.187621
NB48_LOSS_138__balanced_midgame__828a49c1ee44,COMPLETED,2,,4,2026-07-30T22:02:33.198891
NB48_LOSS_138__player_under_pressure__d47d0f0feafd,COMPLETED,2,,4,2026-07-30T22:02:33.207976
NB48_LOSS_138__opponent_under_pressure__34682413654e,COMPLETED,2,,4,2026-07-30T22:02:33.220554
NB48_LOSS_138__late_game_prize_pressure__4890b8da69c5,COMPLETED,2,,4,2026-07-30T22:02:33.231357
NB48_LOSS_138__critical_hp_decision__8e2880a722c6,COMPLETED,2,,4,2026-07-30T22:02:33.239627
NB48_LOSS_138__counterfactual_side_early__3316107d86b8,COMPLETED,2,,4,2026-07-30T22:02:33.248732
NB48_LOSS_138__counterfactual_side_late__eb24c79df892,COMPLETED,2,,4,2026-07-30T22:02:33.257416
NB48_LOSS_142__opening_zero_energy__2462d3150ac4,COMPLETED,2,,4,2026-07-30T22:02:33.267495
NB48_LOSS_142__opening_one_energy__20116fd2a80c,COMPLETED,2,,4,2026-07-30T22:02:33.277754
NB48_LOSS_142__early_pressure__3dac010af349,COMPLETED,2,,4,2026-07-30T22:02:33.289463
NB48_LOSS_142__balanced_midgame__4814b496bded,COMPLETED,2,,4,2026-07-30T22:02:33.300566
NB48_LOSS_142__player_under_pressure__d28d32534196,COMPLETED,2,,4,2026-07-30T22:02:33.311764
NB48_LOSS_142__opponent_under_pressure__bef0e9e1c5d2,COMPLETED,2,,4,2026-07-30T22:02:33.321902
NB48_LOSS_142__late_game_prize_pressure__0c1e8662f01b,COMPLETED,2,,4,2026-07-30T22:02:33.332642
NB48_LOSS_142__critical_hp_decision__6af8da86d3dc,COMPLETED,2,,4,2026-07-30T22:02:33.343871
NB48_LOSS_142__counterfactual_side_early__fb3bd98e6462,COMPLETED,2,,4,2026-07-30T22:02:33.354037
NB48_LOSS_142__counterfactual_side_late__ec123371c982,COMPLETED,2,,4,2026-07-30T22:02:33.364127
NB48_LOSS_146__opening_zero_energy__cd6e6bc65236,COMPLETED,2,,4,2026-07-30T22:02:33.372218
NB48_LOSS_146__opening_one_energy__26dd61c466a8,COMPLETED,2,,4,2026-07-30T22:02:33.380960
NB48_LOSS_146__early_pressure__b1c65fa4554e,COMPLETED,2,,4,2026-07-30T22:02:33.389164
NB48_LOSS_146__balanced_midgame__e6a8e1494834,COMPLETED,2,,4,2026-07-30T22:02:33.397396
NB48_LOSS_146__player_under_pressure__104be7fa5db5,COMPLETED,2,,4,2026-07-30T22:02:33.406206
NB48_LOSS_146__opponent_under_pressure__de576df0c7ad,COMPLETED,2,,4,2026-07-30T22:02:33.414523
NB48_LOSS_146__late_game_prize_pressure__2e40d42570ec,COMPLETED,2,,4,2026-07-30T22:02:33.423698
NB48_LOSS_146__critical_hp_decision__5e1caa0cb9e0,COMPLETED,2,,4,2026-07-30T22:02:33.433201
NB48_LOSS_146__counterfactual_side_early__472dde0397e9,COMPLETED,2,,4,2026-07-30T22:02:33.443686
NB48_LOSS_146__counterfactual_side_late__34d1ddc260e6,COMPLETED,2,,4,2026-07-30T22:02:33.453904
NB48_LOSS_150__opening_zero_energy__ca4cf38b6f3e,COMPLETED,2,,4,2026-07-30T22:02:33.467838
NB48_LOSS_150__opening_one_energy__4603165fddd5,COMPLETED,2,,4,2026-07-30T22:02:33.478130
NB48_LOSS_150__early_pressure__0c78137e831d,COMPLETED,2,,4,2026-07-30T22:02:33.486951
NB48_LOSS_150__balanced_midgame__c89bfc1b7095,COMPLETED,2,,4,2026-07-30T22:02:33.495658
NB48_LOSS_150__player_under_pressure__f271609219fc,COMPLETED,2,,4,2026-07-30T22:02:33.504977
NB48_LOSS_150__opponent_under_pressure__1ebd939c1b05,COMPLETED,2,,4,2026-07-30T22:02:33.513186
NB48_LOSS_150__late_game_prize_pressure__261ab31426a0,COMPLETED,2,,4,2026-07-30T22:02:33.523781
NB48_LOSS_150__critical_hp_decision__ec52872d8714,COMPLETED,2,,4,2026-07-30T22:02:33.533348
NB48_LOSS_150__counterfactual_side_early__c8ec9af9039e,COMPLETED,2,,4,2026-07-30T22:02:33.542875
NB48_LOSS_150__counterfactual_side_late__a0967855628a,COMPLETED,2,,4,2026-07-30T22:02:33.551367
NB48_LOSS_154__opening_zero_energy__2f1b9caf5b85,COMPLETED,2,,4,2026-07-30T22:02:33.561084
NB48_LOSS_154__opening_one_energy__c7747657abbf,COMPLETED,2,,4,2026-07-30T22:02:33.570957
NB48_LOSS_154__early_pressure__59d78658dcd6,COMPLETED,2,,4,2026-07-30T22:02:33.580829
NB48_LOSS_154__balanced_midgame__2c5c0c4da373,COMPLETED,2,,4,2026-07-30T22:02:33.590710
NB48_LOSS_154__player_under_pressure__674ad46c3597,COMPLETED,2,,4,2026-07-30T22:02:33.601514
NB48_LOSS_154__opponent_under_pressure__c1ddef9330de,COMPLETED,2,,4,2026-07-30T22:02:33.611128
NB48_LOSS_154__late_game_prize_pressure__586d751e74ce,COMPLETED,2,,4,2026-07-30T22:02:33.620986
NB48_LOSS_154__critical_hp_decision__57dd6576cb0a,COMPLETED,2,,4,2026-07-30T22:02:33.630567
NB48_LOSS_154__counterfactual_side_early__8fce4ab44f81,COMPLETED,2,,4,2026-07-30T22:02:33.641108
NB48_LOSS_154__counterfactual_side_late__22d721319735,COMPLETED,2,,4,2026-07-30T22:02:33.651570
NB48_LOSS_158__opening_zero_energy__ed4335a54ad3,COMPLETED,2,,4,2026-07-30T22:02:33.659584
NB48_LOSS_158__opening_one_energy__7dead509ccb9,COMPLETED,2,,4,2026-07-30T22:02:33.667964
NB48_LOSS_158__early_pressure__d81fba6d7c74,COMPLETED,2,,4,2026-07-30T22:02:33.676251
NB48_LOSS_158__balanced_midgame__5e664de6a114,COMPLETED,2,,4,2026-07-30T22:02:33.684493
NB48_LOSS_158__player_under_pressure__13bb1f9a8dea,COMPLETED,2,,4,2026-07-30T22:02:33.693747
NB48_LOSS_158__opponent_under_pressure__ef2faad73aeb,COMPLETED,2,,4,2026-07-30T22:02:33.705740
NB48_LOSS_158__late_game_prize_pressure__cac092b4ae14,COMPLETED,2,,4,2026-07-30T22:02:33.715162
NB48_LOSS_158__critical_hp_decision__531157cdbb4d,COMPLETED,2,,4,2026-07-30T22:02:33.724842
NB48_LOSS_158__counterfactual_side_early__b4764bd0710d,COMPLETED,2,,4,2026-07-30T22:02:33.736536
NB48_LOSS_158__counterfactual_side_late__395f761b8ca2,COMPLETED,2,,4,2026-07-30T22:02:33.747912
NB48_LOSS_162__opening_zero_energy__5e50d798d7a1,COMPLETED,2,,4,2026-07-30T22:02:33.757878
NB48_LOSS_162__opening_one_energy__23d382ad62d5,COMPLETED,2,,4,2026-07-30T22:02:33.767857
NB48_LOSS_162__early_pressure__52e8598c9c09,COMPLETED,2,,4,2026-07-30T22:02:33.778157
NB48_LOSS_162__balanced_midgame__66fc07c5c70e,COMPLETED,2,,4,2026-07-30T22:02:33.787020
NB48_LOSS_162__player_under_pressure__82b3bdf50531,COMPLETED,2,,4,2026-07-30T22:02:33.796789
NB48_LOSS_162__opponent_under_pressure__8b4f8ad479d0,COMPLETED,2,,4,2026-07-30T22:02:33.805773
NB48_LOSS_162__late_game_prize_pressure__361a998ea16f,COMPLETED,2,,4,2026-07-30T22:02:33.815355
NB48_LOSS_162__critical_hp_decision__c7b44cfb0238,COMPLETED,2,,4,2026-07-30T22:02:33.825006
NB48_LOSS_162__counterfactual_side_early__8150fff39c40,COMPLETED,2,,4,2026-07-30T22:02:33.833514
NB48_LOSS_162__counterfactual_side_late__eda5b6031858,COMPLETED,2,,4,2026-07-30T22:02:33.843135
NB48_LOSS_166__opening_zero_energy__56d3e5f574a4,COMPLETED,2,,4,2026-07-30T22:02:33.853529
NB48_LOSS_166__opening_one_energy__b49c6d0d9d88,COMPLETED,2,,4,2026-07-30T22:02:33.864635
NB48_LOSS_166__early_pressure__a0afe7f0e6e8,COMPLETED,2,,4,2026-07-30T22:02:33.876457
NB48_LOSS_166__balanced_midgame__a056dc648ce0,COMPLETED,2,,4,2026-07-30T22:02:33.887788
NB48_LOSS_166__player_under_pressure__926f7c18842e,COMPLETED,2,,4,2026-07-30T22:02:33.900531
NB48_LOSS_166__opponent_under_pressure__566a09f03fd5,COMPLETED,2,,4,2026-07-30T22:02:33.911822
NB48_LOSS_166__late_game_prize_pressure__66b0a4030332,COMPLETED,2,,4,2026-07-30T22:02:33.923092
NB48_LOSS_166__critical_hp_decision__aa27c7436345,COMPLETED,2,,4,2026-07-30T22:02:33.934353
NB48_LOSS_166__counterfactual_side_early__131dc92ce858,COMPLETED,2,,4,2026-07-30T22:02:33.945286
NB48_LOSS_166__counterfactual_side_late__ca11e0feb30b,COMPLETED,2,,4,2026-07-30T22:02:33.955447
NB48_LOSS_170__opening_zero_energy__11adf26e1162,COMPLETED,2,,4,2026-07-30T22:02:33.968935
NB48_LOSS_170__opening_one_energy__f91b8f130647,COMPLETED,2,,4,2026-07-30T22:02:33.978252
NB48_LOSS_170__early_pressure__57944c67721a,COMPLETED,2,,4,2026-07-30T22:02:33.986710
NB48_LOSS_170__balanced_midgame__5ec28db25fad,COMPLETED,2,,4,2026-07-30T22:02:33.995528
NB48_LOSS_170__player_under_pressure__d0fd8847bc55,COMPLETED,2,,4,2026-07-30T22:02:34.005478
NB48_LOSS_170__opponent_under_pressure__2df70ade867b,COMPLETED,2,,4,2026-07-30T22:02:34.014326
NB48_LOSS_170__late_game_prize_pressure__a856579de822,COMPLETED,2,,4,2026-07-30T22:02:34.023912
NB48_LOSS_170__critical_hp_decision__a8d232b94598,COMPLETED,2,,4,2026-07-30T22:02:34.033398
NB48_LOSS_170__counterfactual_side_early__d5bef20430c1,COMPLETED,2,,4,2026-07-30T22:02:34.043457
NB48_LOSS_170__counterfactual_side_late__944df658b409,COMPLETED,2,,4,2026-07-30T22:02:34.052514
NB48_LOSS_174__opening_zero_energy__f791cfa9f0f8,COMPLETED,2,,4,2026-07-30T22:02:34.061701
NB48_LOSS_174__opening_one_energy__39ff3e1c14e6,COMPLETED,2,,4,2026-07-30T22:02:34.070041
NB48_LOSS_174__early_pressure__1ad1d884d8ff,COMPLETED,2,,4,2026-07-30T22:02:34.078436
NB48_LOSS_174__balanced_midgame__d1481f6363ea,COMPLETED,2,,4,2026-07-30T22:02:34.086481
NB48_LOSS_174__player_under_pressure__70b36ae9dabe,COMPLETED,2,,4,2026-07-30T22:02:34.095668
NB48_LOSS_174__opponent_under_pressure__8ce63db54575,COMPLETED,2,,4,2026-07-30T22:02:34.103794
NB48_LOSS_174__late_game_prize_pressure__20affd605c7a,COMPLETED,2,,4,2026-07-30T22:02:34.113104
NB48_LOSS_174__critical_hp_decision__0a9a3c93f4ac,COMPLETED,2,,4,2026-07-30T22:02:34.122049
NB48_LOSS_174__counterfactual_side_early__19566580d8b6,COMPLETED,2,,4,2026-07-30T22:02:34.131550
NB48_LOSS_174__counterfactual_side_late__d1b1ba98e53f,COMPLETED,2,,4,2026-07-30T22:02:34.139531
NB48_LOSS_178__opening_zero_energy__afa1c6061169,COMPLETED,2,,4,2026-07-30T22:02:34.149249
NB48_LOSS_178__opening_one_energy__ca9174a4edfd,COMPLETED,2,,4,2026-07-30T22:02:34.158710
NB48_LOSS_178__early_pressure__ebda4c4002d8,COMPLETED,2,,4,2026-07-30T22:02:34.167748
NB48_LOSS_178__balanced_midgame__60ef3cdd01da,COMPLETED,2,,4,2026-07-30T22:02:34.177748
NB48_LOSS_178__player_under_pressure__89405e31eb14,COMPLETED,2,,4,2026-07-30T22:02:34.188794
NB48_LOSS_178__opponent_under_pressure__8408b7a4e845,COMPLETED,2,,4,2026-07-30T22:02:34.203408
NB48_LOSS_178__late_game_prize_pressure__b8903b3aeb69,COMPLETED,2,,4,2026-07-30T22:02:34.214030
NB48_LOSS_178__critical_hp_decision__8a1a82f5fd32,COMPLETED,2,,4,2026-07-30T22:02:34.223792
NB48_LOSS_178__counterfactual_side_early__d394cf5f7e2d,COMPLETED,2,,4,2026-07-30T22:02:34.234115
NB48_LOSS_178__counterfactual_side_late__a4d7d08b5baf,COMPLETED,2,,4,2026-07-30T22:02:34.243782
NB48_LOSS_182__opening_zero_energy__5ae5b4d080b1,COMPLETED,2,,4,2026-07-30T22:02:34.252352
NB48_LOSS_182__opening_one_energy__ac200cd852a9,COMPLETED,2,,4,2026-07-30T22:02:34.260723
NB48_LOSS_182__early_pressure__9c062268e771,COMPLETED,2,,4,2026-07-30T22:02:34.269008
NB48_LOSS_182__balanced_midgame__9c680f66fce2,COMPLETED,2,,4,2026-07-30T22:02:34.276901
NB48_LOSS_182__player_under_pressure__3c072613ad7c,COMPLETED,2,,4,2026-07-30T22:02:34.285276
NB48_LOSS_182__opponent_under_pressure__358ff1c8d15c,COMPLETED,2,,4,2026-07-30T22:02:34.293148
NB48_LOSS_182__late_game_prize_pressure__a1ca5e06639e,COMPLETED,2,,4,2026-07-30T22:02:34.301958
NB48_LOSS_182__critical_hp_decision__6cda8cbb72aa,COMPLETED,2,,4,2026-07-30T22:02:34.311339
NB48_LOSS_182__counterfactual_side_early__92e666c8bba0,COMPLETED,2,,4,2026-07-30T22:02:34.319403
NB48_LOSS_182__counterfactual_side_late__e2863cbb5010,COMPLETED,2,,4,2026-07-30T22:02:34.327947
NB48_LOSS_186__opening_zero_energy__27b2dbb7cabf,COMPLETED,2,,4,2026-07-30T22:02:34.335538
NB48_LOSS_186__opening_one_energy__1f808b9d1bbc,COMPLETED,2,,4,2026-07-30T22:02:34.344795
NB48_LOSS_186__early_pressure__0c799d7f85b9,COMPLETED,2,,4,2026-07-30T22:02:34.353246
NB48_LOSS_186__balanced_midgame__a4aab87763f6,COMPLETED,2,,4,2026-07-30T22:02:34.361173
NB48_LOSS_186__player_under_pressure__327c3ddd6478,COMPLETED,2,,4,2026-07-30T22:02:34.369909
NB48_LOSS_186__opponent_under_pressure__b4159f52ce64,COMPLETED,2,,4,2026-07-30T22:02:34.378583
NB48_LOSS_186__late_game_prize_pressure__49c844c84ef6,COMPLETED,2,,4,2026-07-30T22:02:34.388140
NB48_LOSS_186__critical_hp_decision__a26ee6c5a54b,COMPLETED,2,,4,2026-07-30T22:02:34.396732
NB48_LOSS_186__counterfactual_side_early__5058ff9de375,COMPLETED,2,,4,2026-07-30T22:02:34.405158
NB48_LOSS_186__counterfactual_side_late__e88125f4fd86,COMPLETED,2,,4,2026-07-30T22:02:34.414168
NB48_LOSS_190__opening_zero_energy__2a18e41572d4,COMPLETED,2,,4,2026-07-30T22:02:34.429368
NB48_LOSS_190__opening_one_energy__635e4435e68e,COMPLETED,2,,4,2026-07-30T22:02:34.439881
NB48_LOSS_190__early_pressure__b56c94b2901f,COMPLETED,2,,4,2026-07-30T22:02:34.451415
NB48_LOSS_190__balanced_midgame__700e06aaf9dc,COMPLETED,2,,4,2026-07-30T22:02:34.463008
NB48_LOSS_190__player_under_pressure__192af7b47566,COMPLETED,2,,4,2026-07-30T22:02:34.476145
NB48_LOSS_190__opponent_under_pressure__14fe537e877e,COMPLETED,2,,4,2026-07-30T22:02:34.486660
NB48_LOSS_190__late_game_prize_pressure__68e10aa34c43,COMPLETED,2,,4,2026-07-30T22:02:34.496815
NB48_LOSS_190__critical_hp_decision__84a5dc05d9fa,COMPLETED,2,,4,2026-07-30T22:02:34.506556
NB48_LOSS_190__counterfactual_side_early__da5b81beb61e,COMPLETED,2,,4,2026-07-30T22:02:34.516712
NB48_LOSS_190__counterfactual_side_late__cc631b155246,COMPLETED,2,,4,2026-07-30T22:02:34.528442
NB48_LOSS_194__opening_zero_energy__32e687ee8281,COMPLETED,2,,4,2026-07-30T22:02:34.536962
NB48_LOSS_194__opening_one_energy__a47329f62163,COMPLETED,2,,4,2026-07-30T22:02:34.546609
NB48_LOSS_194__early_pressure__90dc41c8cb9d,COMPLETED,2,,4,2026-07-30T22:02:34.554949
NB48_LOSS_194__balanced_midgame__ec3382b33771,COMPLETED,2,,4,2026-07-30T22:02:34.564846
NB48_LOSS_194__player_under_pressure__2c804a3cc93e,COMPLETED,2,,4,2026-07-30T22:02:34.574323
NB48_LOSS_194__opponent_under_pressure__412dd91085db,COMPLETED,2,,4,2026-07-30T22:02:34.583504
NB48_LOSS_194__late_game_prize_pressure__d1f233f3e9dc,COMPLETED,2,,4,2026-07-30T22:02:34.592822
NB48_LOSS_194__critical_hp_decision__48cc1ec1527f,COMPLETED,2,,4,2026-07-30T22:02:34.602463
NB48_LOSS_194__counterfactual_side_early__446ceb337eef,COMPLETED,2,,4,2026-07-30T22:02:34.611186
NB48_LOSS_194__counterfactual_side_late__0e4d1b78bca6,COMPLETED,2,,4,2026-07-30T22:02:34.619847
NB48_LOSS_198__opening_zero_energy__6b9050471e58,COMPLETED,2,,4,2026-07-30T22:02:34.628367
NB48_LOSS_198__opening_one_energy__f39c3bf23751,COMPLETED,2,,4,2026-07-30T22:02:34.636467
NB48_LOSS_198__early_pressure__6879169ad4fa,COMPLETED,2,,4,2026-07-30T22:02:34.645644
NB48_LOSS_198__balanced_midgame__bd8f8c7ac219,COMPLETED,2,,4,2026-07-30T22:02:34.654816
NB48_LOSS_198__player_under_pressure__a1c399e7605a,COMPLETED,2,,4,2026-07-30T22:02:34.664324
NB48_LOSS_198__opponent_under_pressure__2edfc25c346e,COMPLETED,2,,4,2026-07-30T22:02:34.679407
NB48_LOSS_198__late_game_prize_pressure__8a90cae1c9de,COMPLETED,2,,4,2026-07-30T22:02:34.688929
NB48_LOSS_198__critical_hp_decision__6109bc590935,COMPLETED,2,,4,2026-07-30T22:02:34.698973
NB48_LOSS_198__counterfactual_side_early__d739a7eb7b6e,COMPLETED,2,,4,2026-07-30T22:02:34.708055
NB48_LOSS_198__counterfactual_side_late__81dfa64844bd,COMPLETED,2,,4,2026-07-30T22:02:34.717573
NB48_LOSS_46__opening_zero_energy__8720d006825e,COMPLETED,2,,4,2026-07-30T22:02:34.727160
NB48_LOSS_46__opening_one_energy__f947b6cff0f7,COMPLETED,2,,4,2026-07-30T22:02:34.735493
NB48_LOSS_46__early_pressure__8cc975458f01,COMPLETED,2,,4,2026-07-30T22:02:34.743711
NB48_LOSS_46__balanced_midgame__a53953906fde,COMPLETED,2,,4,2026-07-30T22:02:34.752147
NB48_LOSS_46__player_under_pressure__c78f75eb689c,COMPLETED,2,,4,2026-07-30T22:02:34.761019
NB48_LOSS_46__opponent_under_pressure__b215f69668ae,COMPLETED,2,,4,2026-07-30T22:02:34.769278
NB48_LOSS_46__late_game_prize_pressure__cb61c44d11ca,COMPLETED,2,,4,2026-07-30T22:02:34.778706
NB48_LOSS_46__critical_hp_decision__104238d202d1,COMPLETED,2,,4,2026-07-30T22:02:34.787751
NB48_LOSS_46__counterfactual_side_early__875ca156a954,COMPLETED,2,,4,2026-07-30T22:02:34.796233
NB48_LOSS_46__counterfactual_side_late__f6c2b8e41895,COMPLETED,2,,4,2026-07-30T22:02:34.804825
NB48_LOSS_70__opening_zero_energy__b4b0d5861393,COMPLETED,2,,4,2026-07-30T22:02:34.813384
NB48_LOSS_70__opening_one_energy__0cdc480f2910,COMPLETED,2,,4,2026-07-30T22:02:34.821453
NB48_LOSS_70__early_pressure__c98fe047ca1c,COMPLETED,2,,4,2026-07-30T22:02:34.830007
NB48_LOSS_70__balanced_midgame__039abec7129f,COMPLETED,2,,4,2026-07-30T22:02:34.838485
NB48_LOSS_70__player_under_pressure__99206e7c7204,COMPLETED,2,,4,2026-07-30T22:02:34.847618
NB48_LOSS_70__opponent_under_pressure__09d6adebd8bc,COMPLETED,2,,4,2026-07-30T22:02:34.855441
NB48_LOSS_70__late_game_prize_pressure__dc4afa8ebb30,COMPLETED,2,,4,2026-07-30T22:02:34.864164
NB48_LOSS_70__critical_hp_decision__2ee2807242b4,COMPLETED,2,,4,2026-07-30T22:02:34.872392
NB48_LOSS_70__counterfactual_side_early__78fda3fd3813,COMPLETED,2,,4,2026-07-30T22:02:34.880829
NB48_LOSS_70__counterfactual_side_late__ceca9c462354,COMPLETED,2,,4,2026-07-30T22:02:34.889957
NB48_LOSS_211__opening_zero_energy__10939a7066e4,COMPLETED,2,,4,2026-07-30T22:02:34.905352
NB48_LOSS_211__opening_one_energy__482a6851dbd4,COMPLETED,2,,4,2026-07-30T22:02:34.917143
NB48_LOSS_211__early_pressure__d930f8072c51,COMPLETED,2,,4,2026-07-30T22:02:34.926778
NB48_LOSS_211__balanced_midgame__04af6414a728,COMPLETED,2,,4,2026-07-30T22:02:34.938456
NB48_LOSS_211__player_under_pressure__c5e7728bd9d9,COMPLETED,2,,4,2026-07-30T22:02:34.951945
NB48_LOSS_211__opponent_under_pressure__ebfe3ab7fb61,COMPLETED,2,,4,2026-07-30T22:02:34.963240
NB48_LOSS_211__late_game_prize_pressure__80a06950e5c9,COMPLETED,2,,4,2026-07-30T22:02:34.972965
NB48_LOSS_211__critical_hp_decision__a0f2fad0fda1,COMPLETED,2,,4,2026-07-30T22:02:34.981313
NB48_LOSS_211__counterfactual_side_early__22d44e07bf1c,COMPLETED,2,,4,2026-07-30T22:02:34.989413
NB48_LOSS_211__counterfactual_side_late__f258a7f3817c,COMPLETED,2,,4,2026-07-30T22:02:34.998342
NB48_LOSS_223__opening_zero_energy__bc6438d68a11,COMPLETED,2,,4,2026-07-30T22:02:35.006649
NB48_LOSS_223__opening_one_energy__5f701fbce1d4,COMPLETED,2,,4,2026-07-30T22:02:35.015048
NB48_LOSS_223__early_pressure__255a6cba588a,COMPLETED,2,,4,2026-07-30T22:02:35.023263
NB48_LOSS_223__balanced_midgame__8ee81d28fdeb,COMPLETED,2,,4,2026-07-30T22:02:35.031681
NB48_LOSS_223__player_under_pressure__4578f1a96628,COMPLETED,2,,4,2026-07-30T22:02:35.040869
NB48_LOSS_223__opponent_under_pressure__4bf26d62ede1,COMPLETED,2,,4,2026-07-30T22:02:35.049755
NB48_LOSS_223__late_game_prize_pressure__7f2807c223d2,COMPLETED,2,,4,2026-07-30T22:02:35.059585
NB48_LOSS_223__critical_hp_decision__b4541a6bb69f,COMPLETED,2,,4,2026-07-30T22:02:35.068257
NB48_LOSS_223__counterfactual_side_early__e96bf836c11e,COMPLETED,2,,4,2026-07-30T22:02:35.076619
NB48_LOSS_223__counterfactual_side_late__d9c76b3b79ad,COMPLETED,2,,4,2026-07-30T22:02:35.084870
NB48_LOSS_235__opening_zero_energy__29dcbc260035,COMPLETED,2,,4,2026-07-30T22:02:35.093345
NB48_LOSS_235__opening_one_energy__4a305de30147,COMPLETED,2,,4,2026-07-30T22:02:35.101280
NB48_LOSS_235__early_pressure__81233f8a41cd,COMPLETED,2,,4,2026-07-30T22:02:35.109533
NB48_LOSS_235__balanced_midgame__3625100f412c,COMPLETED,2,,4,2026-07-30T22:02:35.118532
NB48_LOSS_235__player_under_pressure__14e9e743a887,COMPLETED,2,,4,2026-07-30T22:02:35.127599
NB48_LOSS_235__opponent_under_pressure__5eb0815d6e8f,COMPLETED,2,,4,2026-07-30T22:02:35.144279
NB48_LOSS_235__late_game_prize_pressure__c96608870e6a,COMPLETED,2,,4,2026-07-30T22:02:35.154392
NB48_LOSS_235__critical_hp_decision__eaa998445a11,COMPLETED,2,,4,2026-07-30T22:02:35.164815
NB48_LOSS_235__counterfactual_side_early__1077502f28ab,COMPLETED,2,,4,2026-07-30T22:02:35.176222
NB48_LOSS_235__counterfactual_side_late__4de05d469482,COMPLETED,2,,4,2026-07-30T22:02:35.185640
NB48_LOSS_247__opening_zero_energy__8e63fdb66bc3,COMPLETED,2,,4,2026-07-30T22:02:35.194596
NB48_LOSS_247__opening_one_energy__081e901c7340,COMPLETED,2,,4,2026-07-30T22:02:35.202840
NB48_LOSS_247__early_pressure__91061951e42f,COMPLETED,2,,4,2026-07-30T22:02:35.211319
NB48_LOSS_247__balanced_midgame__bddfd7a1723e,COMPLETED,2,,4,2026-07-30T22:02:35.219506
