variant_id,source_scenario_id,dataset_split
NB48_LOSS_247__counterfactual_side_late__475e384e1ed7,NB48_LOSS_247,train
NB48_LOSS_247__critical_hp_decision__766c0ed69697,NB48_LOSS_247,train
NB48_LOSS_247__early_pressure__91061951e42f,NB48_LOSS_247,train
NB48_LOSS_247__late_game_prize_pressure__d74a825a1e36,NB48_LOSS_247,train
NB48_LOSS_247__opening_one_energy__081e901c7340,NB48_LOSS_247,train
NB48_LOSS_247__opening_zero_energy__8e63fdb66bc3,NB48_LOSS_247,train
NB48_LOSS_247__opponent_under_pressure__24d7c310c76c,NB48_LOSS_247,train
NB48_LOSS_247__player_under_pressure__90c788662fa1,NB48_LOSS_247,train
NB48_LOSS_250__balanced_midgame__5b7502709f5a,NB48_LOSS_250,train
NB48_LOSS_250__counterfactual_side_early__f96947c66afc,NB48_LOSS_250,train
NB48_LOSS_250__counterfactual_side_late__0ebe38304aed,NB48_LOSS_250,train
NB48_LOSS_250__critical_hp_decision__93145d49a1ac,NB48_LOSS_250,train
NB48_LOSS_250__early_pressure__d92b80b2081b,NB48_LOSS_250,train
NB48_LOSS_250__late_game_prize_pressure__b65da28af24a,NB48_LOSS_250,train
NB48_LOSS_250__opening_one_energy__3c997c717de2,NB48_LOSS_250,train
NB48_LOSS_250__opening_zero_energy__57edc72009ca,NB48_LOSS_250,train
NB48_LOSS_250__opponent_under_pressure__2181579d7c12,NB48_LOSS_250,train
NB48_LOSS_250__player_under_pressure__422b72e9bb09,NB48_LOSS_250,train
NB48_LOSS_252__balanced_midgame__1b15b6cb7dbf,NB48_LOSS_252,test
NB48_LOSS_252__counterfactual_side_early__8a1f3f6ded2c,NB48_LOSS_252,test
NB48_LOSS_252__counterfactual_side_late__31ed18b39ba5,NB48_LOSS_252,test
NB48_LOSS_252__critical_hp_decision__440f73b5083c,NB48_LOSS_252,test
NB48_LOSS_252__early_pressure__4b7e89841669,NB48_LOSS_252,test
NB48_LOSS_252__late_game_prize_pressure__9dc185fa442e,NB48_LOSS_252,test
NB48_LOSS_252__opening_one_energy__79f1cd9377ee,NB48_LOSS_252,test
NB48_LOSS_252__opening_zero_energy__ac9a1ba099a7,NB48_LOSS_252,test
NB48_LOSS_252__opponent_under_pressure__dd72b3c484a6,NB48_LOSS_252,test
NB48_LOSS_252__player_under_pressure__83856482127c,NB48_LOSS_252,test
NB48_LOSS_254__balanced_midgame__cf036908caba,NB48_LOSS_254,validation
NB48_LOSS_254__counterfactual_side_early__bc4bc9b30643,NB48_LOSS_254,validation
NB48_LOSS_254__counterfactual_side_late__d39abe09ccf5,NB48_LOSS_254,validation
NB48_LOSS_254__critical_hp_decision__d38880b6f398,NB48_LOSS_254,validation
NB48_LOSS_254__early_pressure__25e3ebf09a40,NB48_LOSS_254,validation
NB48_LOSS_254__late_game_prize_pressure__27ea4d6b580f,NB48_LOSS_254,validation
NB48_LOSS_254__opening_one_energy__d71ec5e41e7c,NB48_LOSS_254,validation
NB48_LOSS_254__opening_zero_energy__6a2f5f8a3d6d,NB48_LOSS_254,validation
NB48_LOSS_254__opponent_under_pressure__bbe69bae408a,NB48_LOSS_254,validation
NB48_LOSS_254__player_under_pressure__56ee3f0f1a5f,NB48_LOSS_254,validation
NB48_LOSS_258__balanced_midgame__da32bb0f965f,NB48_LOSS_258,train
NB48_LOSS_258__counterfactual_side_early__27626f857410,NB48_LOSS_258,train
NB48_LOSS_258__counterfactual_side_late__0517d09425f2,NB48_LOSS_258,train
NB48_LOSS_258__critical_hp_decision__119f7d28d2d2,NB48_LOSS_258,train
NB48_LOSS_258__early_pressure__2c88c03d6f85,NB48_LOSS_258,train
NB48_LOSS_258__late_game_prize_pressure__4798cfaaae10,NB48_LOSS_258,train
NB48_LOSS_258__opening_one_energy__04e3886609b0,NB48_LOSS_258,train
NB48_LOSS_258__opening_zero_energy__82d75fb052bd,NB48_LOSS_258,train
NB48_LOSS_258__opponent_under_pressure__e317f34be415,NB48_LOSS_258,train
NB48_LOSS_258__player_under_pressure__f5885c207c90,NB48_LOSS_258,train
NB48_LOSS_259__balanced_midgame__ac7b9a493e42,NB48_LOSS_259,train
NB48_LOSS_259__counterfactual_side_early__d65f68c4a24c,NB48_LOSS_259,train
NB48_LOSS_259__counterfactual_side_late__a215361ab085,NB48_LOSS_259,train
NB48_LOSS_259__critical_hp_decision__582a31adea1a,NB48_LOSS_259,train
NB48_LOSS_259__early_pressure__27ba3d9fbaab,NB48_LOSS_259,train
NB48_LOSS_259__late_game_prize_pressure__4140a1afef70,NB48_LOSS_259,train
NB48_LOSS_259__opening_one_energy__c86c4b11bda0,NB48_LOSS_259,train
NB48_LOSS_259__opening_zero_energy__2ab2e3052f68,NB48_LOSS_259,train
NB48_LOSS_259__opponent_under_pressure__e48318077e32,NB48_LOSS_259,train
NB48_LOSS_259__player_under_pressure__1c2d0c9b93a9,NB48_LOSS_259,train
NB48_LOSS_262__balanced_midgame__f1a3478b04a0,NB48_LOSS_262,validation
NB48_LOSS_262__counterfactual_side_early__e9f4d2a36cf1,NB48_LOSS_262,validation
NB48_LOSS_262__counterfactual_side_late__42e559cb09ee,NB48_LOSS_262,validation
NB48_LOSS_262__critical_hp_decision__85448a939722,NB48_LOSS_262,validation
NB48_LOSS_262__early_pressure__cf7062b9dbdf,NB48_LOSS_262,validation
NB48_LOSS_262__late_game_prize_pressure__fe57cab62b37,NB48_LOSS_262,validation
NB48_LOSS_262__opening_one_energy__63097f817729,NB48_LOSS_262,validation
NB48_LOSS_262__opening_zero_energy__0cb9585db942,NB48_LOSS_262,validation
NB48_LOSS_262__opponent_under_pressure__8e0436ea1249,NB48_LOSS_262,validation
NB48_LOSS_262__player_under_pressure__df227b3913aa,NB48_LOSS_262,validation
NB48_LOSS_264__balanced_midgame__69ed2407cc6a,NB48_LOSS_264,train
NB48_LOSS_264__counterfactual_side_early__2895b96960af,NB48_LOSS_264,train
NB48_LOSS_264__counterfactual_side_late__b72cdacca4d5,NB48_LOSS_264,train
NB48_LOSS_264__critical_hp_decision__4918dc13f369,NB48_LOSS_264,train
NB48_LOSS_264__early_pressure__3737cab1a999,NB48_LOSS_264,train
NB48_LOSS_264__late_game_prize_pressure__f62e74e88a37,NB48_LOSS_264,train
NB48_LOSS_264__opening_one_energy__13bb28f787b9,NB48_LOSS_264,train
NB48_LOSS_264__opening_zero_energy__bcec5b00c3c1,NB48_LOSS_264,train
NB48_LOSS_264__opponent_under_pressure__e5d27d28d48c,NB48_LOSS_264,train
NB48_LOSS_264__player_under_pressure__993a1b44fb16,NB48_LOSS_264,train
NB48_LOSS_266__balanced_midgame__3a4dd531523e,NB48_LOSS_266,train
NB48_LOSS_266__counterfactual_side_early__a81b942c92fd,NB48_LOSS_266,train
NB48_LOSS_266__counterfactual_side_late__c99ddfcaffb3,NB48_LOSS_266,train
NB48_LOSS_266__critical_hp_decision__5fd90d953605,NB48_LOSS_266,train
NB48_LOSS_266__early_pressure__ca735760355a,NB48_LOSS_266,train
NB48_LOSS_266__late_game_prize_pressure__6aeb7bb9d902,NB48_LOSS_266,train
NB48_LOSS_266__opening_one_energy__e182f473a9e4,NB48_LOSS_266,train
NB48_LOSS_266__opening_zero_energy__9cabd3f35e6e,NB48_LOSS_266,train
NB48_LOSS_266__opponent_under_pressure__5626987af5c1,NB48_LOSS_266,train
NB48_LOSS_266__player_under_pressure__15b4752d4c73,NB48_LOSS_266,train
NB48_LOSS_270__balanced_midgame__2b34ad5e0555,NB48_LOSS_270,train
NB48_LOSS_270__counterfactual_side_early__d2bcb494a9c8,NB48_LOSS_270,train
NB48_LOSS_270__counterfactual_side_late__174065f35dd7,NB48_LOSS_270,train
NB48_LOSS_270__critical_hp_decision__bc847660e5cf,NB48_LOSS_270,train
NB48_LOSS_270__early_pressure__cf9b5e4d5b9b,NB48_LOSS_270,train
NB48_LOSS_270__late_game_prize_pressure__28d6d35ed34a,NB48_LOSS_270,train
NB48_LOSS_270__opening_one_energy__113e517ff1ad,NB48_LOSS_270,train
NB48_LOSS_270__opening_zero_energy__af96808b8645,NB48_LOSS_270,train
NB48_LOSS_270__opponent_under_pressure__f33c2aeacf3b,NB48_LOSS_270,train
NB48_LOSS_270__player_under_pressure__cb14bf981252,NB48_LOSS_270,train
NB48_LOSS_271__balanced_midgame__ca6abdd11d60,NB48_LOSS_271,train
NB48_LOSS_271__counterfactual_side_early__1ca0d3b344fc,NB48_LOSS_271,train
NB48_LOSS_271__counterfactual_side_late__3b54ae0efdfa,NB48_LOSS_271,train
NB48_LOSS_271__critical_hp_decision__337e5df4f645,NB48_LOSS_271,train
NB48_LOSS_271__early_pressure__c52fe5d4a668,NB48_LOSS_271,train
NB48_LOSS_271__late_game_prize_pressure__f09f1556ffc7,NB48_LOSS_271,train
NB48_LOSS_271__opening_one_energy__8efe2841dd90,NB48_LOSS_271,train
NB48_LOSS_271__opening_zero_energy__6a88b6124d70,NB48_LOSS_271,train
NB48_LOSS_271__opponent_under_pressure__8e617f1a3679,NB48_LOSS_271,train
NB48_LOSS_271__player_under_pressure__86ff5c94b63f,NB48_LOSS_271,train
NB48_LOSS_274__balanced_midgame__10561b968d44,NB48_LOSS_274,train
NB48_LOSS_274__counterfactual_side_early__01582eb0538d,NB48_LOSS_274,train
NB48_LOSS_274__counterfactual_side_late__6842c1eecb04,NB48_LOSS_274,train
NB48_LOSS_274__critical_hp_decision__9aee2d71517f,NB48_LOSS_274,train
NB48_LOSS_274__early_pressure__ed5592bd3e95,NB48_LOSS_274,train
NB48_LOSS_274__late_game_prize_pressure__9308082c399b,NB48_LOSS_274,train
NB48_LOSS_274__opening_one_energy__2908f38e25eb,NB48_LOSS_274,train
NB48_LOSS_274__opening_zero_energy__6e20071ea75a,NB48_LOSS_274,train
NB48_LOSS_274__opponent_under_pressure__9f4779a1bccf,NB48_LOSS_274,train
NB48_LOSS_274__player_under_pressure__04a80256f256,NB48_LOSS_274,train
NB48_LOSS_276__balanced_midgame__fa167464fbbf,NB48_LOSS_276,validation
NB48_LOSS_276__counterfactual_side_early__1490e6d59d33,NB48_LOSS_276,validation
NB48_LOSS_276__counterfactual_side_late__c183e036798b,NB48_LOSS_276,validation
NB48_LOSS_276__critical_hp_decision__5ab4c2d8abfd,NB48_LOSS_276,validation
NB48_LOSS_276__early_pressure__534fcbd05ae9,NB48_LOSS_276,validation
NB48_LOSS_276__late_game_prize_pressure__a7748e9f03cd,NB48_LOSS_276,validation
NB48_LOSS_276__opening_one_energy__9842ef471fd2,NB48_LOSS_276,validation
NB48_LOSS_276__opening_zero_energy__00df344beb7e,NB48_LOSS_276,validation
NB48_LOSS_276__opponent_under_pressure__a8fd3c59c8c4,NB48_LOSS_276,validation
NB48_LOSS_276__player_under_pressure__6ade1f58f467,NB48_LOSS_276,validation
NB48_LOSS_278__balanced_midgame__410ca1e3db52,NB48_LOSS_278,train
NB48_LOSS_278__counterfactual_side_early__f579aa2fd10e,NB48_LOSS_278,train
NB48_LOSS_278__counterfactual_side_late__f3b277d54056,NB48_LOSS_278,train
NB48_LOSS_278__critical_hp_decision__30cb56947619,NB48_LOSS_278,train
NB48_LOSS_278__early_pressure__16b338ce1785,NB48_LOSS_278,train
NB48_LOSS_278__late_game_prize_pressure__55bf12585c44,NB48_LOSS_278,train
NB48_LOSS_278__opening_one_energy__7469592cd7a6,NB48_LOSS_278,train
NB48_LOSS_278__opening_zero_energy__626ebf5182f5,NB48_LOSS_278,train
NB48_LOSS_278__opponent_under_pressure__52041b27d686,NB48_LOSS_278,train
NB48_LOSS_278__player_under_pressure__13d16a2c2935,NB48_LOSS_278,train
NB48_LOSS_282__balanced_midgame__a31aa319c71d,NB48_LOSS_282,train
NB48_LOSS_282__counterfactual_side_early__34c4ef8de849,NB48_LOSS_282,train
NB48_LOSS_282__counterfactual_side_late__4e5112b7cb01,NB48_LOSS_282,train
NB48_LOSS_282__critical_hp_decision__b3d786989ded,NB48_LOSS_282,train
NB48_LOSS_282__early_pressure__8964fddae9ef,NB48_LOSS_282,train
NB48_LOSS_282__late_game_prize_pressure__a742773f6659,NB48_LOSS_282,train
NB48_LOSS_282__opening_one_energy__0390ae4e1944,NB48_LOSS_282,train
NB48_LOSS_282__opening_zero_energy__6122849eb4aa,NB48_LOSS_282,train
NB48_LOSS_282__opponent_under_pressure__37a51bdcc91f,NB48_LOSS_282,train
NB48_LOSS_282__player_under_pressure__8cc30d1d4bb3,NB48_LOSS_282,train
NB48_LOSS_283__balanced_midgame__bf00372637e4,NB48_LOSS_283,train
NB48_LOSS_283__counterfactual_side_early__cf42ef34e46d,NB48_LOSS_283,train
NB48_LOSS_283__counterfactual_side_late__945949938433,NB48_LOSS_283,train
NB48_LOSS_283__critical_hp_decision__551ac7a91feb,NB48_LOSS_283,train
NB48_LOSS_283__early_pressure__95b364be3010,NB48_LOSS_283,train
NB48_LOSS_283__late_game_prize_pressure__2ed131874fad,NB48_LOSS_283,train
NB48_LOSS_283__opening_one_energy__152a2deae183,NB48_LOSS_283,train
NB48_LOSS_283__opening_zero_energy__0703386088cf,NB48_LOSS_283,train
NB48_LOSS_283__opponent_under_pressure__80cf81e76743,NB48_LOSS_283,train
NB48_LOSS_283__player_under_pressure__1914a4090d57,NB48_LOSS_283,train
NB48_LOSS_286__balanced_midgame__865cb8e68dbb,NB48_LOSS_286,train
NB48_LOSS_286__counterfactual_side_early__7f3eee53c4b6,NB48_LOSS_286,train
NB48_LOSS_286__counterfactual_side_late__b2d16afc6102,NB48_LOSS_286,train
NB48_LOSS_286__critical_hp_decision__37e677d09f19,NB48_LOSS_286,train
NB48_LOSS_286__early_pressure__4a1deb36bd4f,NB48_LOSS_286,train
NB48_LOSS_286__late_game_prize_pressure__efa62b73ec0b,NB48_LOSS_286,train
NB48_LOSS_286__opening_one_energy__4d6a7f9d7f2c,NB48_LOSS_286,train
NB48_LOSS_286__opening_zero_energy__2188bdd0392f,NB48_LOSS_286,train
NB48_LOSS_286__opponent_under_pressure__538eabf9fbb0,NB48_LOSS_286,train
NB48_LOSS_286__player_under_pressure__7f3f8c29c7a7,NB48_LOSS_286,train
NB48_LOSS_288__balanced_midgame__dd2ed0176737,NB48_LOSS_288,train
NB48_LOSS_288__counterfactual_side_early__1b5822bf7e54,NB48_LOSS_288,train
NB48_LOSS_288__counterfactual_side_late__f8b69eb8be61,NB48_LOSS_288,train
NB48_LOSS_288__critical_hp_decision__f4e2e201e76e,NB48_LOSS_288,train
NB48_LOSS_288__early_pressure__e5cd10152fe3,NB48_LOSS_288,train
NB48_LOSS_288__late_game_prize_pressure__731538a2d7c6,NB48_LOSS_288,train
NB48_LOSS_288__opening_one_energy__41d3c96dccd6,NB48_LOSS_288,train
NB48_LOSS_288__opening_zero_energy__d4d08e8f7a7c,NB48_LOSS_288,train
NB48_LOSS_288__opponent_under_pressure__abd195bd6660,NB48_LOSS_288,train
NB48_LOSS_288__player_under_pressure__a02dd3e36f4b,NB48_LOSS_288,train
NB48_LOSS_290__balanced_midgame__bc7e0835183e,NB48_LOSS_290,train
NB48_LOSS_290__counterfactual_side_early__2fe6bc3014b8,NB48_LOSS_290,train
NB48_LOSS_290__counterfactual_side_late__5c0b3d4c08f8,NB48_LOSS_290,train
NB48_LOSS_290__critical_hp_decision__e8d5f0f56c5b,NB48_LOSS_290,train
NB48_LOSS_290__early_pressure__0c182b732d2b,NB48_LOSS_290,train
NB48_LOSS_290__late_game_prize_pressure__5f577bb17d66,NB48_LOSS_290,train
NB48_LOSS_290__opening_one_energy__cb62bbbd43eb,NB48_LOSS_290,train
NB48_LOSS_290__opening_zero_energy__74c1d5a5eb9d,NB48_LOSS_290,train
NB48_LOSS_290__opponent_under_pressure__88deac211896,NB48_LOSS_290,train
NB48_LOSS_290__player_under_pressure__67df1487ca18,NB48_LOSS_290,train
NB48_LOSS_294__balanced_midgame__d4013ada1fb0,NB48_LOSS_294,train
NB48_LOSS_294__counterfactual_side_early__dba41117acc3,NB48_LOSS_294,train
NB48_LOSS_294__counterfactual_side_late__dc4d52e283bb,NB48_LOSS_294,train
NB48_LOSS_294__critical_hp_decision__8b6bc6cbba86,NB48_LOSS_294,train
NB48_LOSS_294__early_pressure__da5f77adcac4,NB48_LOSS_294,train
NB48_LOSS_294__late_game_prize_pressure__6df12cab5bd8,NB48_LOSS_294,train
NB48_LOSS_294__opening_one_energy__142ba93cb526,NB48_LOSS_294,train
NB48_LOSS_294__opening_zero_energy__06ee5a056c24,NB48_LOSS_294,train
NB48_LOSS_294__opponent_under_pressure__b2b4aa5610bc,NB48_LOSS_294,train
NB48_LOSS_294__player_under_pressure__89ce42fa6de9,NB48_LOSS_294,train
NB48_LOSS_295__balanced_midgame__338700cdb6c0,NB48_LOSS_295,train
NB48_LOSS_295__counterfactual_side_early__465607206fae,NB48_LOSS_295,train
NB48_LOSS_295__counterfactual_side_late__aeea0eba2884,NB48_LOSS_295,train
NB48_LOSS_295__critical_hp_decision__e578753f887e,NB48_LOSS_295,train
NB48_LOSS_295__early_pressure__debd251ccd31,NB48_LOSS_295,train
NB48_LOSS_295__late_game_prize_pressure__0ad467c915c1,NB48_LOSS_295,train
NB48_LOSS_295__opening_one_energy__8623f2a0c046,NB48_LOSS_295,train
NB48_LOSS_295__opening_zero_energy__15b441fa86e2,NB48_LOSS_295,train
NB48_LOSS_295__opponent_under_pressure__840f53053a3b,NB48_LOSS_295,train
NB48_LOSS_295__player_under_pressure__4a1bf3a6b522,NB48_LOSS_295,train
NB48_LOSS_298__balanced_midgame__9dfdcab5f904,NB48_LOSS_298,train
NB48_LOSS_298__counterfactual_side_early__84dc59d11adf,NB48_LOSS_298,train
NB48_LOSS_298__counterfactual_side_late__f6a173c36adb,NB48_LOSS_298,train
NB48_LOSS_298__critical_hp_decision__abe42d7990c2,NB48_LOSS_298,train
NB48_LOSS_298__early_pressure__48e4abf3d2a8,NB48_LOSS_298,train
NB48_LOSS_298__late_game_prize_pressure__f9008558402d,NB48_LOSS_298,train
NB48_LOSS_298__opening_one_energy__023644b273b7,NB48_LOSS_298,train
NB48_LOSS_298__opening_zero_energy__f8bd46c18a82,NB48_LOSS_298,train
NB48_LOSS_298__opponent_under_pressure__4fed3b6e6769,NB48_LOSS_298,train
NB48_LOSS_298__player_under_pressure__db5fde98e894,NB48_LOSS_298,train
NB48_LOSS_30__balanced_midgame__333e794fe71e,NB48_LOSS_30,train
NB48_LOSS_30__counterfactual_side_early__fac75bdcece2,NB48_LOSS_30,train
NB48_LOSS_30__counterfactual_side_late__eda0e45e09f8,NB48_LOSS_30,train
NB48_LOSS_30__critical_hp_decision__ff11664b84e7,NB48_LOSS_30,train
NB48_LOSS_30__early_pressure__afc4aac6e956,NB48_LOSS_30,train
NB48_LOSS_30__late_game_prize_pressure__8fcf58242482,NB48_LOSS_30,train
NB48_LOSS_30__opening_one_energy__6d230ee04153,NB48_LOSS_30,train
NB48_LOSS_30__opening_zero_energy__0fef293f99c6,NB48_LOSS_30,train
NB48_LOSS_30__opponent_under_pressure__9a87311c0162,NB48_LOSS_30,train
NB48_LOSS_30__player_under_pressure__5fefe7a4eab0,NB48_LOSS_30,train
NB48_LOSS_300__balanced_midgame__7be2d7bd2dc2,NB48_LOSS_300,test
NB48_LOSS_300__counterfactual_side_early__6a2c80ce0e0e,NB48_LOSS_300,test
NB48_LOSS_300__counterfactual_side_late__a2fb48598e69,NB48_LOSS_300,test
NB48_LOSS_300__critical_hp_decision__88c98302b6ce,NB48_LOSS_300,test
NB48_LOSS_300__early_pressure__afd0c18169af,NB48_LOSS_300,test
NB48_LOSS_300__late_game_prize_pressure__6990d63d4689,NB48_LOSS_300,test
NB48_LOSS_300__opening_one_energy__75cd0c27dd82,NB48_LOSS_300,test
NB48_LOSS_300__opening_zero_energy__689fe6dc5e62,NB48_LOSS_300,test
NB48_LOSS_300__opponent_under_pressure__c7553082ed98,NB48_LOSS_300,test
NB48_LOSS_300__player_under_pressure__8640ae759784,NB48_LOSS_300,test
NB48_LOSS_34__balanced_midgame__3c59b8c1de5f,NB48_LOSS_34,train
NB48_LOSS_34__counterfactual_side_early__c2dd995fe728,NB48_LOSS_34,train
NB48_LOSS_34__counterfactual_side_late__56a4ceb81236,NB48_LOSS_34,train
NB48_LOSS_34__critical_hp_decision__62f216eca903,NB48_LOSS_34,train
NB48_LOSS_34__early_pressure__5b465c4ebfab,NB48_LOSS_34,train
NB48_LOSS_34__late_game_prize_pressure__952465810b7b,NB48_LOSS_34,train
NB48_LOSS_34__opening_one_energy__f1576ea9f70c,NB48_LOSS_34,train
NB48_LOSS_34__opening_zero_energy__eccab056d5ee,NB48_LOSS_34,train
NB48_LOSS_34__opponent_under_pressure__2f103dfa2dcc,NB48_LOSS_34,train
NB48_LOSS_34__player_under_pressure__03f5b454f393,NB48_LOSS_34,train
NB48_LOSS_4__balanced_midgame__444acef65351,NB48_LOSS_4,train
NB48_LOSS_4__counterfactual_side_early__c60dd6cbc261,NB48_LOSS_4,train
NB48_LOSS_4__counterfactual_side_late__00ff199ccd2a,NB48_LOSS_4,train
NB48_LOSS_4__critical_hp_decision__c4c6752228a0,NB48_LOSS_4,train
NB48_LOSS_4__early_pressure__4e188cacbd13,NB48_LOSS_4,train
NB48_LOSS_4__late_game_prize_pressure__8fe9ea24c639,NB48_LOSS_4,train
NB48_LOSS_4__opening_one_energy__713c98ff198a,NB48_LOSS_4,train
NB48_LOSS_4__opening_zero_energy__254ac6d8ac17,NB48_LOSS_4,train
NB48_LOSS_4__opponent_under_pressure__0e5abab3b1f7,NB48_LOSS_4,train
NB48_LOSS_4__player_under_pressure__eb13568e8ec1,NB48_LOSS_4,train
NB48_LOSS_40__balanced_midgame__c9503cdcfd1c,NB48_LOSS_40,validation
NB48_LOSS_40__counterfactual_side_early__833e0d156436,NB48_LOSS_40,validation
NB48_LOSS_40__counterfactual_side_late__dc47f1996e2a,NB48_LOSS_40,validation
NB48_LOSS_40__critical_hp_decision__c425bbbb25d6,NB48_LOSS_40,validation
NB48_LOSS_40__early_pressure__88e09d54b635,NB48_LOSS_40,validation
NB48_LOSS_40__late_game_prize_pressure__9a49596ed9fd,NB48_LOSS_40,validation
NB48_LOSS_40__opening_one_energy__f291b615149b,NB48_LOSS_40,validation
NB48_LOSS_40__opening_zero_energy__fb847a054f2f,NB48_LOSS_40,validation
NB48_LOSS_40__opponent_under_pressure__f5262b892902,NB48_LOSS_40,validation
NB48_LOSS_40__player_under_pressure__4075aae4fa0b,NB48_LOSS_40,validation
NB48_LOSS_42__balanced_midgame__c6d25e2a56b4,NB48_LOSS_42,train
NB48_LOSS_42__counterfactual_side_early__d8accf42ea1c,NB48_LOSS_42,train
NB48_LOSS_42__counterfactual_side_late__ebde40a6d729,NB48_LOSS_42,train
NB48_LOSS_42__critical_hp_decision__f6723301b544,NB48_LOSS_42,train
NB48_LOSS_42__early_pressure__ebdce48c8408,NB48_LOSS_42,train
NB48_LOSS_42__late_game_prize_pressure__297887355ec6,NB48_LOSS_42,train
NB48_LOSS_42__opening_one_energy__bf3d4dd49168,NB48_LOSS_42,train
NB48_LOSS_42__opening_zero_energy__e6be5f35413f,NB48_LOSS_42,train
NB48_LOSS_42__opponent_under_pressure__65147d5fa54f,NB48_LOSS_42,train
NB48_LOSS_42__player_under_pressure__a6e40e568d5b,NB48_LOSS_42,train
NB48_LOSS_46__balanced_midgame__a53953906fde,NB48_LOSS_46,train
NB48_LOSS_46__counterfactual_side_early__875ca156a954,NB48_LOSS_46,train
NB48_LOSS_46__counterfactual_side_late__f6c2b8e41895,NB48_LOSS_46,train
NB48_LOSS_46__critical_hp_decision__104238d202d1,NB48_LOSS_46,train
NB48_LOSS_46__early_pressure__8cc975458f01,NB48_LOSS_46,train
NB48_LOSS_46__late_game_prize_pressure__cb61c44d11ca,NB48_LOSS_46,train
NB48_LOSS_46__opening_one_energy__f947b6cff0f7,NB48_LOSS_46,train
NB48_LOSS_46__opening_zero_energy__8720d006825e,NB48_LOSS_46,train
NB48_LOSS_46__opponent_under_pressure__b215f69668ae,NB48_LOSS_46,train
NB48_LOSS_46__player_under_pressure__c78f75eb689c,NB48_LOSS_46,train
NB48_LOSS_52__balanced_midgame__e981cb4fd346,NB48_LOSS_52,train
NB48_LOSS_52__counterfactual_side_early__7eb6f8a9569d,NB48_LOSS_52,train
NB48_LOSS_52__counterfactual_side_late__0e8ba02ea0c2,NB48_LOSS_52,train
NB48_LOSS_52__critical_hp_decision__204a7603a6de,NB48_LOSS_52,train
NB48_LOSS_52__early_pressure__02d87611f66b,NB48_LOSS_52,train
NB48_LOSS_52__late_game_prize_pressure__b974ab8aaea6,NB48_LOSS_52,train
NB48_LOSS_52__opening_one_energy__7cbd2b14178d,NB48_LOSS_52,train
NB48_LOSS_52__opening_zero_energy__78045dddd2fc,NB48_LOSS_52,train
NB48_LOSS_52__opponent_under_pressure__219bbad71f62,NB48_LOSS_52,train
NB48_LOSS_52__player_under_pressure__011b73dcc968,NB48_LOSS_52,train
NB48_LOSS_59__balanced_midgame__75c179f4818e,NB48_LOSS_59,test
NB48_LOSS_59__counterfactual_side_early__cfdda66de4a9,NB48_LOSS_59,test
NB48_LOSS_59__counterfactual_side_late__b39234459bfd,NB48_LOSS_59,test
NB48_LOSS_59__critical_hp_decision__c158f6419d0a,NB48_LOSS_59,test
NB48_LOSS_59__early_pressure__8d94b20b9891,NB48_LOSS_59,test
NB48_LOSS_59__late_game_prize_pressure__83b1d9f7b194,NB48_LOSS_59,test
NB48_LOSS_59__opening_one_energy__652a4a27333d,NB48_LOSS_59,test
NB48_LOSS_59__opening_zero_energy__497ce5c9c790,NB48_LOSS_59,test
NB48_LOSS_59__opponent_under_pressure__d1a7d91bab67,NB48_LOSS_59,test
NB48_LOSS_59__player_under_pressure__dd45c05cab38,NB48_LOSS_59,test
NB48_LOSS_6__balanced_midgame__42ea6f00436b,NB48_LOSS_6,train
NB48_LOSS_6__counterfactual_side_early__c1a291514c79,NB48_LOSS_6,train
NB48_LOSS_6__counterfactual_side_late__bd108477450a,NB48_LOSS_6,train
NB48_LOSS_6__critical_hp_decision__53c53f7508bf,NB48_LOSS_6,train
NB48_LOSS_6__early_pressure__a521e496f0c2,NB48_LOSS_6,train
NB48_LOSS_6__late_game_prize_pressure__45baf4a633e4,NB48_LOSS_6,train
NB48_LOSS_6__opening_one_energy__bcaeb3f44f22,NB48_LOSS_6,train
NB48_LOSS_6__opening_zero_energy__07171ace049a,NB48_LOSS_6,train
NB48_LOSS_6__opponent_under_pressure__7b32e0d751d7,NB48_LOSS_6,train
NB48_LOSS_6__player_under_pressure__7aba76b10ff3,NB48_LOSS_6,train
NB48_LOSS_70__balanced_midgame__039abec7129f,NB48_LOSS_70,train
NB48_LOSS_70__counterfactual_side_early__78fda3fd3813,NB48_LOSS_70,train
NB48_LOSS_70__counterfactual_side_late__ceca9c462354,NB48_LOSS_70,train
NB48_LOSS_70__critical_hp_decision__2ee2807242b4,NB48_LOSS_70,train
NB48_LOSS_70__early_pressure__c98fe047ca1c,NB48_LOSS_70,train
NB48_LOSS_70__late_game_prize_pressure__dc4afa8ebb30,NB48_LOSS_70,train
NB48_LOSS_70__opening_one_energy__0cdc480f2910,NB48_LOSS_70,train
NB48_LOSS_70__opening_zero_energy__b4b0d5861393,NB48_LOSS_70,train
NB48_LOSS_70__opponent_under_pressure__09d6adebd8bc,NB48_LOSS_70,train
NB48_LOSS_70__player_under_pressure__99206e7c7204,NB48_LOSS_70,train
NB48_LOSS_71__balanced_midgame__98b20264504a,NB48_LOSS_71,validation
NB48_LOSS_71__counterfactual_side_early__de920ca2e349,NB48_LOSS_71,validation
NB48_LOSS_71__counterfactual_side_late__5b08216264eb,NB48_LOSS_71,validation
