battle_number,scenario_id,base_scenario_id,condition_id,turn_number,current_player,legal_moves,selected_move,raw_predicted_move,confidence,selected_probability,fallback_used,fallback_reason,masking_changed_action,legal_move_list,legal_move_count_recomputed,normalized_raw_prediction,normalized_selected_move,normalized_legal_moves,raw_prediction_legal,masking_changed_action_recomputed,masking_changed_action_stored,decision_category,selected_probability_numeric,selected_masked_probability_numeric,raw_to_selected_probability_gap,masked_probability_gain,condition_name,player_card,opponent_card,starting_side,winner,recorded_turns,starting_player_hp,starting_opponent_hp,starting_player_energy,starting_opponent_energy
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,7,Opponent,['Pass'],Pass,Ascension,0.5226666666666666,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2866666666666666,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,8,Player,['Tuck Tail'],Tuck Tail,Ascension,0.4933333333333333,0.0546666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0546666666666666,0.0,0.4386666666666667,-0.0546666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,9,Opponent,['Pass'],Pass,Ascension,0.5013333333333333,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2653333333333333,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,10,Player,['Tuck Tail'],Tuck Tail,Ascension,0.476,0.0466666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0466666666666666,0.0,0.4293333333333334,-0.0466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,11,Opponent,['Pass'],Pass,Ascension,0.5013333333333333,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2653333333333333,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,12,Player,['Tuck Tail'],Tuck Tail,Ascension,0.476,0.0466666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0466666666666666,0.0,0.4293333333333334,-0.0466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,13,Opponent,['Pass'],Pass,Ascension,0.5013333333333333,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2653333333333333,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,14,Player,['Tuck Tail'],Tuck Tail,Ascension,0.476,0.0466666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0466666666666666,0.0,0.4293333333333334,-0.0466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,15,Opponent,['Pass'],Pass,Ascension,0.5013333333333333,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2653333333333333,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,16,Player,['Tuck Tail'],Tuck Tail,Ascension,0.476,0.0466666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0466666666666666,0.0,0.4293333333333334,-0.0466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,17,Opponent,['Pass'],Pass,Ascension,0.5013333333333333,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2653333333333333,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,18,Player,['Tuck Tail'],Tuck Tail,Ascension,0.476,0.0466666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0466666666666666,0.0,0.4293333333333334,-0.0466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,19,Opponent,['Pass'],Pass,Ascension,0.5013333333333333,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2653333333333333,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,20,Player,['Tuck Tail'],Tuck Tail,Ascension,0.476,0.0466666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0466666666666666,0.0,0.4293333333333334,-0.0466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,21,Opponent,['Pass'],Pass,Ascension,0.5013333333333333,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2653333333333333,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,22,Player,['Tuck Tail'],Tuck Tail,Ascension,0.476,0.0466666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0466666666666666,0.0,0.4293333333333334,-0.0466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,23,Opponent,['Pass'],Pass,Ascension,0.5013333333333333,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2653333333333333,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,24,Player,['Tuck Tail'],Tuck Tail,Ascension,0.476,0.0466666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0466666666666666,0.0,0.4293333333333334,-0.0466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,25,Opponent,['Pass'],Pass,Ascension,0.5013333333333333,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2653333333333333,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,26,Player,['Tuck Tail'],Tuck Tail,Ascension,0.476,0.0466666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0466666666666666,0.0,0.4293333333333334,-0.0466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,27,Opponent,['Pass'],Pass,Ascension,0.5013333333333333,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2653333333333333,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,28,Player,['Tuck Tail'],Tuck Tail,Ascension,0.476,0.0466666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0466666666666666,0.0,0.4293333333333334,-0.0466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,29,Opponent,['Pass'],Pass,Ascension,0.5013333333333333,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2653333333333333,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,30,Player,['Tuck Tail'],Tuck Tail,Ascension,0.476,0.0466666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0466666666666666,0.0,0.4293333333333334,-0.0466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,31,Opponent,['Pass'],Pass,Ascension,0.5013333333333333,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2653333333333333,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,32,Player,['Tuck Tail'],Tuck Tail,Ascension,0.476,0.0466666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0466666666666666,0.0,0.4293333333333334,-0.0466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
19,T52_S007__BASELINE,T52_S007,BASELINE,9,Opponent,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,1.0,1.0,False,,False,"[""Ascension"", ""Quick Attack""]",2,quick attack,quick attack,"[""ascension"", ""quick attack""]",True,False,False,DIRECT,1.0,0.0,0.0,-1.0,Baseline,Bulbasaur,Eevee,Opponent,Opponent,1,20.0,20.0,3,3
20,T52_S007__HP_PRESSURE,T52_S007,HP_PRESSURE,13,Opponent,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,1.0,1.0,False,,False,"[""Ascension"", ""Quick Attack""]",2,quick attack,quick attack,"[""ascension"", ""quick attack""]",True,False,False,DIRECT,1.0,0.0,0.0,-1.0,Player HP Pressure,Bulbasaur,Eevee,Opponent,Opponent,1,10.0,20.0,3,3
21,T52_S007__ENERGY_PRESSURE,T52_S007,ENERGY_PRESSURE,11,Opponent,['Ascension'],Ascension,Ascension,0.552,0.552,False,,False,"[""Ascension""]",1,ascension,ascension,"[""ascension""]",True,False,False,DIRECT,0.552,0.0,0.0,-0.552,Opponent Energy Pressure,Bulbasaur,Eevee,Opponent,Player,4,20.0,20.0,3,1
21,T52_S007__ENERGY_PRESSURE,T52_S007,ENERGY_PRESSURE,12,Player,['Bind Down'],Bind Down,Ascension,0.4666666666666667,0.112,False,,True,"[""Bind Down""]",1,ascension,bind down,"[""bind down""]",False,True,True,MASKED,0.112,0.0,0.3546666666666667,-0.112,Opponent Energy Pressure,Bulbasaur,Eevee,Opponent,Player,4,20.0,20.0,3,1
21,T52_S007__ENERGY_PRESSURE,T52_S007,ENERGY_PRESSURE,13,Opponent,['Ascension'],Ascension,Ascension,0.536,0.536,False,,False,"[""Ascension""]",1,ascension,ascension,"[""ascension""]",True,False,False,DIRECT,0.536,0.0,0.0,-0.536,Opponent Energy Pressure,Bulbasaur,Eevee,Opponent,Player,4,20.0,20.0,3,1
21,T52_S007__ENERGY_PRESSURE,T52_S007,ENERGY_PRESSURE,14,Player,['Bind Down'],Bind Down,Ascension,0.452,0.112,False,,True,"[""Bind Down""]",1,ascension,bind down,"[""bind down""]",False,True,True,MASKED,0.112,0.0,0.34,-0.112,Opponent Energy Pressure,Bulbasaur,Eevee,Opponent,Player,4,20.0,20.0,3,1
22,T52_S008__BASELINE,T52_S008,BASELINE,2,Player,['Ascension'],Ascension,Ascension,0.9893333333333332,0.9893333333333332,False,,False,"[""Ascension""]",1,ascension,ascension,"[""ascension""]",True,False,False,DIRECT,0.9893333333333332,0.0,0.0,-0.9893333333333332,Baseline,Eevee,Charmander,Player,Opponent,6,50.0,80.0,1,1
22,T52_S008__BASELINE,T52_S008,BASELINE,3,Opponent,['Live Coal'],Live Coal,Ascension,0.9453333333333334,0.0506666666666666,False,,True,"[""Live Coal""]",1,ascension,live coal,"[""live coal""]",False,True,True,MASKED,0.0506666666666666,0.0,0.8946666666666667,-0.0506666666666666,Baseline,Eevee,Charmander,Player,Opponent,6,50.0,80.0,1,1
22,T52_S008__BASELINE,T52_S008,BASELINE,4,Player,['Ascension'],Ascension,Ascension,0.9786666666666668,0.9786666666666668,False,,False,"[""Ascension""]",1,ascension,ascension,"[""ascension""]",True,False,False,DIRECT,0.9786666666666668,0.0,0.0,-0.9786666666666668,Baseline,Eevee,Charmander,Player,Opponent,6,50.0,80.0,1,1
22,T52_S008__BASELINE,T52_S008,BASELINE,5,Opponent,['Live Coal'],Live Coal,Ascension,0.9386666666666666,0.0506666666666666,False,,True,"[""Live Coal""]",1,ascension,live coal,"[""live coal""]",False,True,True,MASKED,0.0506666666666666,0.0,0.888,-0.0506666666666666,Baseline,Eevee,Charmander,Player,Opponent,6,50.0,80.0,1,1
22,T52_S008__BASELINE,T52_S008,BASELINE,6,Player,['Ascension'],Ascension,Ascension,0.864,0.864,False,,False,"[""Ascension""]",1,ascension,ascension,"[""ascension""]",True,False,False,DIRECT,0.864,0.0,0.0,-0.864,Baseline,Eevee,Charmander,Player,Opponent,6,50.0,80.0,1,1
22,T52_S008__BASELINE,T52_S008,BASELINE,7,Opponent,['Live Coal'],Live Coal,Ascension,0.8066666666666666,0.072,False,,True,"[""Live Coal""]",1,ascension,live coal,"[""live coal""]",False,True,True,MASKED,0.072,0.0,0.7346666666666667,-0.072,Baseline,Eevee,Charmander,Player,Opponent,6,50.0,80.0,1,1
23,T52_S008__HP_PRESSURE,T52_S008,HP_PRESSURE,6,Player,['Ascension'],Ascension,Ascension,0.928,0.928,False,,False,"[""Ascension""]",1,ascension,ascension,"[""ascension""]",True,False,False,DIRECT,0.928,0.0,0.0,-0.928,Player HP Pressure,Eevee,Charmander,Player,Opponent,4,25.0,80.0,1,1
23,T52_S008__HP_PRESSURE,T52_S008,HP_PRESSURE,7,Opponent,['Live Coal'],Live Coal,Ascension,0.876,0.072,False,,True,"[""Live Coal""]",1,ascension,live coal,"[""live coal""]",False,True,True,MASKED,0.072,0.0,0.804,-0.072,Player HP Pressure,Eevee,Charmander,Player,Opponent,4,25.0,80.0,1,1
23,T52_S008__HP_PRESSURE,T52_S008,HP_PRESSURE,8,Player,['Ascension'],Ascension,Ascension,0.8306666666666667,0.8306666666666667,False,,False,"[""Ascension""]",1,ascension,ascension,"[""ascension""]",True,False,False,DIRECT,0.8306666666666667,0.0,0.0,-0.8306666666666667,Player HP Pressure,Eevee,Charmander,Player,Opponent,4,25.0,80.0,1,1
23,T52_S008__HP_PRESSURE,T52_S008,HP_PRESSURE,9,Opponent,['Live Coal'],Live Coal,Ascension,0.78,0.068,False,,True,"[""Live Coal""]",1,ascension,live coal,"[""live coal""]",False,True,True,MASKED,0.068,0.0,0.712,-0.068,Player HP Pressure,Eevee,Charmander,Player,Opponent,4,25.0,80.0,1,1
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,4,Player,['Ascension'],Ascension,Ascension,0.7293333333333333,0.7293333333333333,False,,False,"[""Ascension""]",1,ascension,ascension,"[""ascension""]",True,False,False,DIRECT,0.7293333333333333,0.0,0.0,-0.7293333333333333,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,5,Opponent,['Pass'],Pass,Ascension,0.6973333333333334,0.2626666666666666,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.2626666666666666,0.0,0.43466666666666676,-0.2626666666666666,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,6,Player,['Ascension'],Ascension,Ascension,0.6826666666666666,0.6826666666666666,False,,False,"[""Ascension""]",1,ascension,ascension,"[""ascension""]",True,False,False,DIRECT,0.6826666666666666,0.0,0.0,-0.6826666666666666,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,7,Opponent,['Pass'],Pass,Ascension,0.6413333333333333,0.2626666666666666,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.2626666666666666,0.0,0.3786666666666667,-0.2626666666666666,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,8,Player,['Ascension'],Ascension,Ascension,0.6506666666666666,0.6506666666666666,False,,False,"[""Ascension""]",1,ascension,ascension,"[""ascension""]",True,False,False,DIRECT,0.6506666666666666,0.0,0.0,-0.6506666666666666,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,9,Opponent,['Pass'],Pass,Ascension,0.6173333333333333,0.2626666666666666,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.2626666666666666,0.0,0.3546666666666667,-0.2626666666666666,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,10,Player,['Ascension'],Ascension,Ascension,0.6306666666666667,0.6306666666666667,False,,False,"[""Ascension""]",1,ascension,ascension,"[""ascension""]",True,False,False,DIRECT,0.6306666666666667,0.0,0.0,-0.6306666666666667,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,11,Opponent,['Pass'],Pass,Ascension,0.6173333333333333,0.2626666666666666,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.2626666666666666,0.0,0.3546666666666667,-0.2626666666666666,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,12,Player,['Ascension'],Ascension,Ascension,0.6306666666666667,0.6306666666666667,False,,False,"[""Ascension""]",1,ascension,ascension,"[""ascension""]",True,False,False,DIRECT,0.6306666666666667,0.0,0.0,-0.6306666666666667,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,13,Opponent,['Pass'],Pass,Ascension,0.6173333333333333,0.2626666666666666,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.2626666666666666,0.0,0.3546666666666667,-0.2626666666666666,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,14,Player,['Ascension'],Ascension,Ascension,0.6306666666666667,0.6306666666666667,False,,False,"[""Ascension""]",1,ascension,ascension,"[""ascension""]",True,False,False,DIRECT,0.6306666666666667,0.0,0.0,-0.6306666666666667,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,15,Opponent,['Pass'],Pass,Ascension,0.6173333333333333,0.2626666666666666,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.2626666666666666,0.0,0.3546666666666667,-0.2626666666666666,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,16,Player,['Ascension'],Ascension,Ascension,0.6306666666666667,0.6306666666666667,False,,False,"[""Ascension""]",1,ascension,ascension,"[""ascension""]",True,False,False,DIRECT,0.6306666666666667,0.0,0.0,-0.6306666666666667,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,17,Opponent,['Pass'],Pass,Ascension,0.6173333333333333,0.2626666666666666,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.2626666666666666,0.0,0.3546666666666667,-0.2626666666666666,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,18,Player,['Ascension'],Ascension,Ascension,0.6306666666666667,0.6306666666666667,False,,False,"[""Ascension""]",1,ascension,ascension,"[""ascension""]",True,False,False,DIRECT,0.6306666666666667,0.0,0.0,-0.6306666666666667,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,19,Opponent,['Pass'],Pass,Ascension,0.6173333333333333,0.2626666666666666,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.2626666666666666,0.0,0.3546666666666667,-0.2626666666666666,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,20,Player,['Ascension'],Ascension,Ascension,0.6306666666666667,0.6306666666666667,False,,False,"[""Ascension""]",1,ascension,ascension,"[""ascension""]",True,False,False,DIRECT,0.6306666666666667,0.0,0.0,-0.6306666666666667,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,21,Opponent,['Pass'],Pass,Ascension,0.6173333333333333,0.2626666666666666,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.2626666666666666,0.0,0.3546666666666667,-0.2626666666666666,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,22,Player,['Ascension'],Ascension,Ascension,0.6306666666666667,0.6306666666666667,False,,False,"[""Ascension""]",1,ascension,ascension,"[""ascension""]",True,False,False,DIRECT,0.6306666666666667,0.0,0.0,-0.6306666666666667,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,23,Opponent,['Pass'],Pass,Ascension,0.6173333333333333,0.2626666666666666,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.2626666666666666,0.0,0.3546666666666667,-0.2626666666666666,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,24,Player,['Ascension'],Ascension,Ascension,0.6306666666666667,0.6306666666666667,False,,False,"[""Ascension""]",1,ascension,ascension,"[""ascension""]",True,False,False,DIRECT,0.6306666666666667,0.0,0.0,-0.6306666666666667,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,25,Opponent,['Pass'],Pass,Ascension,0.6173333333333333,0.2626666666666666,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.2626666666666666,0.0,0.3546666666666667,-0.2626666666666666,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,26,Player,['Ascension'],Ascension,Ascension,0.6306666666666667,0.6306666666666667,False,,False,"[""Ascension""]",1,ascension,ascension,"[""ascension""]",True,False,False,DIRECT,0.6306666666666667,0.0,0.0,-0.6306666666666667,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,27,Opponent,['Pass'],Pass,Ascension,0.6173333333333333,0.2626666666666666,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.2626666666666666,0.0,0.3546666666666667,-0.2626666666666666,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,28,Player,['Ascension'],Ascension,Ascension,0.6306666666666667,0.6306666666666667,False,,False,"[""Ascension""]",1,ascension,ascension,"[""ascension""]",True,False,False,DIRECT,0.6306666666666667,0.0,0.0,-0.6306666666666667,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,29,Opponent,['Pass'],Pass,Ascension,0.6173333333333333,0.2626666666666666,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.2626666666666666,0.0,0.3546666666666667,-0.2626666666666666,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,30,Player,['Ascension'],Ascension,Ascension,0.6306666666666667,0.6306666666666667,False,,False,"[""Ascension""]",1,ascension,ascension,"[""ascension""]",True,False,False,DIRECT,0.6306666666666667,0.0,0.0,-0.6306666666666667,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
24,T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,31,Opponent,['Pass'],Pass,Ascension,0.6173333333333333,0.2626666666666666,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.2626666666666666,0.0,0.3546666666666667,-0.2626666666666666,Opponent Energy Pressure,Eevee,Charmander,Player,Draw,30,50.0,80.0,1,0
