variant_id,source_scenario_id,source_match_id,queue_position,variant_name,variant_seed,side_mode,source_normalized_side,variant_normalized_side,current_player,baseline_name,player_card,opponent_card,turn_number,player_energy,opponent_energy,player_damage,opponent_damage,player_damage_fraction,opponent_damage_fraction,prize_cards_remaining,hand_size,terminal,legal_move_count,accepted,curriculum_priority,hard_example_rank,trace_file
NB48_LOSS_110__late_game_prize_pressure__7763b37ce6d1,NB48_LOSS_110,110,46,late_game_prize_pressure,2558747788,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,9,3,3,32.0,20.0,0.4,0.4,2,3,False,1,True,4.0,46,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_110.jsonl
NB48_LOSS_110__critical_hp_decision__6b0f6b8a3212,NB48_LOSS_110,110,46,critical_hp_decision,1277935044,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,10,4,4,56.0,27.5,0.7,0.55,2,3,False,1,True,4.0,46,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_110.jsonl
NB48_LOSS_110__counterfactual_side_early__67b9e9aab238,NB48_LOSS_110,110,46,counterfactual_side_early,968332468,FLIP,Opponent,Player,Player,Greedy Damage Baseline,Bulbasaur,Eevee,3,1,1,8.0,5.0,0.1,0.1,5,6,False,1,True,4.0,46,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_110.jsonl
NB48_LOSS_110__counterfactual_side_late__ff0828a4a3f6,NB48_LOSS_110,110,46,counterfactual_side_late,3864092087,FLIP,Opponent,Player,Player,Greedy Damage Baseline,Bulbasaur,Eevee,8,3,3,36.0,22.5,0.45,0.45,3,4,False,1,True,4.0,46,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_110.jsonl
NB48_LOSS_114__opening_zero_energy__b8ff08e38020,NB48_LOSS_114,114,47,opening_zero_energy,3179948884,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Charmander,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,4.0,47,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_114.jsonl
NB48_LOSS_114__opening_one_energy__387caa33af81,NB48_LOSS_114,114,47,opening_one_energy,1622117312,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Charmander,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,4.0,47,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_114.jsonl
NB48_LOSS_114__early_pressure__28a36c7b16b6,NB48_LOSS_114,114,47,early_pressure,458045114,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Charmander,Eevee,3,1,2,12.0,2.5,0.15,0.05,5,6,False,1,True,4.0,47,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_114.jsonl
NB48_LOSS_114__balanced_midgame__67cda55a9006,NB48_LOSS_114,114,47,balanced_midgame,843162455,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Charmander,Eevee,5,2,2,20.0,12.5,0.25,0.25,4,5,False,1,True,4.0,47,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_114.jsonl
NB48_LOSS_114__player_under_pressure__b5c4dee6e36b,NB48_LOSS_114,114,47,player_under_pressure,2684794656,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Charmander,Eevee,6,2,3,40.0,7.5,0.5,0.15,4,4,False,1,True,4.0,47,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_114.jsonl
NB48_LOSS_114__opponent_under_pressure__9a45ec3e59da,NB48_LOSS_114,114,47,opponent_under_pressure,1175938290,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Charmander,Eevee,6,3,2,12.0,25.0,0.15,0.5,4,5,False,1,True,4.0,47,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_114.jsonl
NB48_LOSS_114__late_game_prize_pressure__54eaaf6c311f,NB48_LOSS_114,114,47,late_game_prize_pressure,3272454283,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Charmander,Eevee,9,3,3,32.0,20.0,0.4,0.4,2,3,False,1,True,4.0,47,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_114.jsonl
NB48_LOSS_114__critical_hp_decision__c008c094e0a6,NB48_LOSS_114,114,47,critical_hp_decision,3837399292,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Charmander,Eevee,10,4,4,56.0,27.5,0.7,0.55,2,3,False,1,True,4.0,47,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_114.jsonl
NB48_LOSS_114__counterfactual_side_early__915268b14c17,NB48_LOSS_114,114,47,counterfactual_side_early,1833491211,FLIP,Opponent,Player,Player,Greedy Damage Baseline,Charmander,Eevee,3,1,1,8.0,5.0,0.1,0.1,5,6,False,1,True,4.0,47,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_114.jsonl
NB48_LOSS_114__counterfactual_side_late__23b672a5452d,NB48_LOSS_114,114,47,counterfactual_side_late,2709847769,FLIP,Opponent,Player,Player,Greedy Damage Baseline,Charmander,Eevee,8,3,3,36.0,22.5,0.45,0.45,3,4,False,1,True,4.0,47,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_114.jsonl
NB48_LOSS_118__opening_zero_energy__caaf8e18fc2c,NB48_LOSS_118,118,48,opening_zero_energy,1615027528,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Meowth,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,4.0,48,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_118.jsonl
NB48_LOSS_118__opening_one_energy__e1669675b0dc,NB48_LOSS_118,118,48,opening_one_energy,3645327988,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Meowth,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,4.0,48,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_118.jsonl
NB48_LOSS_118__early_pressure__d34e7667602c,NB48_LOSS_118,118,48,early_pressure,2823064992,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Meowth,Eevee,3,1,2,25.5,2.5,0.15,0.05,5,6,False,1,True,4.0,48,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_118.jsonl
NB48_LOSS_118__balanced_midgame__456d66a36e54,NB48_LOSS_118,118,48,balanced_midgame,845177332,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Meowth,Eevee,5,2,2,42.5,12.5,0.25,0.25,4,5,False,1,True,4.0,48,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_118.jsonl
NB48_LOSS_118__player_under_pressure__48c38c7648ec,NB48_LOSS_118,118,48,player_under_pressure,2399244087,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Meowth,Eevee,6,2,3,85.0,7.5,0.5,0.15,4,4,False,1,True,4.0,48,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_118.jsonl
NB48_LOSS_118__opponent_under_pressure__dbe5d5c24728,NB48_LOSS_118,118,48,opponent_under_pressure,3741648352,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Meowth,Eevee,6,3,2,25.5,25.0,0.15,0.5,4,5,False,1,True,4.0,48,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_118.jsonl
NB48_LOSS_118__late_game_prize_pressure__4c0c450d050d,NB48_LOSS_118,118,48,late_game_prize_pressure,4256286859,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Meowth,Eevee,9,3,3,68.0,20.0,0.4,0.4,2,3,False,1,True,4.0,48,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_118.jsonl
NB48_LOSS_118__critical_hp_decision__0a6e50de3771,NB48_LOSS_118,118,48,critical_hp_decision,2130843529,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Meowth,Eevee,10,4,4,119.0,27.5,0.7,0.55,2,3,False,1,True,4.0,48,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_118.jsonl
NB48_LOSS_118__counterfactual_side_early__3a3839c7a7a6,NB48_LOSS_118,118,48,counterfactual_side_early,502228463,FLIP,Opponent,Player,Player,Greedy Damage Baseline,Meowth,Eevee,3,1,1,17.0,5.0,0.1,0.1,5,6,False,1,True,4.0,48,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_118.jsonl
NB48_LOSS_118__counterfactual_side_late__cf78ffd50cbd,NB48_LOSS_118,118,48,counterfactual_side_late,653820253,FLIP,Opponent,Player,Player,Greedy Damage Baseline,Meowth,Eevee,8,3,3,76.5,22.5,0.45,0.45,3,4,False,1,True,4.0,48,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_118.jsonl
NB48_LOSS_122__opening_zero_energy__b1c465502b79,NB48_LOSS_122,122,49,opening_zero_energy,1286803144,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,4.0,49,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_122.jsonl
NB48_LOSS_122__opening_one_energy__03d50a3aeb83,NB48_LOSS_122,122,49,opening_one_energy,3890769212,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,4.0,49,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_122.jsonl
NB48_LOSS_122__early_pressure__0dc9b19831f2,NB48_LOSS_122,122,49,early_pressure,1947578277,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,3,1,2,12.0,2.5,0.15,0.05,5,6,False,1,True,4.0,49,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_122.jsonl
NB48_LOSS_122__balanced_midgame__87250ce26397,NB48_LOSS_122,122,49,balanced_midgame,1176047536,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,5,2,2,20.0,12.5,0.25,0.25,4,5,False,1,True,4.0,49,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_122.jsonl
NB48_LOSS_122__player_under_pressure__bb450082c558,NB48_LOSS_122,122,49,player_under_pressure,697776117,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,6,2,3,40.0,7.5,0.5,0.15,4,4,False,1,True,4.0,49,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_122.jsonl
NB48_LOSS_122__opponent_under_pressure__bc5db4d15430,NB48_LOSS_122,122,49,opponent_under_pressure,2998553963,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,6,3,2,12.0,25.0,0.15,0.5,4,5,False,1,True,4.0,49,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_122.jsonl
NB48_LOSS_122__late_game_prize_pressure__62f09ebb13e9,NB48_LOSS_122,122,49,late_game_prize_pressure,3298886480,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,9,3,3,32.0,20.0,0.4,0.4,2,3,False,1,True,4.0,49,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_122.jsonl
NB48_LOSS_122__critical_hp_decision__89f38d910c68,NB48_LOSS_122,122,49,critical_hp_decision,2211988911,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,10,4,4,56.0,27.5,0.7,0.55,2,3,False,1,True,4.0,49,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_122.jsonl
NB48_LOSS_122__counterfactual_side_early__4e84bb63c378,NB48_LOSS_122,122,49,counterfactual_side_early,2328407744,FLIP,Opponent,Player,Player,Greedy Damage Baseline,Bulbasaur,Eevee,3,1,1,8.0,5.0,0.1,0.1,5,6,False,1,True,4.0,49,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_122.jsonl
NB48_LOSS_122__counterfactual_side_late__0df4f0e8f6dc,NB48_LOSS_122,122,49,counterfactual_side_late,3938554782,FLIP,Opponent,Player,Player,Greedy Damage Baseline,Bulbasaur,Eevee,8,3,3,36.0,22.5,0.45,0.45,3,4,False,1,True,4.0,49,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_122.jsonl
NB48_LOSS_126__opening_zero_energy__a445ef92e6b0,NB48_LOSS_126,126,50,opening_zero_energy,1681606487,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Charmander,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,4.0,50,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_126.jsonl
NB48_LOSS_126__opening_one_energy__6027d5249c4f,NB48_LOSS_126,126,50,opening_one_energy,1887426308,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Charmander,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,4.0,50,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_126.jsonl
NB48_LOSS_126__early_pressure__2de64ad746c1,NB48_LOSS_126,126,50,early_pressure,2710383153,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Charmander,Eevee,3,1,2,12.0,2.5,0.15,0.05,5,6,False,1,True,4.0,50,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_126.jsonl
NB48_LOSS_126__balanced_midgame__cac7693e50ee,NB48_LOSS_126,126,50,balanced_midgame,3983633670,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Charmander,Eevee,5,2,2,20.0,12.5,0.25,0.25,4,5,False,1,True,4.0,50,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_126.jsonl
NB48_LOSS_126__player_under_pressure__cdec29cf20f6,NB48_LOSS_126,126,50,player_under_pressure,1251910043,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Charmander,Eevee,6,2,3,40.0,7.5,0.5,0.15,4,4,False,1,True,4.0,50,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_126.jsonl
NB48_LOSS_126__opponent_under_pressure__90b85cc8af28,NB48_LOSS_126,126,50,opponent_under_pressure,1163225060,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Charmander,Eevee,6,3,2,12.0,25.0,0.15,0.5,4,5,False,1,True,4.0,50,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_126.jsonl
NB48_LOSS_126__late_game_prize_pressure__31b694e36380,NB48_LOSS_126,126,50,late_game_prize_pressure,4058929771,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Charmander,Eevee,9,3,3,32.0,20.0,0.4,0.4,2,3,False,1,True,4.0,50,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_126.jsonl
NB48_LOSS_126__critical_hp_decision__b1186dd2d827,NB48_LOSS_126,126,50,critical_hp_decision,3193535102,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Charmander,Eevee,10,4,4,56.0,27.5,0.7,0.55,2,3,False,1,True,4.0,50,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_126.jsonl
NB48_LOSS_126__counterfactual_side_early__4d39272541de,NB48_LOSS_126,126,50,counterfactual_side_early,2697526104,FLIP,Opponent,Player,Player,Greedy Damage Baseline,Charmander,Eevee,3,1,1,8.0,5.0,0.1,0.1,5,6,False,1,True,4.0,50,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_126.jsonl
NB48_LOSS_126__counterfactual_side_late__0194b51fe618,NB48_LOSS_126,126,50,counterfactual_side_late,1798743131,FLIP,Opponent,Player,Player,Greedy Damage Baseline,Charmander,Eevee,8,3,3,36.0,22.5,0.45,0.45,3,4,False,1,True,4.0,50,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_126.jsonl
NB48_LOSS_130__opening_zero_energy__dee25ca75ca0,NB48_LOSS_130,130,51,opening_zero_energy,343136326,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Meowth,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,4.0,51,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_130.jsonl
NB48_LOSS_130__opening_one_energy__4c5971d39c0f,NB48_LOSS_130,130,51,opening_one_energy,1272274203,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Meowth,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,4.0,51,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_130.jsonl
NB48_LOSS_130__early_pressure__9a5b9400f1ce,NB48_LOSS_130,130,51,early_pressure,1301906970,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Meowth,Eevee,3,1,2,25.5,2.5,0.15,0.05,5,6,False,1,True,4.0,51,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_130.jsonl
NB48_LOSS_130__balanced_midgame__d4660f2ec4bd,NB48_LOSS_130,130,51,balanced_midgame,3151014569,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Meowth,Eevee,5,2,2,42.5,12.5,0.25,0.25,4,5,False,1,True,4.0,51,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_130.jsonl
NB48_LOSS_130__player_under_pressure__23e53d8f1db0,NB48_LOSS_130,130,51,player_under_pressure,2697305723,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Meowth,Eevee,6,2,3,85.0,7.5,0.5,0.15,4,4,False,1,True,4.0,51,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_130.jsonl
NB48_LOSS_130__opponent_under_pressure__b0e002054de1,NB48_LOSS_130,130,51,opponent_under_pressure,722529390,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Meowth,Eevee,6,3,2,25.5,25.0,0.15,0.5,4,5,False,1,True,4.0,51,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_130.jsonl
NB48_LOSS_130__late_game_prize_pressure__3966361485a6,NB48_LOSS_130,130,51,late_game_prize_pressure,603693885,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Meowth,Eevee,9,3,3,68.0,20.0,0.4,0.4,2,3,False,1,True,4.0,51,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_130.jsonl
NB48_LOSS_130__critical_hp_decision__5ca9f29d2c7a,NB48_LOSS_130,130,51,critical_hp_decision,941970296,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Meowth,Eevee,10,4,4,119.0,27.5,0.7,0.55,2,3,False,1,True,4.0,51,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_130.jsonl
NB48_LOSS_130__counterfactual_side_early__ad8c37f83282,NB48_LOSS_130,130,51,counterfactual_side_early,96315615,FLIP,Opponent,Player,Player,Greedy Damage Baseline,Meowth,Eevee,3,1,1,17.0,5.0,0.1,0.1,5,6,False,1,True,4.0,51,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_130.jsonl
NB48_LOSS_130__counterfactual_side_late__30d92584b141,NB48_LOSS_130,130,51,counterfactual_side_late,790054766,FLIP,Opponent,Player,Player,Greedy Damage Baseline,Meowth,Eevee,8,3,3,76.5,22.5,0.45,0.45,3,4,False,1,True,4.0,51,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_130.jsonl
NB48_LOSS_134__opening_zero_energy__c3b9e6f95df8,NB48_LOSS_134,134,52,opening_zero_energy,656197960,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,4.0,52,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_134.jsonl
NB48_LOSS_134__opening_one_energy__cdbd89e746d1,NB48_LOSS_134,134,52,opening_one_energy,68021479,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,4.0,52,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_134.jsonl
NB48_LOSS_134__early_pressure__5ec353e6546e,NB48_LOSS_134,134,52,early_pressure,2492429471,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,3,1,2,12.0,2.5,0.15,0.05,5,6,False,1,True,4.0,52,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_134.jsonl
NB48_LOSS_134__balanced_midgame__973223dfb997,NB48_LOSS_134,134,52,balanced_midgame,1700670463,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,5,2,2,20.0,12.5,0.25,0.25,4,5,False,1,True,4.0,52,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_134.jsonl
NB48_LOSS_134__player_under_pressure__9cc1e8529b96,NB48_LOSS_134,134,52,player_under_pressure,4288037575,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,6,2,3,40.0,7.5,0.5,0.15,4,4,False,1,True,4.0,52,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_134.jsonl
NB48_LOSS_134__opponent_under_pressure__74f9c4056858,NB48_LOSS_134,134,52,opponent_under_pressure,1269091058,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,6,3,2,12.0,25.0,0.15,0.5,4,5,False,1,True,4.0,52,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_134.jsonl
NB48_LOSS_134__late_game_prize_pressure__7d69319f645f,NB48_LOSS_134,134,52,late_game_prize_pressure,58750041,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,9,3,3,32.0,20.0,0.4,0.4,2,3,False,1,True,4.0,52,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_134.jsonl
NB48_LOSS_134__critical_hp_decision__60c39950a9ee,NB48_LOSS_134,134,52,critical_hp_decision,680789085,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Bulbasaur,Eevee,10,4,4,56.0,27.5,0.7,0.55,2,3,False,1,True,4.0,52,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_134.jsonl
