comparison_case_id,strategy_a,strategy_b,maximum_case_difference,mean_case_difference,l1_case_difference,prediction_a,prediction_b,predictions_match
4WE_PAIR_010_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04800000000000004,0.016666666666666677,0.10000000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_013_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04800000000000004,0.016666666666666677,0.10000000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_014_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04800000000000004,0.016666666666666677,0.10000000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_018_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04800000000000004,0.016666666666666677,0.10000000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_019_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04800000000000004,0.016666666666666677,0.10000000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_004_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04800000000000004,0.016666666666666673,0.10000000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_007_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04800000000000004,0.016666666666666673,0.10000000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_007_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04800000000000004,0.016666666666666673,0.10000000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_017_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04800000000000004,0.016666666666666673,0.10000000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_017_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04800000000000004,0.016666666666666673,0.10000000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_022_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.04800000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_023_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.04800000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_023_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.04800000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_005_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04800000000000004,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_005_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04800000000000004,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_006_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04800000000000004,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_006_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04800000000000004,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_012_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04800000000000004,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_012_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04800000000000004,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_015_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04800000000000004,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_021_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04800000000000004,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_006_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.04800000000000004,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_003_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.017333333333333322,0.10399999999999993,Quick Attack,Quick Attack,True
4WE_PAIR_010_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.017333333333333322,0.10399999999999993,Quick Attack,Quick Attack,True
4WE_PAIR_001_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_002_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_003_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_003_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_004_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_008_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_009_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_010_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_010_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_013_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_013_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_014_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_014_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_018_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_018_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_019_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_019_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_020_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999999,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_023_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999999,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_023_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999999,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_015_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999999,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_021_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999999,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_007_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999993,0.017999999999999988,0.10799999999999993,Quick Attack,Quick Attack,True
4WE_PAIR_007_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999993,0.017999999999999988,0.10799999999999993,Quick Attack,Quick Attack,True
4WE_PAIR_007_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999993,0.017999999999999988,0.10799999999999993,Quick Attack,Quick Attack,True
4WE_PAIR_017_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999993,0.017999999999999988,0.10799999999999993,Quick Attack,Quick Attack,True
4WE_PAIR_017_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999993,0.017999999999999988,0.10799999999999993,Quick Attack,Quick Attack,True
4WE_PAIR_022_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.04799999999999993,0.01599999999999999,0.09599999999999995,Quick Attack,Quick Attack,True
4WE_PAIR_001_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_002_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_002_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_008_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_009_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_009_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_013_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_014_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_014_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_018_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_019_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_019_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_004_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_004_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_011_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01533333333333334,0.09200000000000004,Quick Attack,Quick Attack,True
4WE_PAIR_020_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01533333333333334,0.09200000000000004,Quick Attack,Quick Attack,True
4WE_PAIR_016_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04600000000000004,0.015333333333333338,0.09200000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_016_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04600000000000004,0.015333333333333338,0.09200000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_005_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.015333333333333338,0.09200000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_012_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.015333333333333338,0.09200000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_022_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04600000000000001,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_023_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04600000000000001,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_002_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_009_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_014_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_019_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_002_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_002_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_009_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_009_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_014_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_014_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_019_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_019_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_003_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_010_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_020_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.045999999999999985,0.015333333333333338,0.09200000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_022_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.045999999999999985,0.015333333333333338,0.09200000000000003,Quick Attack,Quick Attack,True
4WE_PAIR_007_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04599999999999993,0.017333333333333322,0.10399999999999994,Quick Attack,Quick Attack,True
4WE_PAIR_017_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04599999999999993,0.017333333333333322,0.10399999999999994,Quick Attack,Quick Attack,True
4WE_PAIR_017_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04599999999999993,0.017333333333333322,0.10399999999999994,Quick Attack,Quick Attack,True
4WE_PAIR_001_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_001_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_008_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_008_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_013_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_013_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_018_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_018_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_020_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.014666666666666675,0.08800000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_011_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.014666666666666673,0.08800000000000004,Quick Attack,Quick Attack,True
4WE_PAIR_022_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.014666666666666673,0.08800000000000004,Quick Attack,Quick Attack,True
4WE_PAIR_015_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04400000000000004,0.01466666666666667,0.08800000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_015_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04400000000000004,0.01466666666666667,0.08800000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_021_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04400000000000004,0.01466666666666667,0.08800000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_021_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04400000000000004,0.01466666666666667,0.08800000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_001_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_007_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_007_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_007_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_008_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_013_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_017_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_017_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_017_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_018_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_001_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015333333333333319,0.09199999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_001_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015333333333333319,0.09199999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_002_V04__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015333333333333319,0.09199999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_008_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015333333333333319,0.09199999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_008_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015333333333333319,0.09199999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_009_V04__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015333333333333319,0.09199999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_013_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015333333333333319,0.09199999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_013_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015333333333333319,0.09199999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_014_V04__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015333333333333319,0.09199999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_018_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015333333333333319,0.09199999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_018_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015333333333333319,0.09199999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_019_V04__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015333333333333319,0.09199999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_011_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.043999999999999984,0.01466666666666667,0.08800000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_022_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.043999999999999984,0.01466666666666667,0.08800000000000002,Quick Attack,Quick Attack,True
