turn_number,player_energy,opponent_energy,player_damage,opponent_damage,prize_cards_remaining,hand_size,recomputed_legal_move_count,acting_energy,defending_energy,energy_difference,absolute_energy_difference,acting_damage,defending_damage,damage_difference,absolute_damage_difference,single_legal_move_flag,multi_legal_move_flag,model_choice_required_flag,is_legal__ascension,is_legal__bind_down,is_legal__live_coal,is_legal__pass,is_legal__quick_attack,is_legal__tuck_tail,active_card_can_use__ascension,active_card_can_use__bind_down,active_card_can_use__live_coal,active_card_can_use__pass,active_card_can_use__quick_attack,active_card_can_use__tuck_tail,current_side,side_mode,player_card,opponent_card,active_card,inactive_card,legal_move_signature,battle_phase,energy_band,damage_band,comparison_case_id,expanded_pair_id,evaluation_side,source_scenario_id,expansion_variant_id
2.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,EARLY,READY,LOW_DAMAGE,4WE_PAIR_013_V04__OPPONENT,4WE_PAIR_013_V04,Opponent,T52_S003__BASELINE,EEVEE_ENERGY_ADVANTAGE
2.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,EARLY,READY,LOW_DAMAGE,4WE_PAIR_013_V04__PLAYER,4WE_PAIR_013_V04,Player,T52_S003__BASELINE,EEVEE_ENERGY_ADVANTAGE
4.0,3.0,3.0,0.0,0.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,MID,READY,LOW_DAMAGE,4WE_PAIR_014_V01__OPPONENT,4WE_PAIR_014_V01,Opponent,T52_S003__BASELINE,OBSERVED_ENERGY_CONTEXT
4.0,3.0,3.0,0.0,0.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,MID,READY,LOW_DAMAGE,4WE_PAIR_014_V01__PLAYER,4WE_PAIR_014_V01,Player,T52_S003__BASELINE,OBSERVED_ENERGY_CONTEXT
4.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,MID,LOW,LOW_DAMAGE,4WE_PAIR_014_V02__OPPONENT,4WE_PAIR_014_V02,Opponent,T52_S003__BASELINE,MINIMUM_MULTI_ACTION_ENERGY
4.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,MID,LOW,LOW_DAMAGE,4WE_PAIR_014_V02__PLAYER,4WE_PAIR_014_V02,Player,T52_S003__BASELINE,MINIMUM_MULTI_ACTION_ENERGY
4.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,MID,LOW,LOW_DAMAGE,4WE_PAIR_014_V03__OPPONENT,4WE_PAIR_014_V03,Opponent,T52_S003__BASELINE,SYMMETRIC_TWO_ENERGY
4.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,MID,LOW,LOW_DAMAGE,4WE_PAIR_014_V03__PLAYER,4WE_PAIR_014_V03,Player,T52_S003__BASELINE,SYMMETRIC_TWO_ENERGY
4.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,MID,READY,LOW_DAMAGE,4WE_PAIR_014_V04__OPPONENT,4WE_PAIR_014_V04,Opponent,T52_S003__BASELINE,EEVEE_ENERGY_ADVANTAGE
4.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,MID,READY,LOW_DAMAGE,4WE_PAIR_014_V04__PLAYER,4WE_PAIR_014_V04,Player,T52_S003__BASELINE,EEVEE_ENERGY_ADVANTAGE
2.0,3.0,3.0,30.0,0.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,30.0,-30.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,EARLY,READY,LOW_DAMAGE,4WE_PAIR_015_V01__OPPONENT,4WE_PAIR_015_V01,Opponent,T52_S003__HP_PRESSURE,OBSERVED_ENERGY_CONTEXT
2.0,3.0,3.0,0.0,30.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,30.0,-30.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,EARLY,READY,LOW_DAMAGE,4WE_PAIR_015_V01__PLAYER,4WE_PAIR_015_V01,Player,T52_S003__HP_PRESSURE,OBSERVED_ENERGY_CONTEXT
2.0,3.0,2.0,30.0,0.0,2.0,3.0,2.0,2.0,3.0,-1.0,1.0,0.0,30.0,-30.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,EARLY,LOW,LOW_DAMAGE,4WE_PAIR_015_V02__OPPONENT,4WE_PAIR_015_V02,Opponent,T52_S003__HP_PRESSURE,MINIMUM_MULTI_ACTION_ENERGY
2.0,2.0,3.0,0.0,30.0,2.0,3.0,2.0,2.0,3.0,-1.0,1.0,0.0,30.0,-30.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,EARLY,LOW,LOW_DAMAGE,4WE_PAIR_015_V02__PLAYER,4WE_PAIR_015_V02,Player,T52_S003__HP_PRESSURE,MINIMUM_MULTI_ACTION_ENERGY
2.0,2.0,2.0,30.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,30.0,-30.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,EARLY,LOW,LOW_DAMAGE,4WE_PAIR_015_V03__OPPONENT,4WE_PAIR_015_V03,Opponent,T52_S003__HP_PRESSURE,SYMMETRIC_TWO_ENERGY
2.0,2.0,2.0,0.0,30.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,30.0,-30.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,EARLY,LOW,LOW_DAMAGE,4WE_PAIR_015_V03__PLAYER,4WE_PAIR_015_V03,Player,T52_S003__HP_PRESSURE,SYMMETRIC_TWO_ENERGY
2.0,2.0,3.0,30.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,30.0,-30.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,EARLY,READY,LOW_DAMAGE,4WE_PAIR_015_V04__OPPONENT,4WE_PAIR_015_V04,Opponent,T52_S003__HP_PRESSURE,EEVEE_ENERGY_ADVANTAGE
2.0,3.0,2.0,0.0,30.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,30.0,-30.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,EARLY,READY,LOW_DAMAGE,4WE_PAIR_015_V04__PLAYER,4WE_PAIR_015_V04,Player,T52_S003__HP_PRESSURE,EEVEE_ENERGY_ADVANTAGE
4.0,3.0,3.0,30.0,0.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,30.0,-30.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,MID,READY,LOW_DAMAGE,4WE_PAIR_016_V01__OPPONENT,4WE_PAIR_016_V01,Opponent,T52_S003__HP_PRESSURE,OBSERVED_ENERGY_CONTEXT
4.0,3.0,3.0,0.0,30.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,30.0,-30.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,MID,READY,LOW_DAMAGE,4WE_PAIR_016_V01__PLAYER,4WE_PAIR_016_V01,Player,T52_S003__HP_PRESSURE,OBSERVED_ENERGY_CONTEXT
4.0,3.0,2.0,30.0,0.0,2.0,3.0,2.0,2.0,3.0,-1.0,1.0,0.0,30.0,-30.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,MID,LOW,LOW_DAMAGE,4WE_PAIR_016_V02__OPPONENT,4WE_PAIR_016_V02,Opponent,T52_S003__HP_PRESSURE,MINIMUM_MULTI_ACTION_ENERGY
4.0,2.0,3.0,0.0,30.0,2.0,3.0,2.0,2.0,3.0,-1.0,1.0,0.0,30.0,-30.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,MID,LOW,LOW_DAMAGE,4WE_PAIR_016_V02__PLAYER,4WE_PAIR_016_V02,Player,T52_S003__HP_PRESSURE,MINIMUM_MULTI_ACTION_ENERGY
4.0,2.0,2.0,30.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,30.0,-30.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,MID,LOW,LOW_DAMAGE,4WE_PAIR_016_V03__OPPONENT,4WE_PAIR_016_V03,Opponent,T52_S003__HP_PRESSURE,SYMMETRIC_TWO_ENERGY
4.0,2.0,2.0,0.0,30.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,30.0,-30.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,MID,LOW,LOW_DAMAGE,4WE_PAIR_016_V03__PLAYER,4WE_PAIR_016_V03,Player,T52_S003__HP_PRESSURE,SYMMETRIC_TWO_ENERGY
4.0,2.0,3.0,30.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,30.0,-30.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,MID,READY,LOW_DAMAGE,4WE_PAIR_016_V04__OPPONENT,4WE_PAIR_016_V04,Opponent,T52_S003__HP_PRESSURE,EEVEE_ENERGY_ADVANTAGE
4.0,3.0,2.0,0.0,30.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,30.0,-30.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,MID,READY,LOW_DAMAGE,4WE_PAIR_016_V04__PLAYER,4WE_PAIR_016_V04,Player,T52_S003__HP_PRESSURE,EEVEE_ENERGY_ADVANTAGE
1.0,3.0,3.0,0.0,0.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,EARLY,READY,LOW_DAMAGE,4WE_PAIR_017_V01__OPPONENT,4WE_PAIR_017_V01,Opponent,T52_S004__BASELINE,OBSERVED_ENERGY_CONTEXT
1.0,3.0,3.0,0.0,0.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,EARLY,READY,LOW_DAMAGE,4WE_PAIR_017_V01__PLAYER,4WE_PAIR_017_V01,Player,T52_S004__BASELINE,OBSERVED_ENERGY_CONTEXT
1.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,EARLY,LOW,LOW_DAMAGE,4WE_PAIR_017_V02__OPPONENT,4WE_PAIR_017_V02,Opponent,T52_S004__BASELINE,MINIMUM_MULTI_ACTION_ENERGY
1.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,EARLY,LOW,LOW_DAMAGE,4WE_PAIR_017_V02__PLAYER,4WE_PAIR_017_V02,Player,T52_S004__BASELINE,MINIMUM_MULTI_ACTION_ENERGY
1.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,EARLY,LOW,LOW_DAMAGE,4WE_PAIR_017_V03__OPPONENT,4WE_PAIR_017_V03,Opponent,T52_S004__BASELINE,SYMMETRIC_TWO_ENERGY
1.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,EARLY,LOW,LOW_DAMAGE,4WE_PAIR_017_V03__PLAYER,4WE_PAIR_017_V03,Player,T52_S004__BASELINE,SYMMETRIC_TWO_ENERGY
1.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,EARLY,READY,LOW_DAMAGE,4WE_PAIR_017_V04__OPPONENT,4WE_PAIR_017_V04,Opponent,T52_S004__BASELINE,EEVEE_ENERGY_ADVANTAGE
1.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,EARLY,READY,LOW_DAMAGE,4WE_PAIR_017_V04__PLAYER,4WE_PAIR_017_V04,Player,T52_S004__BASELINE,EEVEE_ENERGY_ADVANTAGE
3.0,3.0,3.0,0.0,0.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,EARLY,READY,LOW_DAMAGE,4WE_PAIR_018_V01__OPPONENT,4WE_PAIR_018_V01,Opponent,T52_S004__BASELINE,OBSERVED_ENERGY_CONTEXT
3.0,3.0,3.0,0.0,0.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,EARLY,READY,LOW_DAMAGE,4WE_PAIR_018_V01__PLAYER,4WE_PAIR_018_V01,Player,T52_S004__BASELINE,OBSERVED_ENERGY_CONTEXT
3.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,EARLY,LOW,LOW_DAMAGE,4WE_PAIR_018_V02__OPPONENT,4WE_PAIR_018_V02,Opponent,T52_S004__BASELINE,MINIMUM_MULTI_ACTION_ENERGY
3.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,EARLY,LOW,LOW_DAMAGE,4WE_PAIR_018_V02__PLAYER,4WE_PAIR_018_V02,Player,T52_S004__BASELINE,MINIMUM_MULTI_ACTION_ENERGY
3.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,EARLY,LOW,LOW_DAMAGE,4WE_PAIR_018_V03__OPPONENT,4WE_PAIR_018_V03,Opponent,T52_S004__BASELINE,SYMMETRIC_TWO_ENERGY
3.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,EARLY,LOW,LOW_DAMAGE,4WE_PAIR_018_V03__PLAYER,4WE_PAIR_018_V03,Player,T52_S004__BASELINE,SYMMETRIC_TWO_ENERGY
3.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,EARLY,READY,LOW_DAMAGE,4WE_PAIR_018_V04__OPPONENT,4WE_PAIR_018_V04,Opponent,T52_S004__BASELINE,EEVEE_ENERGY_ADVANTAGE
3.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,EARLY,READY,LOW_DAMAGE,4WE_PAIR_018_V04__PLAYER,4WE_PAIR_018_V04,Player,T52_S004__BASELINE,EEVEE_ENERGY_ADVANTAGE
5.0,3.0,3.0,0.0,0.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,MID,READY,LOW_DAMAGE,4WE_PAIR_019_V01__OPPONENT,4WE_PAIR_019_V01,Opponent,T52_S004__BASELINE,OBSERVED_ENERGY_CONTEXT
5.0,3.0,3.0,0.0,0.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,MID,READY,LOW_DAMAGE,4WE_PAIR_019_V01__PLAYER,4WE_PAIR_019_V01,Player,T52_S004__BASELINE,OBSERVED_ENERGY_CONTEXT
5.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,MID,LOW,LOW_DAMAGE,4WE_PAIR_019_V02__OPPONENT,4WE_PAIR_019_V02,Opponent,T52_S004__BASELINE,MINIMUM_MULTI_ACTION_ENERGY
5.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,MID,LOW,LOW_DAMAGE,4WE_PAIR_019_V02__PLAYER,4WE_PAIR_019_V02,Player,T52_S004__BASELINE,MINIMUM_MULTI_ACTION_ENERGY
5.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,MID,LOW,LOW_DAMAGE,4WE_PAIR_019_V03__OPPONENT,4WE_PAIR_019_V03,Opponent,T52_S004__BASELINE,SYMMETRIC_TWO_ENERGY
5.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,MID,LOW,LOW_DAMAGE,4WE_PAIR_019_V03__PLAYER,4WE_PAIR_019_V03,Player,T52_S004__BASELINE,SYMMETRIC_TWO_ENERGY
5.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,MID,READY,LOW_DAMAGE,4WE_PAIR_019_V04__OPPONENT,4WE_PAIR_019_V04,Opponent,T52_S004__BASELINE,EEVEE_ENERGY_ADVANTAGE
5.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,MID,READY,LOW_DAMAGE,4WE_PAIR_019_V04__PLAYER,4WE_PAIR_019_V04,Player,T52_S004__BASELINE,EEVEE_ENERGY_ADVANTAGE
1.0,3.0,3.0,30.0,0.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,30.0,-30.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,EARLY,READY,LOW_DAMAGE,4WE_PAIR_020_V01__OPPONENT,4WE_PAIR_020_V01,Opponent,T52_S004__HP_PRESSURE,OBSERVED_ENERGY_CONTEXT
1.0,3.0,3.0,0.0,30.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,30.0,-30.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Player,PRESERVE,Eevee,Charmander,Eevee,Charmander,ascension | quick attack,EARLY,READY,LOW_DAMAGE,4WE_PAIR_020_V01__PLAYER,4WE_PAIR_020_V01,Player,T52_S004__HP_PRESSURE,OBSERVED_ENERGY_CONTEXT
1.0,3.0,2.0,30.0,0.0,2.0,3.0,2.0,2.0,3.0,-1.0,1.0,0.0,30.0,-30.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Opponent,PRESERVE,Charmander,Eevee,Eevee,Charmander,ascension | quick attack,EARLY,LOW,LOW_DAMAGE,4WE_PAIR_020_V02__OPPONENT,4WE_PAIR_020_V02,Opponent,T52_S004__HP_PRESSURE,MINIMUM_MULTI_ACTION_ENERGY
