comparison_case_id,strategy_a,strategy_b,maximum_case_difference,mean_case_difference,l1_case_difference,prediction_a,prediction_b,predictions_match,maximum_probability_difference,mean_probability_difference,l1_probability_difference,global_rank
4WE_PAIR_017_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04800000000000004,0.016666666666666673,0.10000000000000003,Quick Attack,Quick Attack,True,0.04800000000000004,0.016666666666666673,0.10000000000000003,575
4WE_PAIR_017_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04800000000000004,0.016666666666666673,0.10000000000000003,Quick Attack,Quick Attack,True,0.04800000000000004,0.016666666666666673,0.10000000000000003,576
4WE_PAIR_022_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.04800000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04800000000000004,0.01600000000000001,0.09600000000000006,577
4WE_PAIR_023_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.04800000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04800000000000004,0.01600000000000001,0.09600000000000006,578
4WE_PAIR_023_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.04800000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04800000000000004,0.01600000000000001,0.09600000000000006,579
4WE_PAIR_005_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04800000000000004,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True,0.04800000000000004,0.016000000000000004,0.09600000000000003,580
4WE_PAIR_005_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04800000000000004,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True,0.04800000000000004,0.016000000000000004,0.09600000000000003,581
4WE_PAIR_006_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04800000000000004,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True,0.04800000000000004,0.016000000000000004,0.09600000000000003,582
4WE_PAIR_006_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04800000000000004,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True,0.04800000000000004,0.016000000000000004,0.09600000000000003,583
4WE_PAIR_012_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04800000000000004,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True,0.04800000000000004,0.016000000000000004,0.09600000000000003,584
4WE_PAIR_012_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04800000000000004,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True,0.04800000000000004,0.016000000000000004,0.09600000000000003,585
4WE_PAIR_015_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04800000000000004,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True,0.04800000000000004,0.016000000000000004,0.09600000000000003,586
4WE_PAIR_021_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04800000000000004,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True,0.04800000000000004,0.016000000000000004,0.09600000000000003,587
4WE_PAIR_006_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.04800000000000004,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True,0.04800000000000004,0.016000000000000004,0.09600000000000003,588
4WE_PAIR_003_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.017333333333333322,0.10399999999999993,Quick Attack,Quick Attack,True,0.048,0.017333333333333322,0.10399999999999993,589
4WE_PAIR_010_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.017333333333333322,0.10399999999999993,Quick Attack,Quick Attack,True,0.048,0.017333333333333322,0.10399999999999993,590
4WE_PAIR_001_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,591
4WE_PAIR_002_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,592
4WE_PAIR_003_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,593
4WE_PAIR_003_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,594
4WE_PAIR_004_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,595
4WE_PAIR_008_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,596
4WE_PAIR_009_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,597
4WE_PAIR_010_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,598
4WE_PAIR_010_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,599
4WE_PAIR_013_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,600
4WE_PAIR_013_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,601
4WE_PAIR_014_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,602
4WE_PAIR_014_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,603
4WE_PAIR_018_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,604
4WE_PAIR_018_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,605
4WE_PAIR_019_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,606
4WE_PAIR_019_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,607
4WE_PAIR_020_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999999,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True,0.04799999999999999,0.016000000000000004,0.09600000000000003,608
4WE_PAIR_023_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999999,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True,0.04799999999999999,0.016000000000000004,0.09600000000000003,609
4WE_PAIR_023_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999999,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True,0.04799999999999999,0.016000000000000004,0.09600000000000003,610
4WE_PAIR_015_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999999,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.04799999999999999,0.015999999999999986,0.09599999999999992,611
4WE_PAIR_021_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999999,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.04799999999999999,0.015999999999999986,0.09599999999999992,612
4WE_PAIR_007_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999993,0.017999999999999988,0.10799999999999993,Quick Attack,Quick Attack,True,0.04799999999999993,0.017999999999999988,0.10799999999999993,613
4WE_PAIR_007_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999993,0.017999999999999988,0.10799999999999993,Quick Attack,Quick Attack,True,0.04799999999999993,0.017999999999999988,0.10799999999999993,614
4WE_PAIR_007_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999993,0.017999999999999988,0.10799999999999993,Quick Attack,Quick Attack,True,0.04799999999999993,0.017999999999999988,0.10799999999999993,615
4WE_PAIR_017_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999993,0.017999999999999988,0.10799999999999993,Quick Attack,Quick Attack,True,0.04799999999999993,0.017999999999999988,0.10799999999999993,616
4WE_PAIR_017_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999993,0.017999999999999988,0.10799999999999993,Quick Attack,Quick Attack,True,0.04799999999999993,0.017999999999999988,0.10799999999999993,617
4WE_PAIR_022_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.04799999999999993,0.01599999999999999,0.09599999999999995,Quick Attack,Quick Attack,True,0.04799999999999993,0.01599999999999999,0.09599999999999995,618
4WE_PAIR_001_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04600000000000004,0.01600000000000001,0.09600000000000006,619
4WE_PAIR_002_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04600000000000004,0.01600000000000001,0.09600000000000006,620
4WE_PAIR_002_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04600000000000004,0.01600000000000001,0.09600000000000006,621
4WE_PAIR_008_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04600000000000004,0.01600000000000001,0.09600000000000006,622
4WE_PAIR_009_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04600000000000004,0.01600000000000001,0.09600000000000006,623
4WE_PAIR_009_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04600000000000004,0.01600000000000001,0.09600000000000006,624
4WE_PAIR_013_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04600000000000004,0.01600000000000001,0.09600000000000006,625
4WE_PAIR_014_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04600000000000004,0.01600000000000001,0.09600000000000006,626
4WE_PAIR_014_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04600000000000004,0.01600000000000001,0.09600000000000006,627
4WE_PAIR_018_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04600000000000004,0.01600000000000001,0.09600000000000006,628
4WE_PAIR_019_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04600000000000004,0.01600000000000001,0.09600000000000006,629
4WE_PAIR_019_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04600000000000004,0.01600000000000001,0.09600000000000006,630
4WE_PAIR_004_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True,0.04600000000000004,0.016000000000000004,0.09600000000000003,631
4WE_PAIR_004_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True,0.04600000000000004,0.016000000000000004,0.09600000000000003,632
4WE_PAIR_011_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01533333333333334,0.09200000000000004,Quick Attack,Quick Attack,True,0.04600000000000004,0.01533333333333334,0.09200000000000004,633
4WE_PAIR_020_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01533333333333334,0.09200000000000004,Quick Attack,Quick Attack,True,0.04600000000000004,0.01533333333333334,0.09200000000000004,634
4WE_PAIR_016_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04600000000000004,0.015333333333333338,0.09200000000000003,Quick Attack,Quick Attack,True,0.04600000000000004,0.015333333333333338,0.09200000000000003,635
4WE_PAIR_016_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04600000000000004,0.015333333333333338,0.09200000000000003,Quick Attack,Quick Attack,True,0.04600000000000004,0.015333333333333338,0.09200000000000003,636
4WE_PAIR_005_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.015333333333333338,0.09200000000000003,Quick Attack,Quick Attack,True,0.04600000000000004,0.015333333333333338,0.09200000000000003,637
4WE_PAIR_012_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.015333333333333338,0.09200000000000003,Quick Attack,Quick Attack,True,0.04600000000000004,0.015333333333333338,0.09200000000000003,638
4WE_PAIR_022_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04600000000000001,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True,0.04600000000000001,0.015333333333333343,0.09200000000000005,639
4WE_PAIR_023_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04600000000000001,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True,0.04600000000000001,0.015333333333333343,0.09200000000000005,640
4WE_PAIR_002_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.046,0.016666666666666653,0.09999999999999992,641
4WE_PAIR_009_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.046,0.016666666666666653,0.09999999999999992,642
4WE_PAIR_014_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.046,0.016666666666666653,0.09999999999999992,643
4WE_PAIR_019_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.046,0.016666666666666653,0.09999999999999992,644
4WE_PAIR_002_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.046,0.015999999999999986,0.09599999999999992,645
4WE_PAIR_002_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.046,0.015999999999999986,0.09599999999999992,646
4WE_PAIR_009_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.046,0.015999999999999986,0.09599999999999992,647
4WE_PAIR_009_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.046,0.015999999999999986,0.09599999999999992,648
4WE_PAIR_014_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.046,0.015999999999999986,0.09599999999999992,649
4WE_PAIR_014_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.046,0.015999999999999986,0.09599999999999992,650
4WE_PAIR_019_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.046,0.015999999999999986,0.09599999999999992,651
4WE_PAIR_019_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.046,0.015999999999999986,0.09599999999999992,652
4WE_PAIR_003_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.046,0.015999999999999986,0.09599999999999992,653
4WE_PAIR_010_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.046,0.015999999999999986,0.09599999999999992,654
4WE_PAIR_020_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.045999999999999985,0.015333333333333338,0.09200000000000003,Quick Attack,Quick Attack,True,0.045999999999999985,0.015333333333333338,0.09200000000000003,655
4WE_PAIR_022_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.045999999999999985,0.015333333333333338,0.09200000000000003,Quick Attack,Quick Attack,True,0.045999999999999985,0.015333333333333338,0.09200000000000003,656
4WE_PAIR_007_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04599999999999993,0.017333333333333322,0.10399999999999994,Quick Attack,Quick Attack,True,0.04599999999999993,0.017333333333333322,0.10399999999999994,657
4WE_PAIR_017_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04599999999999993,0.017333333333333322,0.10399999999999994,Quick Attack,Quick Attack,True,0.04599999999999993,0.017333333333333322,0.10399999999999994,658
4WE_PAIR_017_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04599999999999993,0.017333333333333322,0.10399999999999994,Quick Attack,Quick Attack,True,0.04599999999999993,0.017333333333333322,0.10399999999999994,659
4WE_PAIR_001_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True,0.04400000000000004,0.015333333333333343,0.09200000000000005,660
4WE_PAIR_001_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True,0.04400000000000004,0.015333333333333343,0.09200000000000005,661
4WE_PAIR_008_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True,0.04400000000000004,0.015333333333333343,0.09200000000000005,662
4WE_PAIR_008_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True,0.04400000000000004,0.015333333333333343,0.09200000000000005,663
4WE_PAIR_013_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True,0.04400000000000004,0.015333333333333343,0.09200000000000005,664
4WE_PAIR_013_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True,0.04400000000000004,0.015333333333333343,0.09200000000000005,665
4WE_PAIR_018_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True,0.04400000000000004,0.015333333333333343,0.09200000000000005,666
4WE_PAIR_018_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True,0.04400000000000004,0.015333333333333343,0.09200000000000005,667
4WE_PAIR_020_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.014666666666666675,0.08800000000000005,Quick Attack,Quick Attack,True,0.04400000000000004,0.014666666666666675,0.08800000000000005,668
4WE_PAIR_011_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.014666666666666673,0.08800000000000004,Quick Attack,Quick Attack,True,0.04400000000000004,0.014666666666666673,0.08800000000000004,669
4WE_PAIR_022_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.014666666666666673,0.08800000000000004,Quick Attack,Quick Attack,True,0.04400000000000004,0.014666666666666673,0.08800000000000004,670
4WE_PAIR_015_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04400000000000004,0.01466666666666667,0.08800000000000002,Quick Attack,Quick Attack,True,0.04400000000000004,0.01466666666666667,0.08800000000000002,671
4WE_PAIR_015_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04400000000000004,0.01466666666666667,0.08800000000000002,Quick Attack,Quick Attack,True,0.04400000000000004,0.01466666666666667,0.08800000000000002,672
4WE_PAIR_021_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04400000000000004,0.01466666666666667,0.08800000000000002,Quick Attack,Quick Attack,True,0.04400000000000004,0.01466666666666667,0.08800000000000002,673
4WE_PAIR_021_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04400000000000004,0.01466666666666667,0.08800000000000002,Quick Attack,Quick Attack,True,0.04400000000000004,0.01466666666666667,0.08800000000000002,674
4WE_PAIR_001_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.044,0.015999999999999986,0.09599999999999992,675
4WE_PAIR_007_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.044,0.015999999999999986,0.09599999999999992,676
4WE_PAIR_007_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.044,0.015999999999999986,0.09599999999999992,677
4WE_PAIR_007_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.044,0.015999999999999986,0.09599999999999992,678
