comparison_case_id,strategy_a,strategy_b,maximum_case_difference,mean_case_difference,l1_case_difference,prediction_a,prediction_b,predictions_match,maximum_probability_difference,mean_probability_difference,l1_probability_difference,global_rank,parsed_successfully,scenario_family,pair_number,case_variant,evaluation_side
4WE_PAIR_003_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,593,True,4WE,3,V01,OPPONENT
4WE_PAIR_003_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,594,True,4WE,3,V04,PLAYER
4WE_PAIR_004_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,595,True,4WE,4,V01,PLAYER
4WE_PAIR_008_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,596,True,4WE,8,V01,PLAYER
4WE_PAIR_009_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,597,True,4WE,9,V01,PLAYER
4WE_PAIR_010_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,598,True,4WE,10,V01,OPPONENT
4WE_PAIR_010_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,599,True,4WE,10,V04,PLAYER
4WE_PAIR_013_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,600,True,4WE,13,V01,PLAYER
4WE_PAIR_013_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,601,True,4WE,13,V04,PLAYER
4WE_PAIR_014_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,602,True,4WE,14,V01,PLAYER
4WE_PAIR_014_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,603,True,4WE,14,V04,PLAYER
4WE_PAIR_018_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,604,True,4WE,18,V01,PLAYER
4WE_PAIR_018_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,605,True,4WE,18,V04,PLAYER
4WE_PAIR_019_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,606,True,4WE,19,V01,PLAYER
4WE_PAIR_019_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.048,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.048,0.016666666666666653,0.09999999999999992,607,True,4WE,19,V04,PLAYER
4WE_PAIR_020_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999999,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True,0.04799999999999999,0.016000000000000004,0.09600000000000003,608,True,4WE,20,V02,PLAYER
4WE_PAIR_023_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999999,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True,0.04799999999999999,0.016000000000000004,0.09600000000000003,609,True,4WE,23,V03,OPPONENT
4WE_PAIR_023_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999999,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True,0.04799999999999999,0.016000000000000004,0.09600000000000003,610,True,4WE,23,V03,PLAYER
4WE_PAIR_015_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999999,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.04799999999999999,0.015999999999999986,0.09599999999999992,611,True,4WE,15,V03,OPPONENT
4WE_PAIR_021_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999999,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.04799999999999999,0.015999999999999986,0.09599999999999992,612,True,4WE,21,V03,OPPONENT
4WE_PAIR_007_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999993,0.017999999999999988,0.10799999999999993,Quick Attack,Quick Attack,True,0.04799999999999993,0.017999999999999988,0.10799999999999993,613,True,4WE,7,V01,OPPONENT
4WE_PAIR_007_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999993,0.017999999999999988,0.10799999999999993,Quick Attack,Quick Attack,True,0.04799999999999993,0.017999999999999988,0.10799999999999993,614,True,4WE,7,V04,OPPONENT
4WE_PAIR_007_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999993,0.017999999999999988,0.10799999999999993,Quick Attack,Quick Attack,True,0.04799999999999993,0.017999999999999988,0.10799999999999993,615,True,4WE,7,V04,PLAYER
4WE_PAIR_017_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999993,0.017999999999999988,0.10799999999999993,Quick Attack,Quick Attack,True,0.04799999999999993,0.017999999999999988,0.10799999999999993,616,True,4WE,17,V01,OPPONENT
4WE_PAIR_017_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04799999999999993,0.017999999999999988,0.10799999999999993,Quick Attack,Quick Attack,True,0.04799999999999993,0.017999999999999988,0.10799999999999993,617,True,4WE,17,V04,OPPONENT
4WE_PAIR_022_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.04799999999999993,0.01599999999999999,0.09599999999999995,Quick Attack,Quick Attack,True,0.04799999999999993,0.01599999999999999,0.09599999999999995,618,True,4WE,22,V02,OPPONENT
4WE_PAIR_001_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04600000000000004,0.01600000000000001,0.09600000000000006,619,True,4WE,1,V03,OPPONENT
4WE_PAIR_002_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04600000000000004,0.01600000000000001,0.09600000000000006,620,True,4WE,2,V02,OPPONENT
4WE_PAIR_002_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04600000000000004,0.01600000000000001,0.09600000000000006,621,True,4WE,2,V02,PLAYER
4WE_PAIR_008_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04600000000000004,0.01600000000000001,0.09600000000000006,622,True,4WE,8,V03,OPPONENT
4WE_PAIR_009_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04600000000000004,0.01600000000000001,0.09600000000000006,623,True,4WE,9,V02,OPPONENT
4WE_PAIR_009_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04600000000000004,0.01600000000000001,0.09600000000000006,624,True,4WE,9,V02,PLAYER
4WE_PAIR_013_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04600000000000004,0.01600000000000001,0.09600000000000006,625,True,4WE,13,V03,OPPONENT
4WE_PAIR_014_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04600000000000004,0.01600000000000001,0.09600000000000006,626,True,4WE,14,V02,OPPONENT
4WE_PAIR_014_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04600000000000004,0.01600000000000001,0.09600000000000006,627,True,4WE,14,V02,PLAYER
4WE_PAIR_018_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04600000000000004,0.01600000000000001,0.09600000000000006,628,True,4WE,18,V03,OPPONENT
4WE_PAIR_019_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04600000000000004,0.01600000000000001,0.09600000000000006,629,True,4WE,19,V02,OPPONENT
4WE_PAIR_019_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01600000000000001,0.09600000000000006,Quick Attack,Quick Attack,True,0.04600000000000004,0.01600000000000001,0.09600000000000006,630,True,4WE,19,V02,PLAYER
4WE_PAIR_004_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True,0.04600000000000004,0.016000000000000004,0.09600000000000003,631,True,4WE,4,V02,OPPONENT
4WE_PAIR_004_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.016000000000000004,0.09600000000000003,Quick Attack,Quick Attack,True,0.04600000000000004,0.016000000000000004,0.09600000000000003,632,True,4WE,4,V02,PLAYER
4WE_PAIR_011_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01533333333333334,0.09200000000000004,Quick Attack,Quick Attack,True,0.04600000000000004,0.01533333333333334,0.09200000000000004,633,True,4WE,11,V01,PLAYER
4WE_PAIR_020_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.01533333333333334,0.09200000000000004,Quick Attack,Quick Attack,True,0.04600000000000004,0.01533333333333334,0.09200000000000004,634,True,4WE,20,V01,PLAYER
4WE_PAIR_016_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04600000000000004,0.015333333333333338,0.09200000000000003,Quick Attack,Quick Attack,True,0.04600000000000004,0.015333333333333338,0.09200000000000003,635,True,4WE,16,V02,OPPONENT
4WE_PAIR_016_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04600000000000004,0.015333333333333338,0.09200000000000003,Quick Attack,Quick Attack,True,0.04600000000000004,0.015333333333333338,0.09200000000000003,636,True,4WE,16,V03,OPPONENT
4WE_PAIR_005_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.015333333333333338,0.09200000000000003,Quick Attack,Quick Attack,True,0.04600000000000004,0.015333333333333338,0.09200000000000003,637,True,4WE,5,V02,PLAYER
4WE_PAIR_012_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.04600000000000004,0.015333333333333338,0.09200000000000003,Quick Attack,Quick Attack,True,0.04600000000000004,0.015333333333333338,0.09200000000000003,638,True,4WE,12,V02,PLAYER
4WE_PAIR_022_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04600000000000001,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True,0.04600000000000001,0.015333333333333343,0.09200000000000005,639,True,4WE,22,V02,PLAYER
4WE_PAIR_023_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04600000000000001,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True,0.04600000000000001,0.015333333333333343,0.09200000000000005,640,True,4WE,23,V02,PLAYER
4WE_PAIR_002_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.046,0.016666666666666653,0.09999999999999992,641,True,4WE,2,V04,OPPONENT
4WE_PAIR_009_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.046,0.016666666666666653,0.09999999999999992,642,True,4WE,9,V04,OPPONENT
4WE_PAIR_014_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.046,0.016666666666666653,0.09999999999999992,643,True,4WE,14,V04,OPPONENT
4WE_PAIR_019_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.016666666666666653,0.09999999999999992,Quick Attack,Quick Attack,True,0.046,0.016666666666666653,0.09999999999999992,644,True,4WE,19,V04,OPPONENT
4WE_PAIR_002_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.046,0.015999999999999986,0.09599999999999992,645,True,4WE,2,V01,OPPONENT
4WE_PAIR_002_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.046,0.015999999999999986,0.09599999999999992,646,True,4WE,2,V01,PLAYER
4WE_PAIR_009_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.046,0.015999999999999986,0.09599999999999992,647,True,4WE,9,V01,OPPONENT
4WE_PAIR_009_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.046,0.015999999999999986,0.09599999999999992,648,True,4WE,9,V01,PLAYER
4WE_PAIR_014_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.046,0.015999999999999986,0.09599999999999992,649,True,4WE,14,V01,OPPONENT
4WE_PAIR_014_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.046,0.015999999999999986,0.09599999999999992,650,True,4WE,14,V01,PLAYER
4WE_PAIR_019_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.046,0.015999999999999986,0.09599999999999992,651,True,4WE,19,V01,OPPONENT
4WE_PAIR_019_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.046,0.015999999999999986,0.09599999999999992,652,True,4WE,19,V01,PLAYER
4WE_PAIR_003_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.046,0.015999999999999986,0.09599999999999992,653,True,4WE,3,V01,PLAYER
4WE_PAIR_010_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.046,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.046,0.015999999999999986,0.09599999999999992,654,True,4WE,10,V01,PLAYER
4WE_PAIR_020_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.045999999999999985,0.015333333333333338,0.09200000000000003,Quick Attack,Quick Attack,True,0.045999999999999985,0.015333333333333338,0.09200000000000003,655,True,4WE,20,V03,PLAYER
4WE_PAIR_022_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.045999999999999985,0.015333333333333338,0.09200000000000003,Quick Attack,Quick Attack,True,0.045999999999999985,0.015333333333333338,0.09200000000000003,656,True,4WE,22,V02,OPPONENT
4WE_PAIR_007_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04599999999999993,0.017333333333333322,0.10399999999999994,Quick Attack,Quick Attack,True,0.04599999999999993,0.017333333333333322,0.10399999999999994,657,True,4WE,7,V01,PLAYER
4WE_PAIR_017_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04599999999999993,0.017333333333333322,0.10399999999999994,Quick Attack,Quick Attack,True,0.04599999999999993,0.017333333333333322,0.10399999999999994,658,True,4WE,17,V01,PLAYER
4WE_PAIR_017_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04599999999999993,0.017333333333333322,0.10399999999999994,Quick Attack,Quick Attack,True,0.04599999999999993,0.017333333333333322,0.10399999999999994,659,True,4WE,17,V04,PLAYER
4WE_PAIR_001_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True,0.04400000000000004,0.015333333333333343,0.09200000000000005,660,True,4WE,1,V02,OPPONENT
4WE_PAIR_001_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True,0.04400000000000004,0.015333333333333343,0.09200000000000005,661,True,4WE,1,V02,PLAYER
4WE_PAIR_008_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True,0.04400000000000004,0.015333333333333343,0.09200000000000005,662,True,4WE,8,V02,OPPONENT
4WE_PAIR_008_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True,0.04400000000000004,0.015333333333333343,0.09200000000000005,663,True,4WE,8,V02,PLAYER
4WE_PAIR_013_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True,0.04400000000000004,0.015333333333333343,0.09200000000000005,664,True,4WE,13,V02,OPPONENT
4WE_PAIR_013_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True,0.04400000000000004,0.015333333333333343,0.09200000000000005,665,True,4WE,13,V02,PLAYER
4WE_PAIR_018_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True,0.04400000000000004,0.015333333333333343,0.09200000000000005,666,True,4WE,18,V02,OPPONENT
4WE_PAIR_018_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.015333333333333343,0.09200000000000005,Quick Attack,Quick Attack,True,0.04400000000000004,0.015333333333333343,0.09200000000000005,667,True,4WE,18,V02,PLAYER
4WE_PAIR_020_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.014666666666666675,0.08800000000000005,Quick Attack,Quick Attack,True,0.04400000000000004,0.014666666666666675,0.08800000000000005,668,True,4WE,20,V01,OPPONENT
4WE_PAIR_011_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.014666666666666673,0.08800000000000004,Quick Attack,Quick Attack,True,0.04400000000000004,0.014666666666666673,0.08800000000000004,669,True,4WE,11,V04,PLAYER
4WE_PAIR_022_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.04400000000000004,0.014666666666666673,0.08800000000000004,Quick Attack,Quick Attack,True,0.04400000000000004,0.014666666666666673,0.08800000000000004,670,True,4WE,22,V04,PLAYER
4WE_PAIR_015_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04400000000000004,0.01466666666666667,0.08800000000000002,Quick Attack,Quick Attack,True,0.04400000000000004,0.01466666666666667,0.08800000000000002,671,True,4WE,15,V02,PLAYER
4WE_PAIR_015_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04400000000000004,0.01466666666666667,0.08800000000000002,Quick Attack,Quick Attack,True,0.04400000000000004,0.01466666666666667,0.08800000000000002,672,True,4WE,15,V03,PLAYER
4WE_PAIR_021_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04400000000000004,0.01466666666666667,0.08800000000000002,Quick Attack,Quick Attack,True,0.04400000000000004,0.01466666666666667,0.08800000000000002,673,True,4WE,21,V02,PLAYER
4WE_PAIR_021_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.04400000000000004,0.01466666666666667,0.08800000000000002,Quick Attack,Quick Attack,True,0.04400000000000004,0.01466666666666667,0.08800000000000002,674,True,4WE,21,V03,PLAYER
4WE_PAIR_001_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.044,0.015999999999999986,0.09599999999999992,675,True,4WE,1,V04,OPPONENT
4WE_PAIR_007_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.044,0.015999999999999986,0.09599999999999992,676,True,4WE,7,V01,OPPONENT
4WE_PAIR_007_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.044,0.015999999999999986,0.09599999999999992,677,True,4WE,7,V01,PLAYER
4WE_PAIR_007_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.044,0.015999999999999986,0.09599999999999992,678,True,4WE,7,V04,OPPONENT
4WE_PAIR_008_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.044,0.015999999999999986,0.09599999999999992,679,True,4WE,8,V04,OPPONENT
4WE_PAIR_013_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.044,0.015999999999999986,0.09599999999999992,680,True,4WE,13,V04,OPPONENT
4WE_PAIR_017_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.044,0.015999999999999986,0.09599999999999992,681,True,4WE,17,V01,OPPONENT
4WE_PAIR_017_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.044,0.015999999999999986,0.09599999999999992,682,True,4WE,17,V01,PLAYER
4WE_PAIR_017_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.044,0.015999999999999986,0.09599999999999992,683,True,4WE,17,V04,OPPONENT
4WE_PAIR_018_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015999999999999986,0.09599999999999992,Quick Attack,Quick Attack,True,0.044,0.015999999999999986,0.09599999999999992,684,True,4WE,18,V04,OPPONENT
4WE_PAIR_001_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.044,0.015333333333333319,0.09199999999999992,Quick Attack,Quick Attack,True,0.044,0.015333333333333319,0.09199999999999992,685,True,4WE,1,V01,OPPONENT
